"","Subject","Educ","Income2005"
"2168",5187,"13-15",34500
"2169",5188,"16",46000
"2170",5189,"12",27000
"2171",5191,"13-15",20000
"2172",5192,"12",30000
"2173",5193,"16",56000
"2174",5194,"12",32000
"2175",5195,"12",28398
"2176",5197,">16",123000
"2177",5199,"13-15",15000
"2178",5208,"12",25000
"2179",5211,"12",35718
"2180",5212,">16",20000
"2181",5219,"12",83000
"2182",5221,"13-15",35000
"2183",5222,">16",80000
"2184",5226,"16",85000
"2185",5227,"13-15",40000
"2186",5229,"13-15",32530
"2187",5231,"12",12000
"2188",5235,"13-15",70000
"2189",5236,"12",8400
"2190",5238,"12",22000
"2191",5244,"16",60000
"2192",5245,">16",200977
"2193",5246,"13-15",31000
"2194",5247,"12",26000
"2195",5248,"13-15",96000
"2196",5249,"13-15",36000
"2197",5250,"16",55000
"2198",5251,"12",50000
"2199",5252,"12",9000
"2200",5254,"13-15",120000
"2201",5255,"13-15",37100
"2202",5256,"13-15",68000
"2203",5257,"12",40000
"2204",5258,"12",33800
"2205",5259,"13-15",3500
"2206",5262,"12",11500
"2207",5263,"13-15",35000
"2208",5264,"16",65000
"2209",5266,"13-15",98000
"2210",5267,"13-15",50000
"2211",5268,"12",11548
"2212",5269,"<12",30000
"2213",5272,"12",20000
"2214",5274,"13-15",6000
"2215",5277,"13-15",10000
"2216",5278,"12",55000
"2217",5287,"16",3200
"2218",5288,"12",37500
"2219",5289,"16",40264
"2220",5291,"12",47500
"2221",5294,"12",16000
"2222",5299,">16",45000
"2223",5300,"13-15",63000
"2224",5301,"12",29479
"2225",5307,"12",28000
"2226",5308,"13-15",11000
"2227",5310,">16",59800
"2228",5311,"12",10000
"2229",5315,"13-15",16000
"2230",5316,"12",58000
"2231",5317,"12",7200
"2232",5318,"13-15",20000
"2233",5325,">16",600
"2234",5326,"16",35000
"2235",5327,"12",35000
"2236",5329,"13-15",51000
"2237",5330,"13-15",30000
"2238",5332,"13-15",25000
"2239",5333,"13-15",29000
"2240",5334,"16",75000
"2241",5338,"12",21939
"2242",5340,"13-15",10000
"2243",5341,"16",52000
"2244",5342,"16",95000
"2245",5349,"13-15",5250
"2246",5350,"13-15",36500
"2247",5351,">16",53000
"2248",5352,"16",110000
"2249",5353,"12",3200
"2250",5356,"12",36800
"2251",5357,"12",34000
"2252",5358,"13-15",55000
"2253",5360,"13-15",14000
"2254",5361,"13-15",3000
"2255",5362,"12",56000
"2256",5363,"<12",52000
"2257",5365,"13-15",65000
"2258",5366,"12",35000
"2259",5372,"16",12000
"2260",5373,"16",35000
"2261",5374,"16",38400
"2262",5376,"12",12000
"2263",5377,"13-15",56000
"2264",5381,"16",46000
"2265",5385,"12",8000
"2266",5388,"16",18000
"2267",5389,">16",53000
"2268",5390,"13-15",52000
"2269",5391,">16",40000
"2270",5392,"13-15",52000
"2271",5393,"16",59850
"2272",5394,">16",42000
"2273",5395,">16",35000
"2274",5397,"13-15",23699
"2275",5398,"16",135000
"2276",5401,"12",35000
"2277",5402,"12",50000
"2278",5404,"13-15",29500
"2279",5406,"16",32000
"2280",5408,"13-15",40000
"2281",5410,"16",57000
"2282",5416,"16",15000
"2283",5417,"12",196680
"2284",5418,"16",60000
"2285",5419,">16",81000
"2286",5420,"16",125000
"2287",5421,"12",13000
"2288",5427,"13-15",38000
"2289",5428,"13-15",45000
"2290",5430,"16",37000
"2291",5435,"12",36000
"2292",5436,"12",29000
"2293",5439,"16",110000
"2294",5440,"12",38000
"2295",5441,"13-15",150000
"2296",5442,"13-15",6800
"2297",5445,"13-15",14000
"2298",5446,"<12",9600
"2299",5447,"<12",27300
"2300",5450,"12",8500
"2301",5451,"12",50000
"2302",5453,"13-15",6000
"2303",5456,"12",25000
"2304",5461,"<12",71776
"2305",5469,"<12",7200
"2306",5470,"12",43000
"2307",5474,"16",62000
"2308",5476,"12",26000
"2309",5484,"12",900
"2310",5485,"16",47000
"2311",5486,"12",20500
"2312",5488,"<12",350
"2313",5489,">16",91000
"2314",5491,"12",52000
"2315",5493,"12",56000
"2316",5494,"12",29800
"2317",5499,"12",50000
"2318",5500,"13-15",40000
"2319",5502,"12",16000
"2320",5504,"16",95000
"2321",5505,"12",22050
"2322",5508,"12",20000
"2323",5510,"12",20000
"2324",5511,"13-15",28000
"2325",5512,"13-15",55000
"2326",5513,"16",25000
"2327",5514,"12",10000
"2328",5516,"12",22500
"2329",5518,"13-15",40000
"2330",5519,"<12",18000
"2331",5521,"12",18560
"2332",5522,"12",3000
"2333",5524,"12",1300
"2334",5528,"12",38000
"2335",5531,"12",110000
"2336",5537,"12",19000
"2337",5538,"12",15000
"2338",5539,"12",25000
"2339",5540,"13-15",125000
"2340",5543,">16",133000
"2341",5544,"12",10056
"2342",5545,"12",16000
"2343",5546,"12",32000
"2344",5550,"12",11000
"2345",5551,"12",29000
"2346",5555,"12",14000
"2347",5558,"12",45000
"2348",5565,"16",36000
"2349",5566,"12",25000
"2350",5568,"13-15",38000
"2351",5572,"12",31000
"2352",5573,"12",24000
"2353",5575,"12",15785
"2354",5576,"12",34000
"2355",5580,"12",47000
"2356",5581,"12",22000
"2357",5585,"12",54000
"2358",5590,"16",42000
"2359",5591,"16",65000
"2360",5592,">16",33000
"2361",5594,">16",79000
"2362",5599,"16",82000
"2363",5603,"<12",36000
"2364",5604,"<12",40000
"2365",5607,"12",30000
"2366",5609,"13-15",24000
"2367",5611,"13-15",18000
"2368",5612,"13-15",26500
"2369",5613,"12",30000
"2370",5614,"12",26000
"2371",5616,"12",35000
"2372",5617,"12",20000
"2373",5618,"16",43000
"2374",5621,">16",44000
"2375",5623,">16",96000
"2376",5624,">16",36000
"2377",5625,"12",40000
"2378",5626,"12",52000
"2379",5637,"12",52000
"2380",5640,"12",30000
"2381",5646,"12",33000
"2382",5649,"13-15",22000
"2383",5653,"12",52000
"2384",5655,">16",90000
"2385",5661,"13-15",1600
"2386",5666,"16",80000
"2387",5667,">16",198032
"2388",5668,"12",60000
"2389",5669,"12",38000
"2390",5671,"12",20000
"2391",5674,"13-15",8000
"2392",5675,"16",67500
"2393",5676,">16",15000
"2394",5677,"12",72000
"2395",5684,"12",12000
"2396",5690,">16",70000
"2397",5694,"12",42000
"2398",5696,"12",72000
"2399",5699,"13-15",45000
"2400",5700,"12",70000
"2401",5701,">16",114000
"2402",5702,"13-15",24000
"2403",5703,"13-15",42500
"2404",5705,"12",10900
"2405",5708,"13-15",33000
"2406",5710,">16",53000
"2407",5711,"12",42000
"2408",5712,"12",26280
"2409",5713,"<12",44328
"2410",5718,"12",9000
"2411",6285,"13-15",60000
"2412",11751,"<12",10000
"2413",11755,"<12",60000
"2414",11758,">16",70000
"2415",11759,"12",50000
"2416",11760,"12",4000
"2417",11762,"<12",100000
"2418",11763,"13-15",146000
"2419",11769,"13-15",8000
"2420",11776,"<12",25000
"2421",11777,"13-15",74500
"2422",11778,"13-15",32900
"2423",11779,">16",1500
"2424",11785,"12",78000
"2425",11786,"12",65000
"2426",11787,"<12",8000
"2427",11791,"16",123000
"2428",11792,"12",19000
"2429",11793,"12",56000
"2430",11794,"12",40000
"2431",11796,"16",24000
"2432",11797,"13-15",1200
"2433",11798,"13-15",17000
"2434",11799,"13-15",32000
"2435",11800,"12",60000
"2436",11801,"12",350
"2437",11806,"13-15",63000
"2438",11807,"12",80000
"2439",11809,"16",39000
"2440",11811,"12",8000
"2441",11813,"12",30456
"2442",11814,"<12",9000
"2443",11815,"13-15",1300
"2444",11816,"13-15",19500
"2445",11818,"<12",13000
"2446",11819,"13-15",27700
"2447",11820,"16",50000
"2448",11822,"12",57500
"2449",11830,"12",2000
"2450",11832,"13-15",15000
"2451",11833,"13-15",25000
"2452",11835,"16",14000
"2453",11838,"13-15",52000
"2454",11839,"12",45000
"2455",11841,"13-15",57000
"2456",11844,"13-15",20108
"2457",11845,"13-15",40000
"2458",11846,"12",54000
"2459",11848,"16",24500
"2460",11849,"12",50000
"2461",11850,"<12",32000
"2462",11851,"13-15",80000
"2463",11854,"16",87000
"2464",11858,"12",24000
"2465",11860,"12",40000
"2466",11863,"13-15",77919
"2467",11864,"12",24000
"2468",11865,"12",42500
"2469",11867,"16",28000
"2470",11868,"16",102831
"2471",11869,"13-15",38400
"2472",11870,"16",11000
"2473",11872,"13-15",24500
"2474",11875,"12",57000
"2475",11878,"12",22000
"2476",11879,"12",13691
"2477",11880,"12",15000
"2478",11881,"16",15000
"2479",11883,"12",44000
"2480",11884,"12",2200
"2481",11886,"13-15",10000
"2482",11887,"12",24200
"2483",11889,">16",40000
"2484",11890,"<12",50400
"2485",11891,"12",10000
"2486",11894,"16",30330
"2487",11897,"13-15",64000
"2488",11898,"16",58500
"2489",11901,"13-15",29000
"2490",11902,">16",48000
"2491",11905,"16",60000
"2492",11909,"12",16000
"2493",11911,"13-15",46000
"2494",11916,">16",38000
"2495",11917,"12",35000
"2496",11918,">16",85000
"2497",11920,"16",338101
"2498",11923,"13-15",12000
"2499",11924,"13-15",68458
"2500",11925,"12",58000
"2501",11926,"12",45000
"2502",11929,">16",82000
"2503",11932,"13-15",10000
"2504",11934,"12",90000
"2505",11935,"12",24000
"2506",11936,"16",125000
"2507",11937,">16",43000
"2508",11939,"12",15000
"2509",11940,"12",14000
"2510",11942,"12",39000
"2511",11945,"13-15",40000
"2512",11947,"12",90000
"2513",11949,"12",26000
"2514",11950,"12",2000
"2515",11955,"16",42000
"2516",11958,"12",75000
"2517",11971,"13-15",39000
"2518",11972,">16",110500
"2519",11973,"12",60000
"2520",11981,"12",31000
"2521",11990,">16",70000
"2522",11993,"12",40000
"2523",12000,"12",33000
"2524",12005,"13-15",35000
"2525",12006,"16",17000
"2526",12008,"12",60000
"2527",12010,">16",53000
"2528",12012,"13-15",65000
"2529",12014,"16",85000
"2530",12016,"16",150000
"2531",12018,"12",52900
"2532",12019,"12",58000
"2533",12022,"12",63000
"2534",12023,">16",65000
"2535",12031,"12",40000
"2536",12032,"12",24000
"2537",12034,"16",161182
"2538",12036,"13-15",28900
"2539",12039,"12",22000
"2540",12041,"12",46000
"2541",12042,"12",3000
"2542",12043,"12",628
"2543",12044,">16",45000
"2544",12045,">16",49000
"2545",12052,"13-15",32000
"2546",12055,"12",51000
"2547",12057,"12",3000
"2548",12061,"13-15",42000
"2549",12062,"13-15",20000
"2550",12064,">16",158730
"2551",12065,"<12",56000
"2552",12066,"13-15",3000
"2553",12068,"16",49000
"2554",12070,"13-15",34000
"2555",12076,"12",6000
"2556",12082,"12",4000
"2557",12083,"12",22000
"2558",12084,"12",33793
"2559",12087,"13-15",3000
"2560",12088,"16",37000
"2561",12089,">16",40000
"2562",12090,"12",30000
"2563",12092,"16",30000
"2564",12093,"12",82000
"2565",12097,"12",54000
"2566",12098,"13-15",53000
"2567",12102,"16",100000
"2568",12104,"13-15",36323
"2569",12106,">16",120000
"2570",12110,"16",91000
"2571",12116,"16",90000
"2572",12119,">16",45000
"2573",12122,"<12",30000
"2574",12125,"12",42000
"2575",12126,"12",21000
"2576",12128,"12",30000
"2577",12129,"16",39500
"2578",12130,"12",24000
"2579",12131,"12",23000
"2580",12133,"12",11560
"2581",12135,"<12",22000
"2582",12138,"13-15",21000
"2583",12139,"12",12600
"2584",12140,"13-15",45000
