"","Make","VehicleAge","Passengers","Cause"
"1590","Other",2,4,"NotTire"
"1591","Other",2,3,"NotTire"
"1592","Other",2,0,"NotTire"
"1593","Other",2,1,"NotTire"
"1594","Other",2,0,"NotTire"
"1595","Other",2,1,"NotTire"
"1596","Other",2,1,"NotTire"
"1597","Other",2,1,"NotTire"
"1598","Other",2,3,"NotTire"
"1599","Other",2,2,"NotTire"
"1600","Other",2,1,"NotTire"
"1601","Other",2,3,"NotTire"
"1602","Other",2,0,"NotTire"
"1603","Other",2,1,"NotTire"
"1604","Other",2,5,"NotTire"
"1605","Other",2,1,"NotTire"
"1606","Other",2,0,"NotTire"
"1607","Other",2,1,"NotTire"
"1608","Other",2,0,"NotTire"
"1609","Other",2,0,"NotTire"
"1610","Other",2,1,"NotTire"
"1611","Other",2,0,"NotTire"
"1612","Other",2,0,"NotTire"
"1613","Other",2,1,"NotTire"
"1614","Other",2,0,"NotTire"
"1615","Other",2,1,"NotTire"
"1616","Other",2,0,"NotTire"
"1617","Other",2,1,"NotTire"
"1618","Other",2,2,"NotTire"
"1619","Other",2,0,"NotTire"
"1620","Other",2,4,"NotTire"
"1621","Other",2,3,"NotTire"
"1622","Other",2,0,"NotTire"
"1623","Other",2,5,"NotTire"
"1624","Other",2,0,"NotTire"
"1625","Other",2,2,"NotTire"
"1626","Other",2,0,"NotTire"
"1627","Other",2,0,"NotTire"
"1628","Other",2,0,"NotTire"
"1629","Other",2,0,"NotTire"
"1630","Other",2,0,"NotTire"
"1631","Ford",2,0,"NotTire"
"1632","Ford",2,1,"NotTire"
"1633","Ford",2,3,"NotTire"
"1634","Ford",2,0,"NotTire"
"1635","Ford",2,0,"NotTire"
"1636","Ford",2,2,"NotTire"
"1637","Ford",2,0,"NotTire"
"1638","Ford",2,1,"NotTire"
"1639","Ford",2,0,"NotTire"
"1640","Ford",2,0,"NotTire"
"1641","Ford",2,0,"NotTire"
"1642","Ford",2,0,"NotTire"
"1643","Ford",2,1,"NotTire"
"1644","Ford",2,0,"NotTire"
"1645","Ford",2,0,"NotTire"
"1646","Ford",2,0,"NotTire"
"1647","Ford",2,0,"NotTire"
"1648","Ford",2,0,"NotTire"
"1649","Ford",2,0,"NotTire"
"1650","Ford",2,0,"NotTire"
"1651","Ford",2,0,"NotTire"
"1652","Ford",2,1,"NotTire"
"1653","Ford",2,0,"NotTire"
"1654","Ford",2,0,"NotTire"
"1655","Ford",2,3,"NotTire"
"1656","Ford",2,1,"NotTire"
"1657","Ford",2,0,"NotTire"
"1658","Ford",2,3,"NotTire"
"1659","Ford",2,1,"NotTire"
"1660","Ford",2,0,"NotTire"
"1661","Ford",2,0,"NotTire"
"1662","Ford",2,1,"NotTire"
"1663","Other",3,0,"NotTire"
"1664","Other",3,0,"NotTire"
"1665","Other",3,0,"NotTire"
"1666","Other",3,2,"NotTire"
"1667","Other",3,0,"NotTire"
"1668","Other",3,3,"NotTire"
"1669","Other",3,0,"NotTire"
"1670","Other",3,4,"NotTire"
"1671","Other",3,1,"NotTire"
"1672","Other",3,3,"NotTire"
"1673","Other",3,0,"NotTire"
"1674","Other",3,0,"NotTire"
"1675","Other",3,0,"NotTire"
"1676","Other",3,1,"NotTire"
"1677","Other",3,0,"NotTire"
"1678","Other",3,0,"NotTire"
"1679","Other",3,0,"NotTire"
"1680","Other",3,0,"NotTire"
"1681","Other",3,0,"NotTire"
"1682","Other",3,0,"NotTire"
"1683","Other",3,0,"NotTire"
"1684","Other",3,0,"NotTire"
"1685","Other",3,0,"NotTire"
"1686","Other",3,0,"NotTire"
"1687","Other",3,0,"NotTire"
"1688","Other",3,0,"NotTire"
"1689","Other",3,2,"NotTire"
"1690","Other",3,0,"NotTire"
"1691","Other",3,0,"NotTire"
"1692","Other",3,1,"NotTire"
"1693","Other",3,1,"NotTire"
"1694","Other",3,1,"NotTire"
"1695","Other",3,0,"NotTire"
"1696","Other",3,1,"NotTire"
"1697","Other",3,0,"Tire"
"1698","Other",3,2,"Tire"
"1699","Other",3,0,"NotTire"
"1700","Other",3,0,"NotTire"
"1701","Other",3,1,"NotTire"
"1702","Other",3,3,"NotTire"
"1703","Other",3,1,"NotTire"
"1704","Other",3,0,"NotTire"
"1705","Other",3,1,"NotTire"
"1706","Other",3,1,"NotTire"
"1707","Other",3,0,"NotTire"
"1708","Other",3,2,"NotTire"
"1709","Other",3,0,"NotTire"
"1710","Other",3,0,"NotTire"
"1711","Other",3,1,"NotTire"
"1712","Other",3,2,"NotTire"
"1713","Other",3,2,"NotTire"
"1714","Other",3,3,"NotTire"
"1715","Other",3,1,"NotTire"
"1716","Other",3,0,"NotTire"
"1717","Other",3,0,"NotTire"
"1718","Other",3,1,"NotTire"
"1719","Other",3,0,"NotTire"
"1720","Other",3,0,"NotTire"
"1721","Other",3,0,"NotTire"
"1722","Other",3,0,"NotTire"
"1723","Other",3,0,"NotTire"
"1724","Other",3,1,"NotTire"
"1725","Other",3,3,"NotTire"
"1726","Other",3,1,"NotTire"
"1727","Other",3,0,"NotTire"
"1728","Other",3,2,"NotTire"
"1729","Other",3,0,"NotTire"
"1730","Other",3,1,"NotTire"
"1731","Other",3,1,"NotTire"
"1732","Other",3,1,"NotTire"
"1733","Other",3,1,"NotTire"
"1734","Other",3,0,"NotTire"
"1735","Other",3,0,"NotTire"
"1736","Other",3,0,"NotTire"
"1737","Other",3,0,"NotTire"
"1738","Other",3,1,"NotTire"
"1739","Other",3,2,"NotTire"
"1740","Other",3,1,"NotTire"
"1741","Other",3,2,"NotTire"
"1742","Other",3,3,"NotTire"
"1743","Other",3,1,"NotTire"
"1744","Other",3,3,"NotTire"
"1745","Other",3,0,"NotTire"
"1746","Other",3,0,"NotTire"
"1747","Other",3,2,"NotTire"
"1748","Other",3,1,"NotTire"
"1749","Other",3,1,"NotTire"
"1750","Other",3,0,"NotTire"
"1751","Other",3,3,"NotTire"
"1752","Other",3,0,"NotTire"
"1753","Other",3,0,"NotTire"
"1754","Other",3,1,"NotTire"
"1755","Other",3,1,"NotTire"
"1756","Other",3,0,"NotTire"
"1757","Other",3,0,"NotTire"
"1758","Other",3,1,"NotTire"
"1759","Other",3,0,"NotTire"
"1760","Other",3,0,"NotTire"
"1761","Other",3,0,"NotTire"
"1762","Other",3,0,"NotTire"
"1763","Other",3,1,"NotTire"
"1764","Other",3,2,"NotTire"
"1765","Other",3,0,"NotTire"
"1766","Other",3,3,"NotTire"
"1767","Other",3,0,"NotTire"
"1768","Other",3,0,"NotTire"
"1769","Other",3,1,"NotTire"
"1770","Other",3,4,"NotTire"
"1771","Other",3,0,"NotTire"
"1772","Other",3,0,"NotTire"
"1773","Other",3,0,"NotTire"
"1774","Other",3,0,"NotTire"
"1775","Other",3,0,"NotTire"
"1776","Other",3,0,"NotTire"
"1777","Other",3,2,"NotTire"
"1778","Other",3,1,"NotTire"
"1779","Other",3,3,"NotTire"
"1780","Other",3,1,"NotTire"
"1781","Other",3,0,"NotTire"
"1782","Other",3,0,"NotTire"
"1783","Other",3,0,"NotTire"
"1784","Other",3,0,"NotTire"
"1785","Other",3,1,"NotTire"
"1786","Other",3,0,"NotTire"
"1787","Other",3,1,"NotTire"
"1788","Other",3,0,"NotTire"
"1789","Other",3,0,"NotTire"
"1790","Other",3,1,"NotTire"
"1791","Other",3,0,"NotTire"
"1792","Other",3,0,"NotTire"
"1793","Other",3,1,"NotTire"
"1794","Other",3,0,"NotTire"
"1795","Other",3,1,"NotTire"
"1796","Other",3,0,"NotTire"
"1797","Other",3,1,"NotTire"
"1798","Other",3,2,"NotTire"
"1799","Ford",3,0,"NotTire"
"1800","Ford",3,2,"NotTire"
"1801","Ford",3,2,"NotTire"
"1802","Ford",3,0,"NotTire"
"1803","Ford",3,1,"NotTire"
"1804","Ford",3,0,"NotTire"
"1805","Ford",3,0,"NotTire"
"1806","Ford",3,1,"NotTire"
"1807","Ford",3,1,"NotTire"
"1808","Ford",3,1,"NotTire"
"1809","Ford",3,1,"NotTire"
"1810","Ford",3,0,"NotTire"
"1811","Ford",3,1,"NotTire"
"1812","Ford",3,3,"NotTire"
"1813","Ford",3,1,"NotTire"
"1814","Ford",3,0,"NotTire"
"1815","Ford",3,0,"NotTire"
"1816","Ford",3,1,"NotTire"
"1817","Ford",3,0,"NotTire"
"1818","Ford",3,1,"NotTire"
"1819","Ford",3,0,"NotTire"
"1820","Ford",3,1,"NotTire"
"1821","Ford",3,0,"NotTire"
"1822","Ford",3,2,"NotTire"
"1823","Ford",3,0,"NotTire"
"1824","Ford",3,5,"NotTire"
"1825","Ford",3,0,"NotTire"
"1826","Ford",3,0,"NotTire"
"1827","Ford",3,0,"NotTire"
"1828","Ford",3,1,"NotTire"
"1829","Ford",3,4,"Tire"
"1830","Ford",3,4,"Tire"
"1831","Ford",3,4,"Tire"
"1832","Ford",3,0,"Tire"
"1833","Ford",3,2,"Tire"
"1834","Ford",3,0,"NotTire"
"1835","Ford",3,1,"NotTire"
"1836","Ford",3,0,"NotTire"
"1837","Other",0,1,"NotTire"
"1838","Other",0,0,"NotTire"
"1839","Other",0,0,"NotTire"
"1840","Other",0,0,"NotTire"
"1841","Other",0,5,"NotTire"
"1842","Other",0,0,"NotTire"
"1843","Ford",0,0,"NotTire"
"1844","Other",1,1,"NotTire"
"1845","Other",1,1,"NotTire"
"1846","Other",1,1,"NotTire"
"1847","Other",1,4,"NotTire"
"1848","Other",1,0,"NotTire"
"1849","Other",1,1,"NotTire"
"1850","Other",1,1,"NotTire"
"1851","Other",1,0,"NotTire"
"1852","Other",1,0,"NotTire"
"1853","Other",1,1,"NotTire"
"1854","Other",1,0,"NotTire"
"1855","Other",1,0,"NotTire"
"1856","Other",1,0,"NotTire"
"1857","Other",1,0,"NotTire"
"1858","Other",1,0,"NotTire"
"1859","Other",1,1,"NotTire"
"1860","Other",1,0,"NotTire"
"1861","Other",1,0,"NotTire"
"1862","Other",1,1,"NotTire"
"1863","Other",1,0,"NotTire"
"1864","Other",1,1,"NotTire"
"1865","Other",1,1,"NotTire"
"1866","Other",1,3,"NotTire"
"1867","Other",1,0,"NotTire"
"1868","Other",1,1,"NotTire"
"1869","Other",1,0,"NotTire"
"1870","Other",1,0,"NotTire"
"1871","Other",1,1,"NotTire"
"1872","Other",1,2,"NotTire"
"1873","Other",1,0,"NotTire"
"1874","Other",1,1,"NotTire"
"1875","Other",1,1,"NotTire"
"1876","Other",1,1,"NotTire"
"1877","Other",1,2,"NotTire"
"1878","Other",1,0,"NotTire"
"1879","Other",1,4,"NotTire"
"1880","Other",1,1,"NotTire"
"1881","Other",1,0,"NotTire"
"1882","Other",1,2,"NotTire"
"1883","Other",1,0,"NotTire"
"1884","Other",1,1,"NotTire"
"1885","Other",1,2,"NotTire"
"1886","Other",1,0,"NotTire"
"1887","Other",1,1,"NotTire"
"1888","Other",1,0,"NotTire"
"1889","Other",1,2,"NotTire"
"1890","Other",1,2,"NotTire"
"1891","Other",1,0,"NotTire"
"1892","Other",1,3,"NotTire"
"1893","Other",1,1,"NotTire"
"1894","Other",1,0,"NotTire"
"1895","Other",1,2,"NotTire"
"1896","Other",1,0,"NotTire"
"1897","Other",1,2,"NotTire"
"1898","Other",1,0,"NotTire"
"1899","Other",1,0,"NotTire"
"1900","Other",1,1,"NotTire"
"1901","Other",1,0,"NotTire"
"1902","Other",1,4,"NotTire"
"1903","Other",1,1,"NotTire"
"1904","Other",1,0,"NotTire"
"1905","Other",1,1,"NotTire"
"1906","Other",1,2,"NotTire"
"1907","Other",1,2,"NotTire"
"1908","Other",1,3,"NotTire"
"1909","Other",1,0,"NotTire"
"1910","Other",1,1,"NotTire"
"1911","Other",1,0,"NotTire"
"1912","Other",1,1,"NotTire"
"1913","Other",1,1,"NotTire"
"1914","Other",1,1,"NotTire"
"1915","Other",1,0,"NotTire"
"1916","Other",1,2,"NotTire"
"1917","Other",1,3,"NotTire"
"1918","Other",1,2,"NotTire"
"1919","Other",1,0,"NotTire"
"1920","Other",1,0,"NotTire"
"1921","Other",1,0,"NotTire"
"1922","Other",1,1,"NotTire"
"1923","Other",1,1,"NotTire"
"1924","Other",1,3,"NotTire"
"1925","Other",1,0,"NotTire"
"1926","Other",1,0,"NotTire"
"1927","Other",1,3,"NotTire"
"1928","Other",1,0,"NotTire"
"1929","Other",1,3,"NotTire"
"1930","Other",1,0,"NotTire"
"1931","Other",1,0,"NotTire"
"1932","Other",1,1,"NotTire"
"1933","Other",1,5,"NotTire"
"1934","Other",1,2,"NotTire"
"1935","Other",1,0,"NotTire"
"1936","Other",1,1,"NotTire"
"1937","Other",1,0,"NotTire"
"1938","Other",1,1,"NotTire"
"1939","Other",1,4,"NotTire"
"1940","Other",1,0,"NotTire"
"1941","Other",1,0,"NotTire"
"1942","Other",1,4,"NotTire"
"1943","Other",1,0,"NotTire"
"1944","Other",1,0,"NotTire"
"1945","Other",1,3,"NotTire"
"1946","Other",1,0,"NotTire"
"1947","Other",1,0,"NotTire"
"1948","Other",1,3,"NotTire"
"1949","Other",1,1,"NotTire"
"1950","Other",1,0,"NotTire"
"1951","Other",1,0,"NotTire"
"1952","Other",1,0,"NotTire"
"1953","Other",1,0,"NotTire"
"1954","Other",1,6,"NotTire"
"1955","Other",1,1,"NotTire"
"1956","Other",1,0,"NotTire"
"1957","Other",1,0,"NotTire"
"1958","Other",1,2,"NotTire"
"1959","Ford",1,0,"NotTire"
"1960","Ford",1,0,"NotTire"
"1961","Ford",1,1,"NotTire"
"1962","Ford",1,1,"NotTire"
"1963","Ford",1,0,"NotTire"
"1964","Ford",1,2,"NotTire"
"1965","Ford",1,2,"NotTire"
"1966","Ford",1,1,"NotTire"
"1967","Ford",1,1,"NotTire"
"1968","Ford",1,1,"NotTire"
"1969","Ford",1,0,"NotTire"
"1970","Ford",1,1,"NotTire"
"1971","Ford",1,1,"NotTire"
"1972","Ford",1,1,"NotTire"
"1973","Ford",1,0,"NotTire"
"1974","Ford",1,0,"NotTire"
"1975","Ford",1,1,"NotTire"
"1976","Ford",1,0,"NotTire"
"1977","Ford",1,0,"NotTire"
"1978","Ford",1,2,"NotTire"
"1979","Ford",1,0,"NotTire"
"1980","Ford",1,1,"NotTire"
"1981","Ford",1,0,"NotTire"
"1982","Ford",1,1,"NotTire"
"1983","Ford",1,1,"NotTire"
"1984","Ford",1,1,"NotTire"
"1985","Ford",1,1,"NotTire"
"1986","Ford",1,3,"NotTire"
"1987","Ford",1,5,"Tire"
"1988","Ford",1,1,"NotTire"
"1989","Ford",1,1,"NotTire"
"1990","Other",2,0,"NotTire"
"1991","Other",2,1,"NotTire"
"1992","Other",2,1,"NotTire"
"1993","Other",2,1,"NotTire"
"1994","Other",2,1,"NotTire"
"1995","Other",2,1,"NotTire"
"1996","Other",2,2,"NotTire"
"1997","Other",2,1,"NotTire"
"1998","Other",2,0,"NotTire"
"1999","Other",2,3,"NotTire"
"2000","Other",2,2,"NotTire"
"2001","Other",2,0,"NotTire"
"2002","Other",2,0,"NotTire"
"2003","Other",2,0,"NotTire"
"2004","Other",2,0,"NotTire"
"2005","Other",2,1,"NotTire"
"2006","Other",2,0,"NotTire"
"2007","Other",2,0,"NotTire"
"2008","Other",2,3,"NotTire"
"2009","Other",2,0,"NotTire"
"2010","Other",2,2,"NotTire"
"2011","Other",2,4,"NotTire"
"2012","Other",2,1,"NotTire"
"2013","Other",2,0,"NotTire"
"2014","Other",2,0,"NotTire"
"2015","Other",2,0,"NotTire"
"2016","Other",2,2,"NotTire"
"2017","Other",2,0,"NotTire"
"2018","Other",2,0,"NotTire"
"2019","Other",2,0,"NotTire"
"2020","Other",2,1,"NotTire"
"2021","Other",2,0,"NotTire"
"2022","Other",2,0,"NotTire"
"2023","Other",2,0,"NotTire"
"2024","Other",2,0,"NotTire"
"2025","Other",2,1,"NotTire"
"2026","Other",2,0,"NotTire"
"2027","Other",2,0,"NotTire"
"2028","Other",2,3,"NotTire"
"2029","Other",2,0,"NotTire"
"2030","Other",2,1,"NotTire"
"2031","Other",2,0,"NotTire"
"2032","Other",2,1,"NotTire"
"2033","Other",2,0,"NotTire"
"2034","Other",2,3,"NotTire"
"2035","Other",2,2,"NotTire"
"2036","Other",2,1,"NotTire"
"2037","Other",2,3,"NotTire"
"2038","Other",2,0,"NotTire"
"2039","Other",2,0,"NotTire"
"2040","Other",2,2,"NotTire"
"2041","Other",2,1,"NotTire"
"2042","Other",2,1,"NotTire"
"2043","Other",2,0,"NotTire"
"2044","Other",2,1,"NotTire"
"2045","Other",2,0,"NotTire"
"2046","Other",2,2,"NotTire"
"2047","Other",2,1,"NotTire"
"2048","Other",2,0,"NotTire"
"2049","Other",2,1,"NotTire"
"2050","Other",2,0,"NotTire"
"2051","Other",2,1,"NotTire"
"2052","Other",2,1,"NotTire"
"2053","Other",2,0,"NotTire"
"2054","Other",2,0,"NotTire"
"2055","Other",2,1,"NotTire"
"2056","Other",2,3,"NotTire"
"2057","Other",2,0,"NotTire"
"2058","Other",2,0,"NotTire"
"2059","Other",2,0,"NotTire"
"2060","Other",2,0,"NotTire"
"2061","Other",2,1,"NotTire"
"2062","Other",2,0,"NotTire"
"2063","Other",2,0,"NotTire"
"2064","Other",2,0,"NotTire"
"2065","Other",2,0,"NotTire"
"2066","Other",2,0,"NotTire"
"2067","Other",2,1,"NotTire"
"2068","Other",2,0,"NotTire"
"2069","Other",2,1,"NotTire"
"2070","Other",2,0,"NotTire"
"2071","Other",2,2,"NotTire"
"2072","Other",2,3,"NotTire"
"2073","Other",2,0,"NotTire"
"2074","Other",2,3,"NotTire"
"2075","Other",2,0,"NotTire"
"2076","Other",2,2,"NotTire"
"2077","Other",2,4,"NotTire"
"2078","Other",2,1,"NotTire"
"2079","Other",2,1,"NotTire"
"2080","Other",2,0,"NotTire"
"2081","Other",2,2,"NotTire"
"2082","Other",2,0,"NotTire"
"2083","Other",2,2,"NotTire"
"2084","Other",2,0,"NotTire"
"2085","Other",2,3,"NotTire"
"2086","Other",2,0,"NotTire"
"2087","Other",2,1,"NotTire"
"2088","Other",2,0,"NotTire"
"2089","Other",2,4,"NotTire"
"2090","Other",2,2,"NotTire"
"2091","Other",2,2,"NotTire"
"2092","Other",2,0,"NotTire"
"2093","Other",2,3,"NotTire"
"2094","Other",2,0,"NotTire"
"2095","Other",2,0,"NotTire"
"2096","Other",2,0,"NotTire"
"2097","Other",2,0,"NotTire"
"2098","Other",2,1,"NotTire"
"2099","Other",2,3,"NotTire"
"2100","Other",2,4,"NotTire"
"2101","Other",2,0,"NotTire"
"2102","Other",2,0,"NotTire"
"2103","Other",2,2,"NotTire"
"2104","Other",2,4,"NotTire"
"2105","Other",2,1,"NotTire"
"2106","Other",2,1,"NotTire"
"2107","Other",2,0,"NotTire"
"2108","Other",2,2,"NotTire"
"2109","Other",2,0,"NotTire"
"2110","Other",2,1,"NotTire"
"2111","Other",2,2,"NotTire"
"2112","Other",2,0,"NotTire"
"2113","Other",2,1,"NotTire"
"2114","Other",2,0,"NotTire"
"2115","Other",2,0,"NotTire"
"2116","Ford",2,2,"NotTire"
"2117","Ford",2,1,"NotTire"
"2118","Ford",2,1,"NotTire"
"2119","Ford",2,2,"NotTire"
"2120","Ford",2,3,"NotTire"
"2121","Ford",2,1,"NotTire"
"2122","Ford",2,4,"NotTire"
"2123","Ford",2,7,"NotTire"
"2124","Ford",2,0,"NotTire"
"2125","Ford",2,0,"NotTire"
"2126","Ford",2,0,"NotTire"
"2127","Ford",2,0,"NotTire"
"2128","Ford",2,1,"NotTire"
"2129","Ford",2,0,"NotTire"
"2130","Ford",2,2,"NotTire"
"2131","Ford",2,2,"NotTire"
"2132","Ford",2,0,"NotTire"
"2133","Ford",2,4,"NotTire"
"2134","Ford",2,0,"NotTire"
"2135","Ford",2,1,"NotTire"
"2136","Ford",2,0,"NotTire"
"2137","Ford",2,0,"NotTire"
"2138","Ford",2,0,"NotTire"
"2139","Ford",2,1,"NotTire"
"2140","Ford",2,4,"NotTire"
"2141","Ford",2,0,"NotTire"
"2142","Ford",2,9,"NotTire"
"2143","Ford",2,1,"NotTire"
"2144","Ford",2,0,"NotTire"
"2145","Ford",2,0,"NotTire"
"2146","Ford",2,0,"NotTire"
"2147","Ford",2,0,"NotTire"
"2148","Ford",2,0,"NotTire"
"2149","Ford",2,1,"NotTire"
"2150","Ford",2,3,"NotTire"
"2151","Ford",2,1,"NotTire"
"2152","Ford",2,0,"NotTire"
"2153","Ford",2,0,"NotTire"
"2154","Ford",2,3,"NotTire"
"2155","Ford",2,0,"NotTire"
"2156","Ford",2,1,"NotTire"
"2157","Ford",2,4,"NotTire"
"2158","Ford",2,2,"NotTire"
"2159","Ford",2,0,"NotTire"
"2160","Ford",2,1,"NotTire"
"2161","Ford",2,2,"Tire"
"2162","Ford",2,1,"NotTire"
"2163","Ford",2,0,"NotTire"
"2164","Ford",2,1,"NotTire"
"2165","Other",0,1,"NotTire"
"2166","Other",0,3,"NotTire"
"2167","Other",0,4,"NotTire"
"2168","Other",0,0,"NotTire"
"2169","Other",0,0,"NotTire"
"2170","Ford",0,0,"NotTire"
"2171","Ford",0,1,"NotTire"
"2172","Other",1,4,"NotTire"
"2173","Other",1,0,"NotTire"
"2174","Other",1,5,"NotTire"
"2175","Other",1,1,"NotTire"
"2176","Other",1,1,"NotTire"
"2177","Other",1,0,"NotTire"
"2178","Other",1,2,"NotTire"
"2179","Other",1,0,"NotTire"
"2180","Other",1,0,"NotTire"
"2181","Other",1,0,"NotTire"
"2182","Other",1,1,"NotTire"
"2183","Other",1,0,"NotTire"
"2184","Other",1,0,"NotTire"
"2185","Other",1,3,"NotTire"
"2186","Other",1,0,"NotTire"
"2187","Other",1,0,"NotTire"
"2188","Other",1,1,"NotTire"
"2189","Other",1,1,"NotTire"
"2190","Other",1,2,"NotTire"
"2191","Other",1,2,"NotTire"
"2192","Other",1,0,"NotTire"
"2193","Other",1,0,"NotTire"
"2194","Other",1,0,"NotTire"
"2195","Other",1,0,"NotTire"
"2196","Other",1,5,"NotTire"
"2197","Other",1,3,"NotTire"
"2198","Other",1,1,"NotTire"
"2199","Other",1,0,"NotTire"
"2200","Other",1,1,"NotTire"
"2201","Other",1,0,"NotTire"
"2202","Other",1,0,"NotTire"
"2203","Other",1,1,"NotTire"
"2204","Other",1,0,"NotTire"
"2205","Other",1,0,"NotTire"
"2206","Other",1,1,"NotTire"
"2207","Other",1,3,"NotTire"
"2208","Other",1,0,"NotTire"
"2209","Other",1,0,"NotTire"
"2210","Other",1,0,"NotTire"
"2211","Other",1,2,"NotTire"
"2212","Other",1,0,"NotTire"
"2213","Other",1,0,"NotTire"
"2214","Other",1,1,"NotTire"
"2215","Other",1,0,"NotTire"
"2216","Other",1,0,"NotTire"
"2217","Other",1,3,"NotTire"
"2218","Other",1,4,"NotTire"
"2219","Other",1,0,"NotTire"
"2220","Other",1,3,"NotTire"
"2221","Other",1,1,"NotTire"
"2222","Other",1,0,"NotTire"
"2223","Other",1,3,"NotTire"
"2224","Other",1,0,"NotTire"
"2225","Other",1,0,"NotTire"
"2226","Other",1,2,"NotTire"
"2227","Other",1,0,"NotTire"
"2228","Other",1,3,"NotTire"
"2229","Other",1,0,"NotTire"
"2230","Other",1,1,"NotTire"
"2231","Other",1,2,"NotTire"
"2232","Other",1,0,"NotTire"
"2233","Other",1,5,"NotTire"
"2234","Other",1,1,"NotTire"
"2235","Other",1,0,"NotTire"
"2236","Other",1,2,"NotTire"
"2237","Other",1,0,"NotTire"
"2238","Other",1,1,"NotTire"
"2239","Other",1,1,"NotTire"
"2240","Other",1,1,"NotTire"
"2241","Other",1,0,"NotTire"
"2242","Other",1,1,"NotTire"
"2243","Other",1,0,"NotTire"
"2244","Other",1,1,"NotTire"
"2245","Other",1,0,"NotTire"
"2246","Other",1,4,"NotTire"
"2247","Other",1,0,"NotTire"
"2248","Other",1,0,"NotTire"
"2249","Other",1,1,"NotTire"
"2250","Other",1,1,"NotTire"
"2251","Other",1,0,"NotTire"
"2252","Other",1,0,"NotTire"
"2253","Other",1,0,"NotTire"
"2254","Other",1,2,"NotTire"
"2255","Other",1,1,"NotTire"
"2256","Other",1,0,"NotTire"
"2257","Other",1,0,"NotTire"
"2258","Other",1,1,"NotTire"
"2259","Other",1,3,"NotTire"
"2260","Other",1,5,"NotTire"
"2261","Other",1,1,"NotTire"
"2262","Other",1,0,"NotTire"
"2263","Other",1,3,"NotTire"
"2264","Other",1,1,"NotTire"
"2265","Other",1,0,"NotTire"
"2266","Other",1,1,"NotTire"
"2267","Other",1,0,"NotTire"
"2268","Other",1,1,"NotTire"
"2269","Other",1,1,"NotTire"
"2270","Other",1,1,"NotTire"
"2271","Other",1,0,"NotTire"
"2272","Other",1,0,"NotTire"
"2273","Other",1,1,"NotTire"
"2274","Other",1,6,"NotTire"
"2275","Other",1,0,"NotTire"
"2276","Other",1,0,"NotTire"
"2277","Other",1,0,"NotTire"
"2278","Other",1,1,"NotTire"
"2279","Ford",1,1,"NotTire"
"2280","Ford",1,3,"NotTire"
"2281","Ford",1,1,"NotTire"
"2282","Ford",1,1,"NotTire"
"2283","Ford",1,0,"NotTire"
"2284","Ford",1,0,"NotTire"
"2285","Ford",1,0,"NotTire"
"2286","Ford",1,0,"NotTire"
"2287","Ford",1,1,"NotTire"
"2288","Ford",1,7,"NotTire"
"2289","Ford",1,1,"NotTire"
"2290","Ford",1,0,"NotTire"
"2291","Ford",1,0,"NotTire"
"2292","Ford",1,4,"NotTire"
"2293","Ford",1,3,"NotTire"
"2294","Ford",1,2,"NotTire"
"2295","Ford",1,0,"NotTire"
"2296","Ford",1,0,"NotTire"
"2297","Ford",1,1,"NotTire"
"2298","Ford",1,2,"NotTire"
"2299","Ford",1,1,"NotTire"
"2300","Ford",1,0,"NotTire"
"2301","Ford",1,1,"NotTire"
"2302","Ford",1,2,"NotTire"
"2303","Ford",1,0,"NotTire"
"2304","Ford",1,0,"NotTire"
"2305","Ford",1,1,"NotTire"
"2306","Ford",1,1,"NotTire"
"2307","Other",0,0,"NotTire"
"2308","Other",0,0,"NotTire"
"2309","Other",0,2,"NotTire"
"2310","Other",0,1,"NotTire"
"2311","Other",0,0,"NotTire"
"2312","Other",0,1,"NotTire"
"2313","Other",0,1,"NotTire"
"2314","Other",0,3,"NotTire"
"2315","Other",0,1,"NotTire"
"2316","Other",0,1,"NotTire"
"2317","Other",0,2,"NotTire"
"2318","Other",0,3,"NotTire"
"2319","Other",0,0,"NotTire"
"2320","Ford",0,2,"NotTire"
"2321","Ford",0,0,"NotTire"
