"","Region","MetropolitanStatus","Age","Sex","MaritalStatus","EdCode","Education","JobClass","WeeklyEarnings"
"4929","South","Metropolitan",64,"Male","Married",39,"HighSchoolDiploma","Private",769.23
"4930","West","Metropolitan",35,"Female","Married",43,"BachelorsDegree","Private",1057.69
"4931","West","Metropolitan",46,"Male","Married",39,"HighSchoolDiploma","Private",400
"4932","Midwest","Metropolitan",24,"Female","Not Married",39,"HighSchoolDiploma","Private",330
"4933","Northeast","Metropolitan",35,"Male","Married",43,"BachelorsDegree","Private",1538.46
"4934","South","Metropolitan",56,"Female","Married",39,"HighSchoolDiploma","Private",865
"4935","Northeast","Metropolitan",27,"Male","Not Married",34,"SeventhOrEighthGrade","Private",320
"4936","South","Metropolitan",55,"Female","Married",39,"HighSchoolDiploma","Private",540
"4937","West","Metropolitan",37,"Female","Married",39,"HighSchoolDiploma","Private",500
"4938","Midwest","Metropolitan",27,"Male","Not Married",43,"BachelorsDegree","Private",461.53
"4939","South","Metropolitan",52,"Female","Not Married",42,"AssocDegAcadem","Private",392.3
"4940","Midwest","Metropolitan",34,"Male","Not Married",39,"HighSchoolDiploma","Private",550
"4941","West","Metropolitan",32,"Male","Married",36,"TenthGrade","Private",550
"4942","South","Metropolitan",42,"Female","Not Married",39,"HighSchoolDiploma","Private",486
"4943","Northeast","Metropolitan",52,"Male","Married",43,"BachelorsDegree","Private",1500
"4944","Midwest","Metropolitan",29,"Male","Not Married",43,"BachelorsDegree","Private",653
"4945","Midwest","Metropolitan",37,"Male","Married",41,"AssocDegOccupVocat","Private",368
"4946","Midwest","Metropolitan",29,"Female","Married",43,"BachelorsDegree","Private",884.61
"4947","Midwest","Metropolitan",51,"Female","Married",42,"AssocDegAcadem","Private",961.53
"4948","South","Not Metropolitan",56,"Female","Married",39,"HighSchoolDiploma","Private",720
"4949","West","Metropolitan",43,"Male","Married",43,"BachelorsDegree","Private",2884.61
"4950","Midwest","Metropolitan",50,"Male","Not Married",43,"BachelorsDegree","Private",1250
"4951","Midwest","Metropolitan",60,"Male","Not Married",39,"HighSchoolDiploma","Private",490
"4952","West","Metropolitan",56,"Male","Married",33,"FifthorSixthGrade","Private",320
"4953","Midwest","Metropolitan",29,"Female","Married",43,"BachelorsDegree","Private",807.69
"4954","South","Metropolitan",52,"Female","Not Married",44,"MastersDegree","Private",1
"4955","Midwest","Not Metropolitan",57,"Female","Not Married",43,"BachelorsDegree","Private",420
"4956","Northeast","Not Metropolitan",39,"Male","Married",39,"HighSchoolDiploma","Private",1250
"4957","South","Not Metropolitan",72,"Male","Married",34,"SeventhOrEighthGrade","Private",1006.8
"4958","West","Metropolitan",48,"Female","Not Married",39,"HighSchoolDiploma","Private",416.4
"4959","Northeast","Metropolitan",43,"Female","Married",45,"ProfSchoolDegree","Private",898.84
"4960","South","Metropolitan",31,"Female","Married",39,"HighSchoolDiploma","Private",576.92
"4961","South","Metropolitan",38,"Female","Not Married",43,"BachelorsDegree","Private",600
"4962","Northeast","Metropolitan",40,"Female","Not Married",39,"HighSchoolDiploma","Private",315
"4963","South","Not Metropolitan",53,"Male","Married",43,"BachelorsDegree","Private",600
"4964","South","Not Metropolitan",40,"Male","Married",39,"HighSchoolDiploma","Private",1196
"4965","Northeast","Metropolitan",50,"Male","Married",43,"BachelorsDegree","Private",1538.46
"4966","West","Metropolitan",51,"Female","Not Married",43,"BachelorsDegree","Private",500
"4967","South","Metropolitan",25,"Male","Not Married",39,"HighSchoolDiploma","Private",350
"4968","Northeast","Metropolitan",56,"Female","Not Married",39,"HighSchoolDiploma","Private",600
"4969","South","Metropolitan",44,"Female","Not Married",39,"HighSchoolDiploma","Private",652
"4970","Northeast","Not Metropolitan",23,"Male","Not Married",39,"HighSchoolDiploma","Private",600
"4971","Northeast","Not Metropolitan",30,"Female","Married",39,"HighSchoolDiploma","Private",500
"4972","Northeast","Metropolitan",24,"Male","Not Married",39,"HighSchoolDiploma","Private",480
"4973","West","Metropolitan",32,"Female","Married",40,"SomeCollegeButNoDegree","Private",438
"4974","West","Metropolitan",33,"Male","Not Married",39,"HighSchoolDiploma","Private",520
"4975","South","Not Metropolitan",52,"Female","Married",39,"HighSchoolDiploma","Private",325.6
"4976","Midwest","Metropolitan",62,"Female","Married",43,"BachelorsDegree","Private",276.92
"4977","Northeast","Metropolitan",56,"Female","Married",39,"HighSchoolDiploma","Private",720
"4978","South","Not Metropolitan",45,"Male","Not Married",39,"HighSchoolDiploma","Private",865.38
"4979","Midwest","Metropolitan",49,"Female","Married",39,"HighSchoolDiploma","Private",600
"4980","Northeast","Metropolitan",32,"Female","Married",43,"BachelorsDegree","Private",1153.84
"4981","South","Not Metropolitan",50,"Female","Married",43,"BachelorsDegree","Private",400
"4982","West","Metropolitan",26,"Female","Married",39,"HighSchoolDiploma","Private",440
"4983","West","Metropolitan",38,"Female","Married",39,"HighSchoolDiploma","Private",1250
"4984","Midwest","Not Metropolitan",43,"Male","Married",39,"HighSchoolDiploma","Private",600
"4985","South","Metropolitan",50,"Female","Not Married",43,"BachelorsDegree","Private",420
"4986","West","Metropolitan",45,"Male","Married",40,"SomeCollegeButNoDegree","Private",840
"4987","Northeast","Metropolitan",49,"Female","Not Married",43,"BachelorsDegree","Private",1923.07
"4988","West","Metropolitan",23,"Female","Not Married",43,"BachelorsDegree","Private",440
"4989","Midwest","Metropolitan",20,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",325
"4990","Midwest","Not Metropolitan",66,"Male","Married",36,"TenthGrade","Private",442.75
"4991","South","Metropolitan",35,"Male","Married",34,"SeventhOrEighthGrade","Private",692
"4992","Northeast","Not Metropolitan",22,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",560
"4993","Northeast","Metropolitan",34,"Female","Married",43,"BachelorsDegree","Private",1360
"4994","Midwest","Not Metropolitan",45,"Male","Married",40,"SomeCollegeButNoDegree","Private",520
"4995","West","Metropolitan",48,"Male","Not Married",42,"AssocDegAcadem","Private",1000
"4996","South","Metropolitan",56,"Female","Married",37,"EleventhGrade","Private",461.53
"4997","West","Metropolitan",30,"Male","Not Married",45,"ProfSchoolDegree","Private",1461
"4998","Midwest","Metropolitan",45,"Male","Married",40,"SomeCollegeButNoDegree","Private",1075.3
"4999","Midwest","Metropolitan",28,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",800
"5000","Northeast","Metropolitan",34,"Male","Not Married",39,"HighSchoolDiploma","Private",673.07
"5001","West","Metropolitan",22,"Male","Not Married",39,"HighSchoolDiploma","Private",1234.5
"5002","Midwest","Metropolitan",40,"Male","Married",40,"SomeCollegeButNoDegree","Private",1000
"5003","South","Metropolitan",20,"Male","Not Married",39,"HighSchoolDiploma","Private",200
"5004","Midwest","Metropolitan",37,"Female","Not Married",42,"AssocDegAcadem","Private",480
"5005","West","Metropolitan",50,"Male","Married",39,"HighSchoolDiploma","Private",1923.07
"5006","Northeast","Metropolitan",50,"Male","Married",32,"FirstSecondThirdOrFourthGrade","Private",1040
"5007","Northeast","Not Metropolitan",34,"Male","Married",40,"SomeCollegeButNoDegree","Private",250
"5008","Midwest","Metropolitan",35,"Male","Not Married",44,"MastersDegree","Private",700
"5009","South","Metropolitan",45,"Male","Married",40,"SomeCollegeButNoDegree","Private",300
"5010","South","Metropolitan",66,"Female","Married",39,"HighSchoolDiploma","Private",560
"5011","Midwest","Metropolitan",36,"Male","Married",44,"MastersDegree","Private",1615.38
"5012","West","Metropolitan",52,"Male","Married",37,"EleventhGrade","Private",288.46
"5013","West","Not Metropolitan",59,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",790.68
"5014","Midwest","Metropolitan",27,"Female","Not Married",39,"HighSchoolDiploma","Private",378.3
"5015","South","Metropolitan",26,"Female","Married",43,"BachelorsDegree","Private",600
"5016","South","Metropolitan",55,"Male","Married",40,"SomeCollegeButNoDegree","Private",692.3
"5017","West","Metropolitan",37,"Male","Not Married",39,"HighSchoolDiploma","Private",1653.84
"5018","Midwest","Not Metropolitan",39,"Male","Not Married",41,"AssocDegOccupVocat","Private",400
"5019","South","Metropolitan",45,"Male","Married",37,"EleventhGrade","Private",560
"5020","South","Metropolitan",36,"Male","Not Married",42,"AssocDegAcadem","Private",1250
"5021","South","Metropolitan",46,"Female","Married",35,"NinthGrade","Private",260.75
"5022","Northeast","Metropolitan",57,"Female","Married",44,"MastersDegree","Private",961
"5023","South","Metropolitan",41,"Male","Not Married",34,"SeventhOrEighthGrade","Private",716.4
"5024","Northeast","Metropolitan",54,"Male","Married",41,"AssocDegOccupVocat","Private",1191.28
"5025","South","Not Metropolitan",39,"Female","Not Married",39,"HighSchoolDiploma","Private",480
"5026","Northeast","Metropolitan",36,"Male","Married",45,"ProfSchoolDegree","Private",2884.61
"5027","South","Metropolitan",28,"Female","Not Married",43,"BachelorsDegree","Private",360
"5028","Midwest","Metropolitan",32,"Male","Married",43,"BachelorsDegree","Private",1442.3
"5029","South","Not Metropolitan",29,"Female","Not Married",39,"HighSchoolDiploma","Private",420
"5030","West","Not Metropolitan",33,"Male","Married",39,"HighSchoolDiploma","Private",850
"5031","Midwest","Metropolitan",26,"Male","Married",41,"AssocDegOccupVocat","Private",1307.69
"5032","South","Metropolitan",22,"Female","Not Married",42,"AssocDegAcadem","Private",350
"5033","South","Metropolitan",33,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",576
"5034","Midwest","Metropolitan",25,"Female","Not Married",43,"BachelorsDegree","Private",550
"5035","Midwest","Not Metropolitan",43,"Female","Married",39,"HighSchoolDiploma","Private",1000
"5036","South","Metropolitan",29,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",750
"5037","Midwest","Not Metropolitan",61,"Male","Married",39,"HighSchoolDiploma","Private",920
"5038","South","Metropolitan",32,"Male","Married",40,"SomeCollegeButNoDegree","Private",400
"5039","South","Metropolitan",37,"Male","Married",39,"HighSchoolDiploma","Private",800
"5040","Northeast","Not Metropolitan",62,"Male","Married",39,"HighSchoolDiploma","Private",865.38
"5041","West","Metropolitan",57,"Male","Married",40,"SomeCollegeButNoDegree","Private",2884.61
"5042","Northeast","Not Metropolitan",57,"Male","Not Married",44,"MastersDegree","Private",634.61
"5043","West","Not Metropolitan",53,"Female","Married",40,"SomeCollegeButNoDegree","Private",1153
"5044","West","Metropolitan",34,"Female","Married",43,"BachelorsDegree","Private",1200
"5045","Midwest","Metropolitan",45,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",1500
"5046","Midwest","Metropolitan",52,"Female","Not Married",46,"DoctorateDegree","Private",1600
"5047","South","Metropolitan",32,"Female","Married",43,"BachelorsDegree","Private",1153.84
"5048","South","Metropolitan",29,"Male","Married",39,"HighSchoolDiploma","Private",848.75
"5049","South","Metropolitan",39,"Female","Married",43,"BachelorsDegree","Private",1057.69
"5050","Midwest","Not Metropolitan",33,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",750
"5051","West","Metropolitan",41,"Female","Not Married",39,"HighSchoolDiploma","Private",807.6
"5052","Midwest","Not Metropolitan",30,"Female","Married",46,"DoctorateDegree","Private",2211.53
"5053","Midwest","Metropolitan",25,"Male","Not Married",39,"HighSchoolDiploma","Private",340
"5054","West","Metropolitan",33,"Female","Married",43,"BachelorsDegree","Private",680
"5055","Northeast","Metropolitan",58,"Male","Married",43,"BachelorsDegree","Private",1200
"5056","South","Metropolitan",48,"Female","Not Married",44,"MastersDegree","Private",593.5
"5057","Midwest","Metropolitan",21,"Female","Not Married",39,"HighSchoolDiploma","Private",400
"5058","West","Metropolitan",44,"Female","Not Married",43,"BachelorsDegree","Private",1346.15
"5059","Midwest","Metropolitan",37,"Male","Married",34,"SeventhOrEighthGrade","Private",640
"5060","Northeast","Metropolitan",31,"Female","Not Married",37,"EleventhGrade","Private",400
"5061","Midwest","Metropolitan",42,"Male","Married",43,"BachelorsDegree","Private",2884.61
"5062","Northeast","Metropolitan",34,"Male","Married",39,"HighSchoolDiploma","Private",450
"5063","West","Metropolitan",61,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",1200
"5064","Northeast","Metropolitan",50,"Female","Married",42,"AssocDegAcadem","Private",673
"5065","South","Metropolitan",49,"Male","Married",45,"ProfSchoolDegree","Private",2884.61
"5066","South","Metropolitan",36,"Female","Married",44,"MastersDegree","Private",1384.61
"5067","Midwest","Metropolitan",44,"Female","Married",40,"SomeCollegeButNoDegree","Private",1019.23
"5068","West","Not Metropolitan",26,"Female","Not Married",36,"TenthGrade","Private",350
"5069","Midwest","Metropolitan",55,"Male","Married",39,"HighSchoolDiploma","Private",1153.84
"5070","Midwest","Metropolitan",29,"Male","Not Married",39,"HighSchoolDiploma","Private",384
"5071","South","Metropolitan",35,"Male","Married",39,"HighSchoolDiploma","Private",1008.4
"5072","West","Metropolitan",33,"Male","Married",39,"HighSchoolDiploma","Private",660
"5073","Midwest","Metropolitan",25,"Male","Married",39,"HighSchoolDiploma","Private",520
"5074","Northeast","Metropolitan",29,"Female","Married",43,"BachelorsDegree","Private",769.23
"5075","Midwest","Metropolitan",57,"Male","Married",43,"BachelorsDegree","Private",1538
"5076","West","Metropolitan",57,"Female","Married",46,"DoctorateDegree","Private",961
"5077","South","Metropolitan",45,"Female","Married",39,"HighSchoolDiploma","Private",346.15
"5078","South","Not Metropolitan",34,"Male","Married",39,"HighSchoolDiploma","Private",574.8
"5079","South","Metropolitan",43,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",961
"5080","Midwest","Not Metropolitan",65,"Female","Married",39,"HighSchoolDiploma","Private",300
"5081","South","Metropolitan",56,"Female","Not Married",43,"BachelorsDegree","Private",420
"5082","Midwest","Metropolitan",45,"Female","Not Married",44,"MastersDegree","Private",1600
"5083","Midwest","Metropolitan",50,"Female","Married",42,"AssocDegAcadem","Private",461
"5084","West","Metropolitan",50,"Female","Married",40,"SomeCollegeButNoDegree","Private",1200
"5085","Northeast","Metropolitan",31,"Male","Not Married",43,"BachelorsDegree","Private",850
"5086","West","Metropolitan",31,"Female","Not Married",39,"HighSchoolDiploma","Private",576.92
"5087","Midwest","Not Metropolitan",22,"Male","Not Married",39,"HighSchoolDiploma","Private",384
"5088","West","Metropolitan",20,"Male","Not Married",36,"TenthGrade","Private",600
"5089","West","Not Metropolitan",21,"Male","Not Married",36,"TenthGrade","Private",570
"5090","South","Metropolitan",55,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",1200
"5091","Northeast","Metropolitan",17,"Female","Not Married",43,"BachelorsDegree","Private",220
"5092","South","Metropolitan",34,"Female","Married",44,"MastersDegree","Private",525
"5093","West","Metropolitan",38,"Female","Married",39,"HighSchoolDiploma","Private",640
"5094","West","Metropolitan",51,"Female","Married",39,"HighSchoolDiploma","Private",889.61
"5095","West","Metropolitan",31,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",875
"5096","West","Metropolitan",50,"Male","Married",43,"BachelorsDegree","Private",1500
"5097","Midwest","Metropolitan",37,"Male","Married",42,"AssocDegAcadem","Private",680
"5098","Northeast","Metropolitan",37,"Male","Married",43,"BachelorsDegree","Private",961
"5099","West","Metropolitan",37,"Male","Married",43,"BachelorsDegree","Private",1900
"5100","Midwest","Metropolitan",58,"Male","Married",39,"HighSchoolDiploma","Private",750
"5101","Midwest","Metropolitan",34,"Male","Married",44,"MastersDegree","Private",653
"5102","Midwest","Metropolitan",30,"Male","Not Married",41,"AssocDegOccupVocat","Private",480
"5103","Midwest","Metropolitan",23,"Male","Married",40,"SomeCollegeButNoDegree","Private",738
"5104","Midwest","Metropolitan",26,"Female","Not Married",43,"BachelorsDegree","Private",673
"5105","Midwest","Metropolitan",42,"Female","Married",43,"BachelorsDegree","Private",1923
"5106","Midwest","Metropolitan",50,"Male","Married",42,"AssocDegAcadem","Private",720.95
"5107","South","Metropolitan",28,"Male","Not Married",39,"HighSchoolDiploma","Private",403.84
"5108","South","Metropolitan",24,"Male","Not Married",43,"BachelorsDegree","Private",865.38
"5109","South","Not Metropolitan",30,"Male","Married",39,"HighSchoolDiploma","Private",305.55
"5110","Northeast","Metropolitan",41,"Female","Married",43,"BachelorsDegree","Private",750
"5111","West","Metropolitan",45,"Female","Married",39,"HighSchoolDiploma","Private",880.8
"5112","Northeast","Not Metropolitan",58,"Male","Not Married",43,"BachelorsDegree","Private",1346.15
"5113","South","Metropolitan",55,"Male","Married",43,"BachelorsDegree","Private",1923.07
"5114","South","Metropolitan",35,"Female","Married",40,"SomeCollegeButNoDegree","Private",600
"5115","South","Metropolitan",24,"Female","Not Married",42,"AssocDegAcadem","Private",324
"5116","West","Not Metropolitan",41,"Female","Married",39,"HighSchoolDiploma","Private",600
"5117","Midwest","Metropolitan",40,"Female","Not Married",42,"AssocDegAcadem","Private",670
"5118","Midwest","Metropolitan",43,"Male","Married",43,"BachelorsDegree","Private",2115.38
"5119","Northeast","Metropolitan",28,"Female","Not Married",41,"AssocDegOccupVocat","Private",480
"5120","West","Not Metropolitan",35,"Female","Married",42,"AssocDegAcadem","Private",500
"5121","West","Metropolitan",23,"Female","Married",40,"SomeCollegeButNoDegree","Private",380
"5122","South","Metropolitan",36,"Female","Not Married",39,"HighSchoolDiploma","Private",576
"5123","South","Metropolitan",36,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",800
"5124","Northeast","Not Metropolitan",24,"Female","Not Married",39,"HighSchoolDiploma","Private",425
"5125","Northeast","Not Metropolitan",55,"Female","Not Married",43,"BachelorsDegree","Private",1153
"5126","West","Metropolitan",45,"Male","Married",43,"BachelorsDegree","Private",1512
"5127","Northeast","Metropolitan",53,"Male","Married",39,"HighSchoolDiploma","Private",1250
"5128","Northeast","Metropolitan",50,"Male","Married",42,"AssocDegAcadem","Private",450
"5129","Northeast","Metropolitan",49,"Male","Married",39,"HighSchoolDiploma","Private",680
"5130","Northeast","Metropolitan",23,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",400
"5131","South","Metropolitan",50,"Male","Married",44,"MastersDegree","Private",769
"5132","West","Not Metropolitan",21,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",340
"5133","Northeast","Metropolitan",48,"Female","Married",43,"BachelorsDegree","Private",1201
"5134","Northeast","Metropolitan",63,"Male","Married",39,"HighSchoolDiploma","Private",673.07
"5135","Midwest","Not Metropolitan",45,"Male","Married",39,"HighSchoolDiploma","Private",1500
"5136","West","Not Identified",26,"Female","Not Married",43,"BachelorsDegree","Private",414.63
"5137","West","Not Metropolitan",60,"Female","Not Married",39,"HighSchoolDiploma","Private",720
"5138","Midwest","Metropolitan",26,"Female","Married",41,"AssocDegOccupVocat","Private",500
"5139","South","Metropolitan",35,"Male","Married",40,"SomeCollegeButNoDegree","Private",1001.45
"5140","South","Metropolitan",21,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",450
"5141","Midwest","Not Metropolitan",47,"Male","Married",39,"HighSchoolDiploma","Private",1538.46
"5142","Midwest","Not Metropolitan",23,"Female","Not Married",36,"TenthGrade","Private",275
"5143","South","Not Metropolitan",35,"Female","Married",37,"EleventhGrade","Private",275
"5144","South","Metropolitan",56,"Male","Married",41,"AssocDegOccupVocat","Private",1210
"5145","Midwest","Not Metropolitan",24,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",330
"5146","South","Not Metropolitan",36,"Male","Married",42,"AssocDegAcadem","Private",1358.7
"5147","Midwest","Not Metropolitan",41,"Female","Married",40,"SomeCollegeButNoDegree","Private",434
"5148","Northeast","Metropolitan",34,"Male","Not Married",39,"HighSchoolDiploma","Private",572
"5149","Midwest","Metropolitan",55,"Female","Married",40,"SomeCollegeButNoDegree","Private",653.84
"5150","West","Metropolitan",63,"Male","Married",46,"DoctorateDegree","Private",576
"5151","South","Metropolitan",26,"Female","Not Married",39,"HighSchoolDiploma","Private",346.15
"5152","Midwest","Metropolitan",46,"Female","Married",42,"AssocDegAcadem","Private",865
"5153","South","Not Metropolitan",50,"Male","Married",40,"SomeCollegeButNoDegree","Private",1384.61
"5154","West","Metropolitan",19,"Male","Married",39,"HighSchoolDiploma","Private",392.3
"5155","Northeast","Metropolitan",61,"Female","Married",46,"DoctorateDegree","Private",1250
"5156","South","Metropolitan",49,"Male","Married",45,"ProfSchoolDegree","Private",2884.61
"5157","South","Metropolitan",38,"Male","Not Married",39,"HighSchoolDiploma","Private",480
"5158","South","Metropolitan",38,"Male","Not Married",33,"FifthorSixthGrade","Private",560
"5159","West","Metropolitan",30,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",557.69
"5160","Northeast","Metropolitan",60,"Male","Married",43,"BachelorsDegree","Private",2884.61
"5161","South","Metropolitan",54,"Male","Married",39,"HighSchoolDiploma","Private",1320
"5162","West","Metropolitan",38,"Female","Married",39,"HighSchoolDiploma","Private",680
"5163","West","Metropolitan",46,"Male","Not Married",39,"HighSchoolDiploma","Private",1057.69
"5164","South","Metropolitan",50,"Male","Not Married",43,"BachelorsDegree","Private",440
"5165","Northeast","Metropolitan",60,"Male","Not Married",39,"HighSchoolDiploma","Private",961.53
"5166","Northeast","Metropolitan",45,"Male","Married",39,"HighSchoolDiploma","Private",1575
"5167","West","Metropolitan",24,"Male","Married",44,"MastersDegree","Private",1461
"5168","Northeast","Metropolitan",25,"Female","Married",40,"SomeCollegeButNoDegree","Private",620
"5169","Northeast","Metropolitan",29,"Male","Married",39,"HighSchoolDiploma","Private",436
"5170","South","Not Metropolitan",42,"Female","Married",39,"HighSchoolDiploma","Private",600
"5171","West","Metropolitan",37,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",500
"5172","Northeast","Metropolitan",31,"Female","Married",43,"BachelorsDegree","Private",1538.46
"5173","South","Metropolitan",20,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",400
"5174","West","Metropolitan",49,"Male","Married",39,"HighSchoolDiploma","Private",870
"5175","Northeast","Metropolitan",41,"Female","Married",39,"HighSchoolDiploma","Private",720
"5176","Northeast","Not Metropolitan",24,"Male","Not Married",41,"AssocDegOccupVocat","Private",704
"5177","West","Metropolitan",33,"Female","Married",43,"BachelorsDegree","Private",386
"5178","South","Metropolitan",47,"Female","Married",43,"BachelorsDegree","Private",1538.46
"5179","South","Metropolitan",24,"Female","Not Married",43,"BachelorsDegree","Private",576
"5180","Midwest","Metropolitan",50,"Female","Married",42,"AssocDegAcadem","Private",769.23
"5181","South","Metropolitan",49,"Male","Married",44,"MastersDegree","Private",1923.07
"5182","West","Metropolitan",45,"Male","Married",44,"MastersDegree","Private",2500
"5183","Midwest","Metropolitan",34,"Female","Not Married",43,"BachelorsDegree","Private",961.53
"5184","South","Metropolitan",52,"Male","Married",43,"BachelorsDegree","Private",720
"5185","Northeast","Metropolitan",53,"Female","Married",40,"SomeCollegeButNoDegree","Private",692.5
"5186","Northeast","Not Metropolitan",46,"Female","Married",40,"SomeCollegeButNoDegree","Private",2884.61
"5187","Midwest","Metropolitan",54,"Female","Not Married",46,"DoctorateDegree","Private",1423.07
"5188","West","Metropolitan",36,"Female","Not Married",39,"HighSchoolDiploma","Private",720
"5189","West","Metropolitan",21,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",800
"5190","South","Metropolitan",49,"Male","Married",40,"SomeCollegeButNoDegree","Private",961
"5191","Northeast","Metropolitan",60,"Male","Married",43,"BachelorsDegree","Private",2211.53
"5192","Midwest","Metropolitan",58,"Male","Married",40,"SomeCollegeButNoDegree","Private",1461.53
"5193","Northeast","Not Metropolitan",24,"Female","Not Married",43,"BachelorsDegree","Private",550
"5194","West","Metropolitan",31,"Male","Not Married",43,"BachelorsDegree","Private",1923.07
"5195","West","Metropolitan",28,"Female","Married",44,"MastersDegree","Private",769.23
"5196","Northeast","Not Metropolitan",39,"Male","Married",39,"HighSchoolDiploma","Private",576.92
"5197","South","Metropolitan",34,"Male","Married",42,"AssocDegAcadem","Private",1268.16
"5198","South","Metropolitan",24,"Female","Not Married",43,"BachelorsDegree","Private",576.92
"5199","West","Not Identified",26,"Male","Not Married",43,"BachelorsDegree","Private",414.63
"5200","South","Metropolitan",53,"Male","Married",39,"HighSchoolDiploma","Private",750
"5201","West","Not Metropolitan",47,"Male","Married",40,"SomeCollegeButNoDegree","Private",1280
"5202","South","Metropolitan",58,"Female","Married",39,"HighSchoolDiploma","Private",403.84
"5203","Midwest","Metropolitan",61,"Male","Married",43,"BachelorsDegree","Private",1846.15
"5204","West","Metropolitan",46,"Male","Not Married",42,"AssocDegAcadem","Private",2884.61
"5205","Northeast","Metropolitan",21,"Female","Not Married",39,"HighSchoolDiploma","Private",460
"5206","South","Metropolitan",51,"Female","Married",39,"HighSchoolDiploma","Private",720
"5207","West","Metropolitan",25,"Male","Not Married",43,"BachelorsDegree","Private",1000
"5208","Northeast","Metropolitan",46,"Male","Married",43,"BachelorsDegree","Private",2884.61
"5209","Northeast","Metropolitan",42,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",2000
"5210","South","Metropolitan",35,"Female","Married",43,"BachelorsDegree","Private",1000
"5211","South","Metropolitan",34,"Female","Married",39,"HighSchoolDiploma","Private",642.92
"5212","West","Not Metropolitan",28,"Female","Not Married",43,"BachelorsDegree","Private",1100
"5213","South","Not Metropolitan",34,"Male","Not Married",39,"HighSchoolDiploma","Private",450
"5214","West","Metropolitan",28,"Male","Not Married",39,"HighSchoolDiploma","Private",504.8
"5215","Midwest","Metropolitan",53,"Male","Married",40,"SomeCollegeButNoDegree","Private",625
"5216","West","Metropolitan",56,"Male","Married",45,"ProfSchoolDegree","Private",2884.61
"5217","Northeast","Metropolitan",37,"Female","Not Married",42,"AssocDegAcadem","Private",848
"5218","South","Metropolitan",48,"Male","Married",42,"AssocDegAcadem","Private",2115
"5219","South","Metropolitan",39,"Male","Married",39,"HighSchoolDiploma","Private",1100
"5220","Midwest","Not Metropolitan",58,"Female","Married",39,"HighSchoolDiploma","Private",646.15
"5221","Midwest","Metropolitan",60,"Male","Married",39,"HighSchoolDiploma","Private",720
"5222","South","Metropolitan",39,"Male","Married",43,"BachelorsDegree","Private",1738.15
"5223","Midwest","Metropolitan",37,"Female","Not Married",37,"EleventhGrade","Private",364
"5224","West","Metropolitan",49,"Female","Married",44,"MastersDegree","Private",1923.07
"5225","Midwest","Metropolitan",39,"Female","Married",43,"BachelorsDegree","Private",1153.84
"5226","South","Metropolitan",47,"Male","Married",41,"AssocDegOccupVocat","Private",315
"5227","South","Metropolitan",34,"Male","Married",43,"BachelorsDegree","Private",923
"5228","Midwest","Not Metropolitan",59,"Female","Married",41,"AssocDegOccupVocat","Private",800
"5229","West","Not Metropolitan",43,"Male","Married",44,"MastersDegree","Private",2250
"5230","West","Metropolitan",21,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",400
"5231","Midwest","Metropolitan",23,"Male","Not Married",43,"BachelorsDegree","Private",1192
"5232","South","Metropolitan",46,"Female","Not Married",43,"BachelorsDegree","Private",1115
"5233","Northeast","Metropolitan",43,"Male","Married",44,"MastersDegree","Private",2250
"5234","West","Metropolitan",64,"Female","Married",43,"BachelorsDegree","Private",1792.65
"5235","South","Not Metropolitan",41,"Female","Married",43,"BachelorsDegree","Private",500
"5236","Northeast","Metropolitan",56,"Female","Married",39,"HighSchoolDiploma","Private",530
"5237","Northeast","Metropolitan",55,"Male","Married",41,"AssocDegOccupVocat","Private",1000
"5238","West","Metropolitan",63,"Male","Married",42,"AssocDegAcadem","Private",480
"5239","South","Metropolitan",41,"Female","Married",40,"SomeCollegeButNoDegree","Private",410
"5240","Midwest","Not Metropolitan",43,"Male","Married",39,"HighSchoolDiploma","Private",442.3
"5241","Northeast","Metropolitan",58,"Female","Married",40,"SomeCollegeButNoDegree","Private",752
"5242","Midwest","Metropolitan",32,"Male","Married",40,"SomeCollegeButNoDegree","Private",646
"5243","Midwest","Metropolitan",54,"Male","Married",39,"HighSchoolDiploma","Private",1335
