"","Region","MetropolitanStatus","Exper","Educ","Race","WeeklyEarnings"
"12599","Northeast","NotMetropolitanArea",6,12,"NotBlack",389.36
"12600","South","MetropolitanArea",12,16,"NotBlack",417.85
"12601","Northeast","MetropolitanArea",6,13,"Black",201.8
"12602","South","MetropolitanArea",28,12,"NotBlack",1068.38
"12603","Northeast","MetropolitanArea",38,11,"NotBlack",689.53
"12604","South","MetropolitanArea",4,12,"Black",232.67
"12605","West","MetropolitanArea",20,14,"NotBlack",830.96
"12606","Northeast","MetropolitanArea",26,18,"NotBlack",1543.21
"12607","Northeast","MetropolitanArea",30,12,"NotBlack",664.77
"12608","South","MetropolitanArea",17,18,"NotBlack",411.52
"12609","West","MetropolitanArea",30,13,"NotBlack",617.28
"12610","South","MetropolitanArea",24,6,"NotBlack",142.45
"12611","Midwest","MetropolitanArea",16,12,"NotBlack",676.64
"12612","West","MetropolitanArea",5,14,"NotBlack",493.83
"12613","South","MetropolitanArea",4,16,"NotBlack",654.32
"12614","Northeast","MetropolitanArea",9,16,"NotBlack",878.44
"12615","West","MetropolitanArea",14,12,"NotBlack",379.87
"12616","Northeast","MetropolitanArea",38,12,"NotBlack",474.83
"12617","Northeast","MetropolitanArea",2,12,"NotBlack",320.51
"12618","West","MetropolitanArea",20,18,"NotBlack",1187.08
"12619","West","NotMetropolitanArea",16,12,"NotBlack",462.96
"12620","Midwest","MetropolitanArea",7,12,"Black",370.37
"12621","Northeast","MetropolitanArea",11,12,"NotBlack",493.83
"12622","Northeast","NotMetropolitanArea",14,16,"NotBlack",332.38
"12623","South","MetropolitanArea",32,12,"NotBlack",522.32
"12624","West","NotMetropolitanArea",33,8,"NotBlack",82.3
"12625","South","MetropolitanArea",3,14,"NotBlack",458.15
"12626","Midwest","MetropolitanArea",12,18,"NotBlack",1661.92
"12627","Northeast","MetropolitanArea",41,6,"NotBlack",370.37
"12628","South","NotMetropolitanArea",26,12,"Black",356.13
"12629","South","MetropolitanArea",12,18,"NotBlack",427.35
"12630","West","NotMetropolitanArea",9,12,"NotBlack",166.38
"12631","South","NotMetropolitanArea",16,12,"Black",469.14
"12632","South","NotMetropolitanArea",46,3,"NotBlack",164.61
"12633","South","MetropolitanArea",6,13,"NotBlack",427.35
"12634","West","MetropolitanArea",12,16,"NotBlack",1756.89
"12635","Northeast","MetropolitanArea",5,12,"NotBlack",451.09
"12636","Midwest","NotMetropolitanArea",42,8,"NotBlack",474.83
"12637","West","MetropolitanArea",13,18,"NotBlack",878.44
"12638","Midwest","MetropolitanArea",20,12,"NotBlack",982.04
"12639","South","NotMetropolitanArea",12,12,"NotBlack",759.73
"12640","South","MetropolitanArea",31,12,"NotBlack",474.83
"12641","Midwest","MetropolitanArea",35,11,"NotBlack",522.32
"12642","South","MetropolitanArea",8,13,"NotBlack",624.41
"12643","Northeast","MetropolitanArea",16,12,"NotBlack",284.9
"12644","South","NotMetropolitanArea",8,12,"NotBlack",213.68
"12645","Midwest","MetropolitanArea",10,11,"NotBlack",451.09
"12646","Midwest","MetropolitanArea",21,12,"NotBlack",405.64
"12647","Midwest","MetropolitanArea",6,14,"NotBlack",830.96
"12648","South","MetropolitanArea",4,10,"NotBlack",94.97
"12649","South","MetropolitanArea",5,12,"NotBlack",379.87
"12650","Midwest","NotMetropolitanArea",10,12,"NotBlack",424.69
"12651","Northeast","MetropolitanArea",11,12,"NotBlack",617.28
"12652","Northeast","MetropolitanArea",25,14,"NotBlack",664.77
"12653","South","MetropolitanArea",36,12,"NotBlack",830.96
"12654","Northeast","MetropolitanArea",27,12,"NotBlack",830.96
"12655","South","NotMetropolitanArea",9,14,"NotBlack",830.96
"12656","Midwest","MetropolitanArea",28,16,"NotBlack",878.44
"12657","South","NotMetropolitanArea",4,14,"NotBlack",320.51
"12658","Midwest","MetropolitanArea",22,12,"Black",599.65
"12659","South","MetropolitanArea",32,10,"Black",607
"12660","Northeast","MetropolitanArea",10,14,"NotBlack",997.15
"12661","Midwest","MetropolitanArea",12,12,"NotBlack",548.7
"12662","Northeast","MetropolitanArea",24,12,"NotBlack",949.67
"12663","West","MetropolitanArea",16,12,"NotBlack",108.02
"12664","South","MetropolitanArea",4,14,"Black",427.35
"12665","Midwest","MetropolitanArea",50,8,"NotBlack",642.26
"12666","Northeast","MetropolitanArea",39,8,"NotBlack",434.16
"12667","Midwest","MetropolitanArea",8,16,"NotBlack",1329.53
"12668","South","MetropolitanArea",48,5,"NotBlack",237.42
"12669","Northeast","MetropolitanArea",38,10,"Black",403.61
"12670","Midwest","MetropolitanArea",12,14,"NotBlack",546.06
"12671","South","NotMetropolitanArea",14,16,"NotBlack",676.64
"12672","West","NotMetropolitanArea",9,12,"NotBlack",261.16
"12673","Northeast","MetropolitanArea",9,15,"NotBlack",389.36
"12674","South","NotMetropolitanArea",17,12,"NotBlack",308.64
"12675","Midwest","NotMetropolitanArea",23,18,"NotBlack",1377.02
"12676","Midwest","MetropolitanArea",7,12,"NotBlack",769.23
"12677","West","MetropolitanArea",8,15,"NotBlack",807.22
"12678","West","NotMetropolitanArea",14,12,"NotBlack",243.06
"12679","Midwest","MetropolitanArea",38,12,"NotBlack",123.46
"12680","Midwest","NotMetropolitanArea",1,11,"NotBlack",113.96
"12681","West","MetropolitanArea",42,15,"NotBlack",522.32
"12682","South","MetropolitanArea",30,12,"NotBlack",474.83
"12683","South","MetropolitanArea",17,13,"NotBlack",759.73
"12684","South","MetropolitanArea",28,13,"NotBlack",451.09
"12685","Midwest","MetropolitanArea",17,14,"NotBlack",543.21
"12686","West","MetropolitanArea",18,12,"NotBlack",664.77
"12687","South","NotMetropolitanArea",12,12,"NotBlack",617.28
"12688","Northeast","MetropolitanArea",22,16,"NotBlack",878.44
"12689","South","NotMetropolitanArea",4,12,"NotBlack",216.76
"12690","Midwest","MetropolitanArea",13,16,"NotBlack",709.88
"12691","West","NotMetropolitanArea",12,12,"NotBlack",246.68
"12692","South","NotMetropolitanArea",14,12,"NotBlack",332.38
"12693","Northeast","MetropolitanArea",13,12,"NotBlack",455.84
"12694","Midwest","NotMetropolitanArea",18,12,"NotBlack",332.38
"12695","West","NotMetropolitanArea",27,14,"NotBlack",702.75
"12696","Northeast","NotMetropolitanArea",3,17,"NotBlack",819.09
"12697","Midwest","NotMetropolitanArea",3,16,"NotBlack",543.21
"12698","West","NotMetropolitanArea",13,14,"NotBlack",518.52
"12699","Midwest","NotMetropolitanArea",26,11,"NotBlack",356.13
"12700","Northeast","MetropolitanArea",23,12,"NotBlack",403.7
"12701","Northeast","MetropolitanArea",3,12,"NotBlack",308.64
"12702","South","MetropolitanArea",32,14,"NotBlack",548.88
"12703","South","MetropolitanArea",18,12,"NotBlack",700.95
"12704","West","MetropolitanArea",5,16,"NotBlack",925.93
"12705","Midwest","MetropolitanArea",27,12,"NotBlack",695.54
"12706","South","NotMetropolitanArea",4,10,"NotBlack",268.28
"12707","Northeast","MetropolitanArea",15,16,"NotBlack",1495.73
"12708","West","MetropolitanArea",22,13,"NotBlack",641.03
"12709","Midwest","MetropolitanArea",28,14,"NotBlack",688.51
"12710","West","MetropolitanArea",45,12,"NotBlack",892.92
"12711","Midwest","MetropolitanArea",7,18,"NotBlack",830.96
"12712","Midwest","MetropolitanArea",31,12,"NotBlack",551.62
"12713","Northeast","MetropolitanArea",47,8,"NotBlack",643.92
"12714","South","MetropolitanArea",33,16,"NotBlack",859.45
"12715","South","MetropolitanArea",17,13,"NotBlack",777.54
"12716","South","MetropolitanArea",1,12,"NotBlack",226.34
"12717","Midwest","MetropolitanArea",36,12,"NotBlack",469.14
"12718","South","MetropolitanArea",33,0,"Black",237.42
"12719","Midwest","NotMetropolitanArea",32,18,"NotBlack",557.93
"12720","West","MetropolitanArea",16,11,"NotBlack",370.37
"12721","West","MetropolitanArea",7,15,"Black",427.35
"12722","West","MetropolitanArea",19,18,"NotBlack",2255.46
"12723","West","MetropolitanArea",14,16,"NotBlack",1268.45
"12724","Midwest","MetropolitanArea",42,14,"NotBlack",807.22
"12725","West","MetropolitanArea",16,12,"Black",641.03
"12726","Midwest","MetropolitanArea",24,12,"NotBlack",1065.55
"12727","Midwest","NotMetropolitanArea",37,9,"NotBlack",498.58
"12728","Midwest","NotMetropolitanArea",24,12,"NotBlack",451.09
"12729","Midwest","MetropolitanArea",43,12,"NotBlack",1020.89
"12730","Midwest","NotMetropolitanArea",26,12,"NotBlack",641.98
"12731","South","MetropolitanArea",17,16,"NotBlack",807.22
"12732","Midwest","MetropolitanArea",25,12,"Black",1092.12
"12733","South","NotMetropolitanArea",30,10,"Black",356.13
"12734","South","MetropolitanArea",4,11,"Black",474.83
"12735","Midwest","MetropolitanArea",10,18,"NotBlack",1851.85
"12736","Northeast","MetropolitanArea",8,16,"NotBlack",1073.12
"12737","Northeast","MetropolitanArea",41,12,"NotBlack",593.54
"12738","South","MetropolitanArea",24,16,"NotBlack",783.48
"12739","West","MetropolitanArea",40,14,"NotBlack",854.7
"12740","Midwest","MetropolitanArea",29,18,"NotBlack",854.7
"12741","South","MetropolitanArea",13,15,"NotBlack",237.42
"12742","West","MetropolitanArea",5,11,"NotBlack",142.45
"12743","South","MetropolitanArea",29,8,"NotBlack",284.9
"12744","Midwest","MetropolitanArea",14,14,"NotBlack",617.28
"12745","Midwest","MetropolitanArea",23,8,"NotBlack",226.97
"12746","Midwest","MetropolitanArea",4,13,"NotBlack",427.35
"12747","Midwest","NotMetropolitanArea",19,13,"NotBlack",531.17
"12748","Midwest","MetropolitanArea",27,12,"NotBlack",593.54
"12749","South","MetropolitanArea",9,12,"NotBlack",421.56
"12750","Midwest","MetropolitanArea",34,16,"NotBlack",997.15
"12751","South","MetropolitanArea",3,12,"NotBlack",268.28
"12752","South","MetropolitanArea",34,13,"NotBlack",659.02
"12753","West","NotMetropolitanArea",32,13,"NotBlack",676.08
"12754","West","MetropolitanArea",18,14,"NotBlack",854.7
"12755","Northeast","NotMetropolitanArea",10,12,"NotBlack",213.68
"12756","West","MetropolitanArea",18,12,"NotBlack",949.67
"12757","Northeast","MetropolitanArea",31,12,"NotBlack",997.15
"12758","South","MetropolitanArea",35,12,"NotBlack",854.7
"12759","Midwest","NotMetropolitanArea",3,12,"NotBlack",59.35
"12760","West","MetropolitanArea",19,12,"NotBlack",474.83
"12761","South","NotMetropolitanArea",12,12,"NotBlack",392.82
"12762","Midwest","MetropolitanArea",12,12,"NotBlack",617.28
"12763","West","MetropolitanArea",13,18,"NotBlack",785.63
"12764","South","MetropolitanArea",46,14,"NotBlack",356.13
"12765","Midwest","MetropolitanArea",18,17,"NotBlack",593.54
"12766","South","MetropolitanArea",1,17,"NotBlack",1187.08
"12767","Northeast","MetropolitanArea",28,11,"NotBlack",949.67
"12768","West","NotMetropolitanArea",24,12,"NotBlack",273.03
"12769","South","NotMetropolitanArea",4,12,"NotBlack",223.17
"12770","South","MetropolitanArea",26,11,"Black",688.51
"12771","South","MetropolitanArea",2,14,"NotBlack",356.13
"12772","South","MetropolitanArea",4,12,"Black",261.16
"12773","Northeast","MetropolitanArea",10,12,"NotBlack",712.25
"12774","West","MetropolitanArea",14,16,"NotBlack",997.15
"12775","West","MetropolitanArea",18,12,"NotBlack",1115.86
"12776","Northeast","MetropolitanArea",13,16,"NotBlack",807.22
"12777","Midwest","MetropolitanArea",26,9,"NotBlack",352.73
"12778","West","MetropolitanArea",11,4,"NotBlack",213.68
"12779","West","NotMetropolitanArea",16,14,"NotBlack",735.99
"12780","Northeast","MetropolitanArea",18,13,"NotBlack",1187.08
"12781","Midwest","MetropolitanArea",30,14,"NotBlack",664.77
"12782","South","MetropolitanArea",45,6,"NotBlack",379.87
"12783","Northeast","MetropolitanArea",14,14,"NotBlack",260.61
"12784","South","NotMetropolitanArea",2,15,"Black",274.17
"12785","Midwest","MetropolitanArea",30,14,"NotBlack",1305.79
"12786","South","MetropolitanArea",12,17,"NotBlack",813.69
"12787","West","MetropolitanArea",16,9,"NotBlack",567.43
"12788","West","NotMetropolitanArea",42,16,"NotBlack",2160.49
"12789","West","MetropolitanArea",20,16,"NotBlack",759.73
"12790","West","MetropolitanArea",17,14,"NotBlack",406.11
"12791","Midwest","MetropolitanArea",12,11,"NotBlack",1068.38
"12792","South","NotMetropolitanArea",17,12,"NotBlack",543.21
"12793","West","MetropolitanArea",21,16,"Black",1543.21
"12794","Midwest","NotMetropolitanArea",7,14,"NotBlack",284.9
"12795","Midwest","MetropolitanArea",25,12,"NotBlack",529.44
"12796","South","MetropolitanArea",15,16,"NotBlack",617.28
"12797","West","MetropolitanArea",27,16,"NotBlack",1068.38
"12798","Midwest","NotMetropolitanArea",45,12,"NotBlack",436.54
"12799","South","MetropolitanArea",22,11,"Black",189.93
"12800","South","NotMetropolitanArea",34,9,"NotBlack",617.28
"12801","West","MetropolitanArea",35,12,"NotBlack",944.92
"12802","Midwest","MetropolitanArea",3,12,"NotBlack",275.4
"12803","South","MetropolitanArea",5,18,"NotBlack",949.67
"12804","West","MetropolitanArea",15,10,"NotBlack",797.33
"12805","South","NotMetropolitanArea",41,16,"NotBlack",691.36
"12806","Northeast","MetropolitanArea",28,17,"NotBlack",949.67
"12807","Midwest","MetropolitanArea",15,16,"NotBlack",546.06
"12808","South","MetropolitanArea",24,12,"NotBlack",759.73
"12809","Northeast","MetropolitanArea",29,14,"NotBlack",807.22
"12810","West","NotMetropolitanArea",18,4,"NotBlack",148.15
"12811","Northeast","MetropolitanArea",13,12,"NotBlack",437.7
"12812","West","MetropolitanArea",13,16,"NotBlack",902.18
"12813","Midwest","NotMetropolitanArea",42,8,"NotBlack",498.58
"12814","Northeast","MetropolitanArea",6,12,"NotBlack",368
"12815","Northeast","MetropolitanArea",8,14,"NotBlack",104.46
"12816","West","MetropolitanArea",50,12,"NotBlack",593.54
"12817","Northeast","NotMetropolitanArea",17,18,"NotBlack",771.6
"12818","West","MetropolitanArea",27,2,"NotBlack",498.58
"12819","Northeast","MetropolitanArea",23,18,"NotBlack",1068.38
"12820","Midwest","MetropolitanArea",16,15,"NotBlack",664.77
"12821","Midwest","MetropolitanArea",23,16,"NotBlack",593.54
"12822","West","MetropolitanArea",25,14,"NotBlack",811.97
"12823","Northeast","MetropolitanArea",25,18,"NotBlack",1424.5
"12824","Northeast","MetropolitanArea",29,12,"NotBlack",314.58
"12825","West","MetropolitanArea",12,12,"NotBlack",427.35
"12826","Midwest","MetropolitanArea",12,12,"Black",237.42
"12827","South","MetropolitanArea",25,17,"NotBlack",1187.08
"12828","South","NotMetropolitanArea",9,9,"NotBlack",234.57
"12829","Northeast","MetropolitanArea",8,12,"Black",308.64
"12830","West","NotMetropolitanArea",44,10,"NotBlack",2962.96
"12831","South","NotMetropolitanArea",8,12,"NotBlack",457.19
"12832","South","MetropolitanArea",6,18,"NotBlack",498.58
"12833","Midwest","NotMetropolitanArea",5,12,"NotBlack",370.37
"12834","Midwest","MetropolitanArea",0,14,"NotBlack",154.32
"12835","South","NotMetropolitanArea",22,14,"NotBlack",765.67
"12836","Northeast","MetropolitanArea",48,16,"NotBlack",925.93
"12837","South","MetropolitanArea",38,17,"NotBlack",688.51
"12838","Midwest","MetropolitanArea",2,18,"NotBlack",1059.09
"12839","South","MetropolitanArea",21,18,"NotBlack",890.31
"12840","South","MetropolitanArea",28,18,"NotBlack",830.96
"12841","South","NotMetropolitanArea",11,9,"Black",308.64
"12842","South","MetropolitanArea",34,15,"NotBlack",61.73
"12843","South","MetropolitanArea",21,12,"NotBlack",735.99
"12844","Northeast","MetropolitanArea",29,13,"NotBlack",1317.28
"12845","Midwest","MetropolitanArea",26,14,"NotBlack",439.22
"12846","Northeast","MetropolitanArea",10,12,"NotBlack",427.35
"12847","South","MetropolitanArea",17,12,"NotBlack",415.48
"12848","South","MetropolitanArea",30,12,"NotBlack",474.83
"12849","South","MetropolitanArea",48,6,"NotBlack",670.19
"12850","Northeast","MetropolitanArea",20,14,"NotBlack",546.06
"12851","West","NotMetropolitanArea",16,10,"NotBlack",483.02
"12852","South","MetropolitanArea",13,12,"Black",191.36
"12853","Midwest","MetropolitanArea",23,12,"Black",284.9
"12854","South","MetropolitanArea",15,13,"NotBlack",688.51
"12855","West","MetropolitanArea",14,9,"NotBlack",213.68
"12856","Northeast","MetropolitanArea",6,16,"NotBlack",669.52
"12857","West","MetropolitanArea",5,12,"NotBlack",237.42
"12858","Midwest","MetropolitanArea",15,12,"Black",735.99
"12859","West","MetropolitanArea",20,18,"NotBlack",1234.57
"12860","South","MetropolitanArea",20,12,"Black",664.77
"12861","Midwest","MetropolitanArea",4,12,"NotBlack",284.9
"12862","Northeast","MetropolitanArea",20,11,"Black",507.86
"12863","South","MetropolitanArea",27,16,"NotBlack",1092.12
"12864","South","NotMetropolitanArea",15,14,"Black",166.19
"12865","West","NotMetropolitanArea",15,12,"NotBlack",165.43
"12866","Northeast","MetropolitanArea",24,14,"Black",474.83
"12867","Midwest","MetropolitanArea",14,11,"NotBlack",795.35
"12868","South","MetropolitanArea",40,13,"NotBlack",617.28
"12869","South","NotMetropolitanArea",19,9,"Black",239.09
"12870","Northeast","MetropolitanArea",11,12,"NotBlack",593.54
"12871","Midwest","MetropolitanArea",5,12,"NotBlack",593.54
"12872","West","MetropolitanArea",13,12,"NotBlack",451.09
"12873","Northeast","MetropolitanArea",44,18,"NotBlack",712.25
"12874","Northeast","MetropolitanArea",38,12,"NotBlack",759.73
"12875","West","NotMetropolitanArea",15,12,"NotBlack",581.67
"12876","West","MetropolitanArea",39,8,"NotBlack",474.83
"12877","Midwest","MetropolitanArea",37,12,"NotBlack",854.7
"12878","Northeast","MetropolitanArea",4,16,"NotBlack",242.17
"12879","Midwest","MetropolitanArea",9,18,"NotBlack",1237.25
"12880","Northeast","MetropolitanArea",20,14,"NotBlack",522.32
"12881","West","MetropolitanArea",3,12,"NotBlack",474.83
"12882","Midwest","MetropolitanArea",7,18,"NotBlack",944.92
"12883","South","NotMetropolitanArea",23,14,"NotBlack",498.58
"12884","Midwest","MetropolitanArea",28,12,"NotBlack",890.31
"12885","West","NotMetropolitanArea",5,16,"NotBlack",712.25
"12886","South","MetropolitanArea",15,12,"NotBlack",599.06
"12887","Northeast","MetropolitanArea",18,13,"NotBlack",641.03
"12888","South","MetropolitanArea",30,17,"NotBlack",1258.31
"12889","Midwest","MetropolitanArea",5,16,"NotBlack",641.03
"12890","South","MetropolitanArea",1,16,"NotBlack",481.48
"12891","South","NotMetropolitanArea",3,12,"NotBlack",213.68
"12892","Northeast","NotMetropolitanArea",15,16,"NotBlack",427.35
"12893","Northeast","NotMetropolitanArea",22,12,"NotBlack",427.35
"12894","West","NotMetropolitanArea",20,14,"NotBlack",569.8
"12895","West","NotMetropolitanArea",13,17,"NotBlack",819.09
"12896","West","NotMetropolitanArea",31,8,"NotBlack",455.84
"12897","Northeast","MetropolitanArea",18,14,"NotBlack",1643.83
"12898","South","MetropolitanArea",33,9,"NotBlack",790.12
"12899","Midwest","NotMetropolitanArea",8,13,"NotBlack",390.12
"12900","South","MetropolitanArea",22,12,"NotBlack",712.25
"12901","Northeast","NotMetropolitanArea",26,12,"NotBlack",209.88
"12902","South","MetropolitanArea",22,0,"NotBlack",221.75
"12903","Midwest","MetropolitanArea",8,12,"NotBlack",284.9
"12904","Northeast","MetropolitanArea",16,12,"NotBlack",427.35
"12905","South","MetropolitanArea",1,13,"NotBlack",71.23
"12906","Northeast","MetropolitanArea",6,18,"NotBlack",1400.76
"12907","Midwest","MetropolitanArea",12,16,"NotBlack",379.87
"12908","South","MetropolitanArea",3,13,"Black",510.45
"12909","West","MetropolitanArea",16,15,"NotBlack",522.32
"12910","Northeast","MetropolitanArea",2,11,"NotBlack",275.81
"12911","West","MetropolitanArea",21,16,"NotBlack",1519.47
"12912","South","MetropolitanArea",12,14,"NotBlack",712.25
"12913","West","NotMetropolitanArea",29,12,"NotBlack",529.1
"12914","Northeast","MetropolitanArea",14,12,"NotBlack",830.96
"12915","Northeast","MetropolitanArea",21,13,"NotBlack",807.22
"12916","South","MetropolitanArea",51,12,"NotBlack",170.94
"12917","Midwest","MetropolitanArea",45,10,"NotBlack",257.89
"12918","South","NotMetropolitanArea",38,8,"NotBlack",617.28
"12919","Midwest","MetropolitanArea",6,12,"NotBlack",433.86
"12920","South","NotMetropolitanArea",8,15,"NotBlack",427.35
"12921","Midwest","MetropolitanArea",9,14,"NotBlack",557.93
"12922","Northeast","MetropolitanArea",11,12,"NotBlack",284.9
"12923","West","MetropolitanArea",21,8,"NotBlack",474.83
"12924","Midwest","NotMetropolitanArea",3,12,"NotBlack",348.9
"12925","Midwest","MetropolitanArea",2,13,"NotBlack",171.36
"12926","West","NotMetropolitanArea",24,16,"NotBlack",569.8
"12927","Northeast","MetropolitanArea",4,12,"NotBlack",462.96
"12928","Northeast","MetropolitanArea",0,14,"NotBlack",293.21
"12929","West","NotMetropolitanArea",34,13,"NotBlack",591.56
"12930","South","MetropolitanArea",15,9,"NotBlack",332.38
"12931","West","MetropolitanArea",8,12,"NotBlack",493.83
"12932","South","MetropolitanArea",35,11,"NotBlack",474.83
"12933","South","NotMetropolitanArea",29,12,"NotBlack",562.31
"12934","South","MetropolitanArea",1,16,"NotBlack",288.07
"12935","Midwest","MetropolitanArea",17,14,"NotBlack",1424.5
"12936","Northeast","MetropolitanArea",8,11,"NotBlack",683.76
"12937","West","NotMetropolitanArea",22,12,"NotBlack",612.54
"12938","South","MetropolitanArea",0,17,"NotBlack",136.16
"12939","Northeast","MetropolitanArea",4,17,"NotBlack",296.77
"12940","South","MetropolitanArea",13,16,"NotBlack",356.13
"12941","West","NotMetropolitanArea",4,13,"NotBlack",353.75
"12942","Midwest","MetropolitanArea",4,12,"NotBlack",266.67
"12943","Northeast","MetropolitanArea",15,12,"NotBlack",308.64
"12944","South","MetropolitanArea",1,12,"NotBlack",374.5
"12945","West","MetropolitanArea",50,6,"NotBlack",593.54
"12946","South","NotMetropolitanArea",48,7,"Black",249.29
"12947","West","MetropolitanArea",35,6,"NotBlack",593.54
"12948","Midwest","MetropolitanArea",33,12,"NotBlack",783.48
"12949","Northeast","MetropolitanArea",20,18,"NotBlack",1187.08
"12950","South","NotMetropolitanArea",30,12,"NotBlack",712.25
"12951","Northeast","MetropolitanArea",10,16,"NotBlack",1780.63
"12952","Midwest","NotMetropolitanArea",14,14,"NotBlack",641.03
"12953","Midwest","MetropolitanArea",13,14,"NotBlack",668.04
"12954","Midwest","MetropolitanArea",22,12,"NotBlack",366.51
"12955","Midwest","MetropolitanArea",46,12,"NotBlack",859.41
"12956","West","MetropolitanArea",5,16,"NotBlack",262.67
"12957","West","MetropolitanArea",6,16,"NotBlack",314.69
"12958","Midwest","NotMetropolitanArea",13,12,"NotBlack",593.54
"12959","South","NotMetropolitanArea",11,11,"Black",451.09
"12960","South","NotMetropolitanArea",44,10,"Black",237.42
"12961","South","MetropolitanArea",21,18,"NotBlack",2374.15
"12962","Northeast","MetropolitanArea",7,12,"NotBlack",94.97
"12963","Midwest","NotMetropolitanArea",13,12,"NotBlack",392.59
"12964","Northeast","MetropolitanArea",12,12,"NotBlack",332.38
"12965","South","NotMetropolitanArea",11,12,"NotBlack",288.94
"12966","Midwest","NotMetropolitanArea",41,8,"NotBlack",533.55
"12967","South","MetropolitanArea",16,12,"NotBlack",451.09
"12968","West","MetropolitanArea",17,18,"NotBlack",403.61
"12969","Midwest","MetropolitanArea",14,18,"NotBlack",332.38
"12970","South","NotMetropolitanArea",6,9,"NotBlack",384.62
"12971","Midwest","NotMetropolitanArea",8,15,"NotBlack",83.33
"12972","Northeast","MetropolitanArea",13,15,"NotBlack",890.31
"12973","Northeast","MetropolitanArea",14,12,"NotBlack",548.65
"12974","Midwest","MetropolitanArea",34,12,"NotBlack",840.56
"12975","Midwest","MetropolitanArea",13,11,"NotBlack",546.06
"12976","Northeast","MetropolitanArea",37,12,"NotBlack",614.04
"12977","Midwest","MetropolitanArea",25,14,"NotBlack",738.17
"12978","West","NotMetropolitanArea",50,12,"NotBlack",284.9
"12979","Midwest","MetropolitanArea",39,12,"NotBlack",731.84
"12980","Midwest","MetropolitanArea",15,12,"NotBlack",783.48
"12981","Northeast","MetropolitanArea",35,14,"NotBlack",1305.79
"12982","Northeast","MetropolitanArea",13,12,"NotBlack",1044.63
"12983","Midwest","MetropolitanArea",36,9,"NotBlack",209.9
"12984","South","MetropolitanArea",13,12,"NotBlack",815.12
"12985","West","NotMetropolitanArea",32,13,"NotBlack",498.58
"12986","West","MetropolitanArea",22,16,"NotBlack",1541.41
"12987","West","MetropolitanArea",3,12,"Black",243.11
"12988","South","MetropolitanArea",41,12,"NotBlack",142.45
"12989","South","NotMetropolitanArea",24,12,"NotBlack",318.89
"12990","South","NotMetropolitanArea",3,13,"NotBlack",396.83
"12991","South","NotMetropolitanArea",38,12,"NotBlack",370.85
"12992","Northeast","MetropolitanArea",9,12,"NotBlack",308.64
"12993","Northeast","MetropolitanArea",13,11,"NotBlack",403.61
"12994","South","MetropolitanArea",3,16,"NotBlack",379.87
"12995","South","MetropolitanArea",10,9,"NotBlack",798.35
"12996","South","NotMetropolitanArea",33,18,"NotBlack",1358.02
"12997","Northeast","MetropolitanArea",13,16,"NotBlack",712.25
"12998","Northeast","MetropolitanArea",10,16,"NotBlack",783.48
"12999","Northeast","MetropolitanArea",7,12,"NotBlack",522.32
"13000","Northeast","MetropolitanArea",17,12,"NotBlack",629.39
"13001","Northeast","NotMetropolitanArea",15,18,"NotBlack",641.03
"13002","Midwest","NotMetropolitanArea",21,12,"NotBlack",759.73
"13003","South","NotMetropolitanArea",27,12,"NotBlack",451.09
"13004","South","MetropolitanArea",37,12,"NotBlack",356.13
"13005","Northeast","MetropolitanArea",15,12,"NotBlack",735.99
"13006","Northeast","NotMetropolitanArea",15,12,"NotBlack",476.54
"13007","Midwest","MetropolitanArea",11,18,"NotBlack",1187.08
"13008","Midwest","MetropolitanArea",22,12,"NotBlack",508.71
"13009","Midwest","NotMetropolitanArea",41,12,"NotBlack",629.15
"13010","Northeast","MetropolitanArea",36,8,"NotBlack",735.99
"13011","Northeast","MetropolitanArea",8,18,"NotBlack",2374.15
"13012","Midwest","NotMetropolitanArea",35,12,"NotBlack",225.55
"13013","Midwest","NotMetropolitanArea",1,12,"NotBlack",197.53
"13014","Midwest","MetropolitanArea",23,12,"NotBlack",388.01
"13015","Midwest","NotMetropolitanArea",40,12,"NotBlack",170.03
"13016","West","NotMetropolitanArea",34,12,"NotBlack",1697.53
"13017","South","NotMetropolitanArea",9,16,"Black",321.5
"13018","South","MetropolitanArea",28,18,"Black",593.54
"13019","Northeast","MetropolitanArea",4,16,"NotBlack",593.54
"13020","West","MetropolitanArea",29,12,"NotBlack",569.8
"13021","West","NotMetropolitanArea",28,16,"NotBlack",474.83
"13022","South","MetropolitanArea",12,17,"Black",356.13
"13023","Midwest","MetropolitanArea",2,12,"NotBlack",185.19
"13024","Midwest","MetropolitanArea",33,15,"NotBlack",2374.15
"13025","South","MetropolitanArea",41,9,"NotBlack",593.54
"13026","West","MetropolitanArea",13,13,"NotBlack",237.23
"13027","West","NotMetropolitanArea",37,14,"NotBlack",810.89
"13028","Northeast","MetropolitanArea",9,16,"NotBlack",949.67
"13029","Midwest","NotMetropolitanArea",8,12,"NotBlack",262.23
"13030","West","NotMetropolitanArea",5,11,"NotBlack",115.56
"13031","South","MetropolitanArea",5,18,"Black",546.06
"13032","South","MetropolitanArea",32,12,"Black",555.56
"13033","Midwest","NotMetropolitanArea",20,12,"NotBlack",643.78
"13034","Midwest","MetropolitanArea",18,12,"NotBlack",536.56
"13035","Midwest","NotMetropolitanArea",12,12,"NotBlack",416.22
"13036","South","MetropolitanArea",17,14,"NotBlack",451.09
