"","Region","MetropolitanStatus","Age","EducationCategory","EducationCode","Race","WeeklyEarnings"
"2766","Midwest","Metropolitan",59,"HighSchoolDiploma",39,"White",1414
"2767","Midwest","Metropolitan",52,"AssocDegAcadem",42,"Black",692.3
"2768","South","Not Metropolitan",48,"HighSchoolDiploma",39,"Black",400
"2769","West","Metropolitan",48,"SomeCollegeButNoDegree",40,"Black",700
"2770","Midwest","Metropolitan",41,"AssocDegAcadem",42,"White",2884
"2771","South","Metropolitan",37,"AssocDegOccupVocat",41,"White",1346.15
"2772","Midwest","Metropolitan",50,"MastersDegree",44,"White",2403.84
"2773","Midwest","Metropolitan",46,"BachelorsDegree",43,"Black",826.92
"2774","Midwest","Metropolitan",49,"ProfSchoolDegree",45,"White",2019.23
"2775","South","Metropolitan",22,"SomeCollegeButNoDegree",40,"White",519.23
"2776","West","Metropolitan",45,"SomeCollegeButNoDegree",40,"White",840
"2777","South","Metropolitan",43,"DoctorateDegree",46,"White",2019.23
"2778","Midwest","Not Metropolitan",43,"HighSchoolDiploma",39,"White",600
"2779","West","Metropolitan",30,"HighSchoolDiploma",39,"White",400
"2780","South","Metropolitan",48,"HighSchoolDiploma",39,"White",600
"2781","Midwest","Not Metropolitan",49,"MastersDegree",44,"White",2884.61
"2782","South","Metropolitan",38,"MastersDegree",44,"White",692
"2783","Northeast","Metropolitan",23,"SomeCollegeButNoDegree",40,"White",400
"2784","Midwest","Metropolitan",25,"MastersDegree",44,"White",538.46
"2785","Midwest","Metropolitan",51,"HighSchoolDiploma",39,"White",1277.5
"2786","Northeast","Metropolitan",62,"AssocDegAcadem",42,"White",1115.38
"2787","Midwest","Metropolitan",40,"BachelorsDegree",43,"White",1153.84
"2788","South","Metropolitan",48,"HighSchoolDiploma",39,"White",544.23
"2789","South","Metropolitan",45,"MastersDegree",44,"White",1057.69
"2790","Midwest","Not Metropolitan",42,"SomeCollegeButNoDegree",40,"White",80
"2791","Northeast","Metropolitan",29,"HighSchoolDiploma",39,"White",548.46
"2792","Northeast","Metropolitan",34,"DoctorateDegree",46,"White",1846.15
"2793","South","Not Metropolitan",61,"DoctorateDegree",46,"White",1050
"2794","Midwest","Metropolitan",40,"SomeCollegeButNoDegree",40,"White",839
"2795","West","Not Metropolitan",45,"BachelorsDegree",43,"White",1964.28
"2796","South","Metropolitan",46,"MastersDegree",44,"Black",1344
"2797","South","Metropolitan",44,"BachelorsDegree",43,"White",833.2
"2798","Northeast","Metropolitan",52,"HighSchoolDiploma",39,"White",520
"2799","Midwest","Metropolitan",29,"BachelorsDegree",43,"Black",653
"2800","Midwest","Metropolitan",51,"HighSchoolDiploma",39,"White",840
"2801","Northeast","Metropolitan",44,"SomeCollegeButNoDegree",40,"White",711
"2802","Northeast","Metropolitan",22,"HighSchoolDiploma",39,"White",390
"2803","West","Metropolitan",57,"SomeCollegeButNoDegree",40,"White",2884.61
"2804","South","Metropolitan",59,"BachelorsDegree",43,"White",2076.92
"2805","Midwest","Not Metropolitan",34,"SomeCollegeButNoDegree",40,"White",923.07
"2806","South","Metropolitan",62,"HighSchoolDiploma",39,"Black",1788.46
"2807","Midwest","Metropolitan",38,"SomeCollegeButNoDegree",40,"White",1700
"2808","Northeast","Metropolitan",54,"BachelorsDegree",43,"White",2815.38
"2809","South","Metropolitan",38,"HighSchoolDiploma",39,"White",640
"2810","Northeast","Metropolitan",53,"BachelorsDegree",43,"White",2557.69
"2811","Midwest","Not Metropolitan",46,"EleventhGrade",37,"White",1134.61
"2812","West","Metropolitan",31,"ProfSchoolDegree",45,"White",957.69
"2813","West","Metropolitan",55,"FifthorSixthGrade",33,"White",560
"2814","South","Metropolitan",41,"ProfSchoolDegree",45,"White",2884.61
"2815","Northeast","Metropolitan",59,"HighSchoolDiploma",39,"White",1057.69
"2816","Midwest","Metropolitan",49,"HighSchoolDiploma",39,"White",1250
"2817","South","Metropolitan",48,"AssocDegAcadem",42,"White",1173.07
"2818","South","Not Metropolitan",27,"HighSchoolDiploma",39,"White",340
"2819","Northeast","Metropolitan",21,"HighSchoolDiploma",39,"White",576.92
"2820","South","Not Metropolitan",35,"HighSchoolDiploma",39,"Black",580
"2821","Midwest","Not Metropolitan",32,"HighSchoolDiploma",39,"White",640
"2822","Midwest","Metropolitan",55,"BachelorsDegree",43,"White",865
"2823","South","Not Metropolitan",61,"MastersDegree",44,"White",1153.84
"2824","South","Not Metropolitan",43,"FirstSecondThirdOrFourthGrade",32,"White",700
"2825","Northeast","Metropolitan",57,"BachelorsDegree",43,"White",1731
"2826","South","Metropolitan",45,"BachelorsDegree",43,"White",807.69
"2827","Northeast","Metropolitan",65,"MastersDegree",44,"White",350
"2828","Midwest","Metropolitan",53,"BachelorsDegree",43,"White",2884.61
"2829","Midwest","Not Metropolitan",44,"SomeCollegeButNoDegree",40,"White",1000
"2830","Northeast","Not Metropolitan",64,"HighSchoolDiploma",39,"White",865.38
"2831","West","Metropolitan",34,"MastersDegree",44,"White",738.46
"2832","Midwest","Not Metropolitan",54,"AssocDegOccupVocat",41,"White",680
"2833","West","Metropolitan",38,"BachelorsDegree",43,"White",1346
"2834","South","Metropolitan",52,"AssocDegOccupVocat",41,"White",1538.46
"2835","South","Not Metropolitan",49,"HighSchoolDiploma",39,"White",346
"2836","Northeast","Metropolitan",43,"MastersDegree",44,"White",2057.69
"2837","Midwest","Metropolitan",55,"MastersDegree",44,"White",1107.69
"2838","West","Metropolitan",29,"HighSchoolDiploma",39,"White",570
"2839","Northeast","Not Metropolitan",47,"AssocDegOccupVocat",41,"White",500
"2840","Midwest","Metropolitan",47,"AssocDegOccupVocat",41,"White",780
"2841","Northeast","Metropolitan",85,"BachelorsDegree",43,"White",472
"2842","Midwest","Not Metropolitan",37,"DoctorateDegree",46,"White",2115.38
"2843","West","Not Metropolitan",31,"SomeCollegeButNoDegree",40,"White",1080
"2844","Northeast","Metropolitan",47,"MastersDegree",44,"White",2100
"2845","South","Metropolitan",55,"FirstSecondThirdOrFourthGrade",32,"White",701.2
"2846","South","Metropolitan",26,"BachelorsDegree",43,"White",1250
"2847","South","Metropolitan",30,"NinthGrade",35,"White",340
"2848","Northeast","Metropolitan",21,"SomeCollegeButNoDegree",40,"White",500
"2849","West","Metropolitan",36,"SomeCollegeButNoDegree",40,"White",1000
"2850","Midwest","Metropolitan",59,"BachelorsDegree",43,"White",2884.61
"2851","West","Metropolitan",50,"BachelorsDegree",43,"White",1500
"2852","Midwest","Metropolitan",42,"HighSchoolDiploma",39,"White",1346.15
"2853","Midwest","Metropolitan",35,"BachelorsDegree",43,"White",1730.76
"2854","South","Metropolitan",39,"HighSchoolDiploma",39,"White",840
"2855","South","Not Metropolitan",45,"HighSchoolDiploma",39,"White",398
"2856","West","Metropolitan",50,"BachelorsDegree",43,"White",1423.07
"2857","West","Metropolitan",26,"TwelthButNoDiploma",38,"White",400
"2858","West","Metropolitan",21,"BachelorsDegree",43,"White",1000
"2859","Northeast","Not Metropolitan",21,"SomeCollegeButNoDegree",40,"White",248.84
"2860","Midwest","Metropolitan",37,"HighSchoolDiploma",39,"White",601.75
"2861","Midwest","Metropolitan",55,"DoctorateDegree",46,"White",1061.53
"2862","South","Metropolitan",64,"HighSchoolDiploma",39,"White",809
"2863","South","Metropolitan",53,"BachelorsDegree",43,"White",769.23
"2864","Midwest","Not Metropolitan",49,"AssocDegAcadem",42,"White",865.38
"2865","Midwest","Metropolitan",67,"AssocDegOccupVocat",41,"White",1165
"2866","Northeast","Metropolitan",51,"HighSchoolDiploma",39,"White",400
"2867","West","Metropolitan",36,"HighSchoolDiploma",39,"White",480
"2868","West","Metropolitan",34,"BachelorsDegree",43,"White",1520
"2869","West","Not Metropolitan",48,"FirstSecondThirdOrFourthGrade",32,"White",440
"2870","West","Metropolitan",25,"AssocDegAcadem",42,"White",1307
"2871","West","Not Metropolitan",67,"BachelorsDegree",43,"White",1153.84
"2872","South","Metropolitan",57,"MastersDegree",44,"White",1019.23
"2873","South","Metropolitan",62,"AssocDegAcadem",42,"White",500
"2874","South","Metropolitan",42,"BachelorsDegree",43,"White",1153.84
"2875","South","Not Metropolitan",44,"BachelorsDegree",43,"White",1538
"2876","South","Metropolitan",57,"FirstSecondThirdOrFourthGrade",32,"White",933
"2877","South","Not Metropolitan",29,"BachelorsDegree",43,"White",900
"2878","South","Metropolitan",36,"AssocDegOccupVocat",41,"White",1200
"2879","Midwest","Metropolitan",58,"HighSchoolDiploma",39,"White",384.61
"2880","Northeast","Metropolitan",47,"HighSchoolDiploma",39,"White",960
"2881","South","Metropolitan",48,"HighSchoolDiploma",39,"White",1153.84
"2882","South","Not Metropolitan",36,"HighSchoolDiploma",39,"White",392.3
"2883","Northeast","Metropolitan",23,"SomeCollegeButNoDegree",40,"White",500
"2884","Northeast","Metropolitan",50,"HighSchoolDiploma",39,"White",1850
"2885","Midwest","Not Metropolitan",45,"HighSchoolDiploma",39,"White",1500
"2886","South","Metropolitan",64,"SomeCollegeButNoDegree",40,"White",1200
"2887","West","Not Metropolitan",46,"HighSchoolDiploma",39,"White",2076.92
"2888","Midwest","Metropolitan",54,"AssocDegOccupVocat",41,"White",1980
"2889","Northeast","Metropolitan",61,"BachelorsDegree",43,"White",961
"2890","South","Metropolitan",34,"BachelorsDegree",43,"White",1153.84
"2891","West","Metropolitan",19,"SomeCollegeButNoDegree",40,"White",332
"2892","Northeast","Metropolitan",57,"MastersDegree",44,"White",1500
"2893","West","Metropolitan",41,"SomeCollegeButNoDegree",40,"White",903.84
"2894","South","Not Metropolitan",38,"TwelthButNoDiploma",38,"White",800
"2895","South","Metropolitan",41,"HighSchoolDiploma",39,"White",580
"2896","Midwest","Metropolitan",47,"HighSchoolDiploma",39,"White",1115.38
"2897","Midwest","Not Metropolitan",29,"EleventhGrade",37,"White",575
"2898","Midwest","Metropolitan",85,"MastersDegree",44,"Black",2884.61
"2899","Northeast","Metropolitan",47,"HighSchoolDiploma",39,"Black",307
"2900","South","Metropolitan",54,"HighSchoolDiploma",39,"Black",400
"2901","Midwest","Metropolitan",28,"HighSchoolDiploma",39,"White",615
"2902","Midwest","Metropolitan",43,"ProfSchoolDegree",45,"White",2653.84
"2903","South","Metropolitan",22,"HighSchoolDiploma",39,"White",320
"2904","South","Metropolitan",23,"SomeCollegeButNoDegree",40,"White",769.23
"2905","South","Not Metropolitan",29,"HighSchoolDiploma",39,"White",360
"2906","Midwest","Metropolitan",35,"BachelorsDegree",43,"White",750
"2907","West","Metropolitan",74,"MastersDegree",44,"White",1153.84
"2908","Midwest","Metropolitan",52,"BachelorsDegree",43,"White",1000
"2909","South","Metropolitan",24,"HighSchoolDiploma",39,"White",404
"2910","Midwest","Metropolitan",49,"BachelorsDegree",43,"White",1442
"2911","Midwest","Metropolitan",49,"HighSchoolDiploma",39,"White",1019.23
"2912","Northeast","Not Metropolitan",23,"HighSchoolDiploma",39,"White",530
"2913","South","Metropolitan",21,"HighSchoolDiploma",39,"White",400
"2914","South","Metropolitan",62,"SomeCollegeButNoDegree",40,"White",892.5
"2915","Midwest","Metropolitan",38,"AssocDegOccupVocat",41,"White",1127.5
"2916","West","Metropolitan",61,"SomeCollegeButNoDegree",40,"White",768
"2917","West","Metropolitan",34,"ProfSchoolDegree",45,"White",1250
"2918","South","Metropolitan",49,"MastersDegree",44,"White",2884.61
"2919","South","Metropolitan",29,"HighSchoolDiploma",39,"White",975
"2920","Northeast","Metropolitan",23,"BachelorsDegree",43,"White",673
"2921","South","Metropolitan",52,"HighSchoolDiploma",39,"White",650
"2922","Northeast","Metropolitan",46,"AssocDegAcadem",42,"White",1650
"2923","West","Not Metropolitan",27,"BachelorsDegree",43,"White",438.46
"2924","South","Not Metropolitan",60,"SomeCollegeButNoDegree",40,"White",720
"2925","South","Metropolitan",37,"HighSchoolDiploma",39,"White",384.61
"2926","South","Metropolitan",26,"SomeCollegeButNoDegree",40,"White",340
"2927","Midwest","Metropolitan",39,"SomeCollegeButNoDegree",40,"White",1538.46
"2928","South","Metropolitan",47,"BachelorsDegree",43,"White",2615.38
"2929","West","Metropolitan",62,"HighSchoolDiploma",39,"White",1200
"2930","South","Metropolitan",38,"BachelorsDegree",43,"White",1730.76
"2931","Midwest","Metropolitan",26,"SomeCollegeButNoDegree",40,"White",1153.84
"2932","South","Not Metropolitan",56,"HighSchoolDiploma",39,"Black",901
"2933","West","Metropolitan",26,"HighSchoolDiploma",39,"White",480.76
"2934","Midwest","Metropolitan",55,"HighSchoolDiploma",39,"White",1153.84
"2935","Northeast","Not Metropolitan",39,"BachelorsDegree",43,"White",2500
"2936","Northeast","Metropolitan",49,"NinthGrade",35,"White",1190
"2937","Midwest","Metropolitan",24,"BachelorsDegree",43,"White",961.53
"2938","Northeast","Not Metropolitan",60,"AssocDegAcadem",42,"White",612
"2939","South","Metropolitan",51,"SomeCollegeButNoDegree",40,"White",903
"2940","South","Metropolitan",34,"BachelorsDegree",43,"White",2115.38
"2941","West","Metropolitan",74,"SeventhOrEighthGrade",34,"White",474.4
"2942","Midwest","Metropolitan",53,"BachelorsDegree",43,"White",950
"2943","Northeast","Metropolitan",52,"BachelorsDegree",43,"White",2115.38
"2944","South","Metropolitan",24,"HighSchoolDiploma",39,"Black",352
"2945","Northeast","Metropolitan",44,"MastersDegree",44,"White",1423
"2946","South","Metropolitan",54,"AssocDegAcadem",42,"White",1326.92
"2947","Northeast","Metropolitan",54,"MastersDegree",44,"White",2438
"2948","Northeast","Metropolitan",24,"HighSchoolDiploma",39,"White",384
"2949","West","Metropolitan",38,"AssocDegAcadem",42,"White",1200
"2950","Northeast","Not Metropolitan",52,"SomeCollegeButNoDegree",40,"White",1250
"2951","Northeast","Not Metropolitan",57,"MastersDegree",44,"White",1450
"2952","South","Metropolitan",40,"MastersDegree",44,"White",1250
"2953","South","Not Metropolitan",59,"BachelorsDegree",43,"White",1750
"2954","West","Metropolitan",41,"NinthGrade",35,"White",400
"2955","South","Metropolitan",45,"HighSchoolDiploma",39,"White",525
"2956","Midwest","Not Metropolitan",55,"SomeCollegeButNoDegree",40,"White",1338.46
"2957","South","Metropolitan",27,"SomeCollegeButNoDegree",40,"White",480
"2958","Midwest","Metropolitan",47,"HighSchoolDiploma",39,"White",500
"2959","South","Metropolitan",57,"HighSchoolDiploma",39,"White",720
"2960","West","Metropolitan",24,"NinthGrade",35,"White",230.76
"2961","South","Metropolitan",26,"SomeCollegeButNoDegree",40,"White",1107.69
"2962","West","Metropolitan",43,"HighSchoolDiploma",39,"White",750
"2963","West","Metropolitan",28,"HighSchoolDiploma",39,"White",480
"2964","South","Not Metropolitan",59,"BachelorsDegree",43,"White",1923
"2965","West","Metropolitan",43,"HighSchoolDiploma",39,"White",1800
"2966","West","Not Metropolitan",36,"HighSchoolDiploma",39,"White",1000
"2967","West","Metropolitan",51,"AssocDegAcadem",42,"White",1153.84
"2968","West","Metropolitan",63,"DoctorateDegree",46,"White",576
"2969","Midwest","Metropolitan",64,"AssocDegOccupVocat",41,"White",600
"2970","West","Metropolitan",56,"ProfSchoolDegree",45,"White",2884.61
"2971","Midwest","Metropolitan",40,"SomeCollegeButNoDegree",40,"Black",994
"2972","Northeast","Metropolitan",22,"TwelthButNoDiploma",38,"White",430
"2973","Midwest","Metropolitan",37,"AssocDegOccupVocat",41,"White",1020.15
"2974","Midwest","Not Metropolitan",59,"HighSchoolDiploma",39,"White",620
"2975","South","Not Metropolitan",49,"HighSchoolDiploma",39,"White",880
"2976","Midwest","Metropolitan",29,"HighSchoolDiploma",39,"White",600
"2977","Northeast","Metropolitan",38,"BachelorsDegree",43,"White",2115.38
"2978","Northeast","Not Metropolitan",39,"HighSchoolDiploma",39,"White",1250
"2979","South","Metropolitan",63,"HighSchoolDiploma",39,"White",673
"2980","South","Metropolitan",37,"FifthorSixthGrade",33,"White",720
"2981","Northeast","Metropolitan",56,"MastersDegree",44,"White",2884.61
"2982","South","Metropolitan",27,"HighSchoolDiploma",39,"White",1184
"2983","South","Metropolitan",27,"BachelorsDegree",43,"White",2000
"2984","Northeast","Not Metropolitan",53,"AssocDegOccupVocat",41,"White",1226
"2985","West","Metropolitan",21,"SomeCollegeButNoDegree",40,"White",800
"2986","Midwest","Not Metropolitan",43,"BachelorsDegree",43,"White",769.23
"2987","South","Metropolitan",55,"BachelorsDegree",43,"White",932.69
"2988","South","Metropolitan",54,"SomeCollegeButNoDegree",40,"White",1217.3
"2989","Northeast","Not Metropolitan",50,"SomeCollegeButNoDegree",40,"White",600
"2990","South","Metropolitan",26,"BachelorsDegree",43,"White",769.23
"2991","West","Metropolitan",55,"AssocDegAcadem",42,"White",1000
"2992","West","Not Identified",41,"AssocDegOccupVocat",41,"White",1730.76
"2993","Northeast","Metropolitan",48,"HighSchoolDiploma",39,"White",920
"2994","Midwest","Metropolitan",42,"HighSchoolDiploma",39,"White",851
"2995","West","Metropolitan",30,"BachelorsDegree",43,"White",461.53
"2996","Northeast","Metropolitan",38,"MastersDegree",44,"White",2048
"2997","Midwest","Metropolitan",46,"HighSchoolDiploma",39,"White",767.2
"2998","Midwest","Metropolitan",47,"HighSchoolDiploma",39,"White",1092
"2999","West","Metropolitan",39,"BachelorsDegree",43,"White",1153.84
"3000","South","Metropolitan",21,"HighSchoolDiploma",39,"White",536
"3001","South","Metropolitan",73,"BachelorsDegree",43,"White",1000
"3002","South","Metropolitan",61,"MastersDegree",44,"White",2760
"3003","Northeast","Not Metropolitan",26,"HighSchoolDiploma",39,"White",400
"3004","West","Metropolitan",41,"SomeCollegeButNoDegree",40,"White",923.07
"3005","South","Metropolitan",35,"BachelorsDegree",43,"White",2057
"3006","South","Metropolitan",40,"BachelorsDegree",43,"Black",1346.15
"3007","Midwest","Metropolitan",72,"SeventhOrEighthGrade",34,"White",727.5
"3008","West","Metropolitan",34,"BachelorsDegree",43,"White",1634
"3009","Midwest","Not Metropolitan",26,"BachelorsDegree",43,"White",961.53
"3010","South","Metropolitan",37,"BachelorsDegree",43,"White",644.23
"3011","West","Metropolitan",21,"SomeCollegeButNoDegree",40,"White",400
"3012","Midwest","Not Metropolitan",47,"HighSchoolDiploma",39,"White",400
"3013","Midwest","Metropolitan",46,"AssocDegAcadem",42,"White",2884.61
"3014","Northeast","Metropolitan",29,"AssocDegAcadem",42,"White",464
"3015","Midwest","Metropolitan",26,"BachelorsDegree",43,"White",323.07
"3016","Northeast","Metropolitan",32,"BachelorsDegree",43,"White",961.53
"3017","Midwest","Metropolitan",54,"HighSchoolDiploma",39,"White",576.92
"3018","South","Metropolitan",32,"SomeCollegeButNoDegree",40,"White",688
"3019","South","Metropolitan",50,"BachelorsDegree",43,"White",1346.15
"3020","West","Metropolitan",38,"EleventhGrade",37,"White",276.92
"3021","South","Metropolitan",50,"HighSchoolDiploma",39,"White",789
"3022","South","Metropolitan",23,"BachelorsDegree",43,"White",460
"3023","Northeast","Metropolitan",47,"HighSchoolDiploma",39,"White",1057.69
"3024","South","Metropolitan",27,"BachelorsDegree",43,"Black",1057
"3025","Midwest","Not Metropolitan",41,"BachelorsDegree",43,"White",575
"3026","South","Metropolitan",27,"HighSchoolDiploma",39,"White",738.4
"3027","Midwest","Metropolitan",25,"BachelorsDegree",43,"White",600
"3028","Midwest","Not Metropolitan",57,"HighSchoolDiploma",39,"White",900
"3029","Midwest","Metropolitan",63,"SomeCollegeButNoDegree",40,"White",846
"3030","Midwest","Not Metropolitan",57,"HighSchoolDiploma",39,"White",1500
"3031","Northeast","Metropolitan",21,"HighSchoolDiploma",39,"White",360
"3032","West","Metropolitan",37,"HighSchoolDiploma",39,"White",600
"3033","Northeast","Metropolitan",52,"MastersDegree",44,"White",2884.61
"3034","Northeast","Not Metropolitan",21,"HighSchoolDiploma",39,"Black",400
"3035","South","Metropolitan",39,"SomeCollegeButNoDegree",40,"White",800
"3036","Northeast","Metropolitan",49,"HighSchoolDiploma",39,"White",1000
"3037","South","Metropolitan",48,"HighSchoolDiploma",39,"Black",320
"3038","South","Metropolitan",53,"BachelorsDegree",43,"Black",1153
"3039","West","Metropolitan",32,"AssocDegOccupVocat",41,"White",1088
"3040","Midwest","Metropolitan",43,"BachelorsDegree",43,"White",807.69
"3041","South","Metropolitan",34,"SomeCollegeButNoDegree",40,"White",480
"3042","South","Metropolitan",22,"HighSchoolDiploma",39,"White",384.61
"3043","Northeast","Not Metropolitan",46,"BachelorsDegree",43,"White",1211.53
"3044","West","Not Metropolitan",18,"TenthGrade",36,"White",279.3
"3045","South","Metropolitan",55,"HighSchoolDiploma",39,"White",600
"3046","Northeast","Metropolitan",55,"HighSchoolDiploma",39,"Black",673.07
"3047","Northeast","Metropolitan",60,"SomeCollegeButNoDegree",40,"White",1250
"3048","West","Metropolitan",31,"BachelorsDegree",43,"White",1173.07
"3049","South","Metropolitan",35,"BachelorsDegree",43,"White",416
"3050","South","Not Metropolitan",53,"HighSchoolDiploma",39,"White",1002.4
"3051","Midwest","Not Metropolitan",30,"DoctorateDegree",46,"White",830.76
"3052","South","Metropolitan",51,"HighSchoolDiploma",39,"Black",250
"3053","Northeast","Metropolitan",25,"AssocDegAcadem",42,"Black",550
"3054","Northeast","Metropolitan",27,"HighSchoolDiploma",39,"White",560
"3055","Northeast","Metropolitan",35,"BachelorsDegree",43,"White",961.53
"3056","South","Metropolitan",39,"BachelorsDegree",43,"White",1057.69
"3057","West","Metropolitan",29,"HighSchoolDiploma",39,"White",250
"3058","Midwest","Metropolitan",32,"BachelorsDegree",43,"White",400
"3059","South","Metropolitan",50,"SomeCollegeButNoDegree",40,"Black",1038.46
"3060","Northeast","Metropolitan",53,"AssocDegAcadem",42,"White",450
"3061","Northeast","Metropolitan",25,"BachelorsDegree",43,"White",615.38
"3062","South","Metropolitan",23,"HighSchoolDiploma",39,"White",480
"3063","Northeast","Metropolitan",47,"BachelorsDegree",43,"White",2692.3
"3064","West","Metropolitan",26,"HighSchoolDiploma",39,"White",1280
"3065","South","Metropolitan",61,"HighSchoolDiploma",39,"Black",570
"3066","Northeast","Metropolitan",32,"MastersDegree",44,"White",800
"3067","Midwest","Metropolitan",22,"SomeCollegeButNoDegree",40,"White",300
"3068","Midwest","Metropolitan",45,"HighSchoolDiploma",39,"White",706.8
"3069","Midwest","Metropolitan",34,"BachelorsDegree",43,"White",1634.61
"3070","South","Metropolitan",42,"HighSchoolDiploma",39,"White",923
"3071","Midwest","Not Metropolitan",31,"AssocDegAcadem",42,"White",903.84
"3072","Midwest","Not Metropolitan",61,"AssocDegAcadem",42,"White",600
"3073","Northeast","Metropolitan",68,"BachelorsDegree",43,"White",769
"3074","South","Metropolitan",32,"HighSchoolDiploma",39,"White",1153
"3075","Northeast","Metropolitan",26,"SomeCollegeButNoDegree",40,"White",692
"3076","South","Metropolitan",39,"HighSchoolDiploma",39,"Black",519.23
"3077","Midwest","Metropolitan",20,"HighSchoolDiploma",39,"White",461.53
"3078","South","Metropolitan",61,"HighSchoolDiploma",39,"White",2769.23
"3079","West","Metropolitan",60,"SomeCollegeButNoDegree",40,"White",923
"3080","West","Metropolitan",26,"MastersDegree",44,"White",903
"3081","South","Metropolitan",34,"MastersDegree",44,"White",884.61
"3082","South","Metropolitan",26,"SomeCollegeButNoDegree",40,"White",2884.61
"3083","West","Metropolitan",29,"HighSchoolDiploma",39,"White",1500
"3084","South","Metropolitan",61,"BachelorsDegree",43,"White",1365
"3085","South","Metropolitan",44,"BachelorsDegree",43,"White",769
"3086","Midwest","Metropolitan",44,"BachelorsDegree",43,"White",1346
"3087","West","Metropolitan",37,"BachelorsDegree",43,"White",600
"3088","South","Not Metropolitan",47,"HighSchoolDiploma",39,"White",1153.84
"3089","South","Metropolitan",61,"MastersDegree",44,"White",615
"3090","Midwest","Not Metropolitan",32,"FirstSecondThirdOrFourthGrade",32,"White",332
"3091","Northeast","Metropolitan",55,"HighSchoolDiploma",39,"White",949.2
"3092","West","Metropolitan",42,"SomeCollegeButNoDegree",40,"White",2884
"3093","West","Metropolitan",54,"MastersDegree",44,"White",2384.61
"3094","South","Not Metropolitan",47,"SomeCollegeButNoDegree",40,"White",500
"3095","Northeast","Metropolitan",57,"AssocDegAcadem",42,"White",1519.23
"3096","Midwest","Not Metropolitan",56,"SomeCollegeButNoDegree",40,"White",400
"3097","Midwest","Metropolitan",35,"FifthorSixthGrade",33,"White",350
"3098","Midwest","Metropolitan",29,"TwelthButNoDiploma",38,"Black",276.92
"3099","Midwest","Metropolitan",59,"HighSchoolDiploma",39,"White",732
"3100","South","Metropolitan",18,"TwelthButNoDiploma",38,"White",461
"3101","South","Metropolitan",80,"ProfSchoolDegree",45,"White",1115
"3102","South","Metropolitan",32,"MastersDegree",44,"White",2076.92
"3103","Midwest","Metropolitan",57,"LessThanFirstGrade",31,"White",700
"3104","Midwest","Metropolitan",33,"BachelorsDegree",43,"White",2000
"3105","Northeast","Metropolitan",62,"HighSchoolDiploma",39,"Black",1592.5
"3106","Northeast","Metropolitan",77,"BachelorsDegree",43,"White",800
"3107","South","Metropolitan",32,"SeventhOrEighthGrade",34,"White",660
"3108","West","Metropolitan",26,"BachelorsDegree",43,"White",680
"3109","Northeast","Metropolitan",51,"FirstSecondThirdOrFourthGrade",32,"White",800
"3110","Northeast","Metropolitan",26,"BachelorsDegree",43,"White",1442
"3111","West","Metropolitan",25,"HighSchoolDiploma",39,"White",769.23
"3112","Midwest","Metropolitan",47,"BachelorsDegree",43,"White",1330.8
"3113","West","Metropolitan",39,"EleventhGrade",37,"White",940
"3114","South","Metropolitan",39,"SomeCollegeButNoDegree",40,"White",1538.46
"3115","South","Metropolitan",26,"HighSchoolDiploma",39,"White",596.15
"3116","West","Metropolitan",44,"BachelorsDegree",43,"White",1019.23
"3117","South","Metropolitan",19,"SomeCollegeButNoDegree",40,"Black",280
"3118","West","Metropolitan",50,"SeventhOrEighthGrade",34,"White",600
"3119","Midwest","Metropolitan",29,"SomeCollegeButNoDegree",40,"White",576.92
"3120","Midwest","Not Metropolitan",56,"HighSchoolDiploma",39,"White",400
"3121","Northeast","Metropolitan",30,"BachelorsDegree",43,"White",1019.23
"3122","Northeast","Metropolitan",52,"BachelorsDegree",43,"White",1442.3
"3123","South","Not Metropolitan",53,"HighSchoolDiploma",39,"White",560
"3124","Midwest","Metropolitan",38,"BachelorsDegree",43,"White",900
"3125","Midwest","Not Metropolitan",50,"HighSchoolDiploma",39,"White",680
"3126","South","Metropolitan",54,"MastersDegree",44,"White",784
"3127","West","Metropolitan",31,"MastersDegree",44,"White",1346.15
"3128","Northeast","Metropolitan",50,"BachelorsDegree",43,"White",810
"3129","Northeast","Metropolitan",36,"BachelorsDegree",43,"White",2884.61
"3130","Midwest","Metropolitan",29,"BachelorsDegree",43,"White",1019.23
"3131","South","Metropolitan",41,"HighSchoolDiploma",39,"White",680
"3132","West","Metropolitan",32,"SomeCollegeButNoDegree",40,"White",600
"3133","Midwest","Metropolitan",25,"SomeCollegeButNoDegree",40,"White",182.5
"3134","West","Metropolitan",55,"DoctorateDegree",46,"White",807
"3135","West","Metropolitan",45,"ProfSchoolDegree",45,"White",2884.61
"3136","South","Metropolitan",39,"HighSchoolDiploma",39,"White",1100
"3137","West","Metropolitan",49,"SomeCollegeButNoDegree",40,"White",2307.69
"3138","South","Metropolitan",48,"AssocDegAcadem",42,"Black",692.3
"3139","West","Metropolitan",33,"MastersDegree",44,"White",1250
"3140","West","Metropolitan",54,"BachelorsDegree",43,"White",1442.3
"3141","Midwest","Metropolitan",47,"AssocDegOccupVocat",41,"White",1600
"3142","West","Metropolitan",64,"MastersDegree",44,"White",980
"3143","South","Metropolitan",24,"BachelorsDegree",43,"White",320
"3144","South","Metropolitan",57,"BachelorsDegree",43,"White",1250
"3145","Northeast","Not Metropolitan",36,"HighSchoolDiploma",39,"White",1320
