"","Subject","Arith","Word","Parag","Math","AFQT","Income2005"
"1334",3218,14,33,12,9,50.82,6000
"1335",3219,24,27,11,21,60.974,72000
"1336",3221,19,29,15,22,87.803,67000
"1337",3224,27,35,11,23,77.251,130000
"1338",3225,19,31,15,22,81.344,6700
"1339",3230,7,17,5,4,8.961,80000
"1340",3231,22,31,9,12,61.426,41600
"1341",3232,27,30,10,10,45.018,27000
"1342",3234,22,33,13,13,64.311,30000
"1343",3235,26,29,14,15,74.936,26000
"1344",3236,18,28,14,11,69.055,3000
"1345",3237,18,27,11,15,45.032,42000
"1346",3238,18,35,15,23,85.024,28000
"1347",3239,13,32,13,18,63.447,30000
"1348",3240,29,33,15,22,96.819,46000
"1349",3242,18,30,12,12,55.896,9000
"1350",3243,22,32,12,21,58.532,50000
"1351",3244,19,29,14,21,82.18,24000
"1352",3246,20,26,10,10,38.573,49400
"1353",3249,15,33,11,18,56.14,25000
"1354",3250,29,35,15,24,99.453,12000
"1355",3252,13,17,11,9,28.527,29000
"1356",3254,19,22,14,15,67.565,26800
"1357",3256,27,35,15,25,97.873,80000
"1358",3257,29,32,15,25,98.634,75000
"1359",3263,29,35,14,23,96.452,89000
"1360",3266,13,30,11,12,44.505,250
"1361",3267,24,32,13,20,78.896,23000
"1362",3269,16,23,13,17,47.051,17000
"1363",3273,8,11,5,10,10.456,24000
"1364",3277,23,34,15,17,84.126,60000
"1365",3278,23,34,11,20,60.446,147
"1366",3281,17,30,11,16,55.405,37000
"1367",3282,15,22,9,11,33.772,52000
"1368",3284,13,32,13,6,50.333,113000
"1369",3285,13,18,5,5,14.453,30000
"1370",3287,17,16,10,13,39.989,1800
"1371",3289,28,35,14,22,94.381,140000
"1372",3290,28,34,14,22,93.795,150000
"1373",3303,30,32,15,25,94.269,18000
"1374",3307,10,16,6,13,21.33,20000
"1375",3308,9,14,7,11,20.264,20000
"1376",3309,25,35,14,25,92.951,54000
"1377",3310,11,15,11,9,27.814,32000
"1378",3311,15,14,7,9,18.024,25000
"1379",3312,7,19,6,6,6.887,24000
"1380",3319,10,8,5,10,15.354,6000
"1381",3321,11,7,3,5,12.579,21000
"1382",3324,22,10,2,15,30.357,96000
"1383",3325,8,15,6,4,4.022,300
"1384",3329,27,29,11,17,70.007,45000
"1385",3330,12,18,7,7,21.713,145000
"1386",3331,12,24,8,8,18.388,32000
"1387",3337,28,32,14,17,89.081,89000
"1388",3338,26,34,14,21,89.463,2000
"1389",3341,12,31,12,6,38.607,39000
"1390",3343,11,21,9,4,24.527,19968
"1391",3346,11,17,4,8,19.847,58000
"1392",3347,17,33,11,11,35.431,40000
"1393",3350,19,26,9,20,59.694,10000
"1394",3352,22,29,13,22,76.359,1200
"1395",3353,13,17,7,6,16.881,44000
"1396",3354,17,25,9,11,32.157,10000
"1397",3355,24,31,12,18,62.443,50000
"1398",3356,17,27,12,7,43.776,2000
"1399",3357,23,24,10,10,63.141,150490
"1400",3359,28,32,12,18,72.763,45000
"1401",3360,16,27,11,18,67.272,32000
"1402",3361,21,29,14,16,75.092,703637
"1403",3374,19,23,12,14,51.063,68000
"1404",3375,10,33,15,6,48.318,50000
"1405",3376,20,34,13,12,74.979,73000
"1406",3378,21,24,15,15,58.958,8220
"1407",3379,29,26,12,25,81.031,99000
"1408",3380,26,35,14,22,90.763,900
"1409",3381,28,29,13,23,79.141,125000
"1410",3387,21,33,11,19,65.907,45000
"1411",3389,30,32,12,19,72.59,60000
"1412",3390,30,32,12,23,80.348,80000
"1413",3391,30,35,15,25,100,30824
"1414",3392,11,30,11,10,33.465,45000
"1415",3393,7,26,7,9,27.639,25000
"1416",3394,18,30,14,15,65.826,85000
"1417",3397,14,22,11,17,48.483,13000
"1418",3401,12,27,13,6,35.316,32000
"1419",3403,16,31,13,9,52.847,120000
"1420",3405,28,31,13,22,95.206,43500
"1421",3406,19,33,14,18,87.896,38500
"1422",3410,25,30,13,20,73.196,65000
"1423",3413,29,32,13,22,73.678,36000
"1424",3417,13,26,9,11,41.461,8000
"1425",3418,13,20,12,11,46.63,46000
"1426",3420,25,33,12,24,76.206,72000
"1427",3421,17,33,15,13,77.549,105000
"1428",3422,22,26,13,21,75.246,2000
"1429",3423,27,34,13,23,89.754,27000
"1430",3424,26,34,14,22,86.745,33000
"1431",3425,26,31,11,19,79.069,77000
"1432",3429,30,35,13,21,84.702,200
"1433",3431,30,35,14,25,100,171428
"1434",3432,29,34,14,23,92.486,24626
"1435",3433,30,32,12,20,68.906,4000
"1436",3436,0,0,0,0,0,8000
"1437",3438,0,0,0,0,0,14000
"1438",3440,14,16,6,6,12.346,61000
"1439",3444,8,22,10,12,25.156,19200
"1440",3452,21,21,10,11,44.827,20000
"1441",3455,24,30,12,17,63.061,61200
"1442",3456,13,26,13,9,39.194,10000
"1443",3457,12,18,6,6,14.135,26000
"1444",3458,11,20,11,6,25.83,28000
"1445",3463,17,25,14,12,63.241,57000
"1446",3464,27,34,14,24,96.279,96000
"1447",3465,26,30,13,19,82.154,35000
"1448",3466,20,32,14,19,88.224,60000
"1449",3467,11,34,13,6,43.428,17000
"1450",3468,28,34,15,23,94.705,72000
"1451",3471,8,22,8,10,18.838,40000
"1452",3475,8,17,8,9,18.263,26000
"1453",3477,14,35,12,13,63.21,18520
"1454",3479,17,23,6,11,39.476,80000
"1455",3481,22,34,11,17,65.371,47000
"1456",3482,13,20,6,7,14.447,65000
"1457",3487,16,23,9,12,34.632,39000
"1458",3491,14,19,9,8,21.083,13000
"1459",3492,18,28,13,14,66.416,47000
"1460",3493,24,31,12,12,56.788,40000
"1461",3494,23,30,12,12,51.167,87000
"1462",3495,20,26,11,13,36.121,80000
"1463",3496,20,31,14,13,63.829,24600
"1464",3497,26,32,13,22,91.675,77000
"1465",3502,19,28,12,10,43.096,41000
"1466",3503,26,31,13,12,56.814,88000
"1467",3505,17,32,13,11,56.313,67000
"1468",3506,22,34,14,18,79.063,18000
"1469",3508,7,24,6,10,21.706,18000
"1470",3511,20,34,13,19,81.893,16000
"1471",3513,10,26,8,7,18.312,27000
"1472",3514,19,33,13,15,74.184,24000
"1473",3515,29,34,15,24,99.396,97000
"1474",3521,15,25,10,12,40.802,44000
"1475",3522,10,16,3,7,13.607,500
"1476",3524,10,25,11,6,27.02,52000
"1477",3527,21,29,12,15,58.406,3800
"1478",3530,28,33,15,23,95.493,62000
"1479",3531,23,33,13,18,65.807,11000
"1480",3533,26,31,14,24,85.393,135000
"1481",3535,28,33,15,22,92.404,82376
"1482",3537,12,31,13,12,38.672,26000
"1483",3538,23,33,12,19,67.319,33900
"1484",3540,11,29,10,11,36.551,37000
"1485",3543,15,17,6,10,29.695,18000
"1486",3544,6,12,8,6,5.665,3200
"1487",3545,10,26,11,10,40.382,31000
"1488",3546,16,26,10,14,55.054,65000
"1489",3547,15,24,11,15,40.401,35000
"1490",3548,10,17,7,10,23.819,40000
"1491",3549,11,24,11,8,29.121,1500
"1492",3550,28,25,12,16,62.616,25000
"1493",3551,27,34,14,23,95.741,65000
"1494",3552,21,31,12,21,83.704,38000
"1495",3553,29,24,14,20,78.494,55000
"1496",3554,24,14,13,20,65.232,38000
"1497",3558,21,24,14,18,72.743,96000
"1498",3559,26,35,13,18,83.662,60000
"1499",3561,9,11,0,7,4.231,42000
"1500",3562,12,15,8,9,16.231,5000
"1501",3563,23,9,5,9,25.734,34000
"1502",3565,25,31,14,23,84.823,36000
"1503",3567,28,26,13,19,62.489,2760
"1504",3569,7,22,10,3,19.175,42000
"1505",3570,9,13,4,4,4.347,56000
"1506",3572,8,15,11,5,18.677,14000
"1507",3574,29,35,14,25,98.092,47000
"1508",3575,19,28,8,9,28.797,56000
"1509",3579,23,28,12,12,42.908,45000
"1510",3580,22,31,15,16,75.229,36000
"1511",3581,17,33,13,13,55.513,129000
"1512",3582,24,32,13,21,77.911,150000
"1513",3583,30,34,15,25,99.022,100000
"1514",3584,11,23,10,5,18.188,16000
"1515",3585,30,33,14,25,94.65,159168
"1516",3587,22,34,14,19,76.091,43000
"1517",3588,7,34,13,24,71.155,60000
"1518",3589,24,28,11,14,51.56,50987
"1519",3591,26,28,14,17,77.562,4471
"1520",3592,24,23,12,18,61.802,56000
"1521",3597,18,33,11,19,54.584,7000
"1522",3600,27,29,12,22,57.648,60000
"1523",3601,26,30,12,22,79.229,40000
"1524",3606,13,32,13,11,57.872,35000
"1525",3607,10,31,10,12,32.823,16000
"1526",3608,30,33,13,24,90.06,69000
"1527",3609,13,34,12,13,50.181,39000
"1528",3610,11,27,9,7,18.919,7900
"1529",3611,19,25,11,16,45.548,15000
"1530",3614,28,34,14,22,91.863,10180
"1531",3616,25,35,14,21,91.974,35000
"1532",3617,28,32,13,23,78.008,89000
"1533",3619,27,29,14,24,88.649,32500
"1534",3620,21,27,10,10,38.967,32000
"1535",3623,30,33,13,25,92.432,35000
"1536",3625,24,33,14,22,92.207,26000
"1537",3628,24,31,13,13,50.492,189210
"1538",3640,7,12,2,5,1.107,21000
"1539",3641,20,27,11,13,44.391,51000
"1540",3643,15,20,7,9,33.724,38000
"1541",3649,7,14,5,7,12.016,29400
"1542",3650,16,26,10,10,33.934,32000
"1543",3651,23,27,12,12,50.502,65000
"1544",3657,7,16,5,7,8.601,38000
"1545",3660,5,9,4,8,6.285,23400
"1546",3661,13,26,12,10,38.955,4500
"1547",3664,30,33,12,24,78.053,68000
"1548",3666,27,33,13,22,89.195,36000
"1549",3667,23,33,13,14,76.656,6360
"1550",3669,28,33,13,22,93.677,10000
"1551",3676,29,31,14,25,90.283,74000
"1552",3677,23,33,14,25,90.778,60000
"1553",3679,16,26,14,18,67.885,85000
"1554",3686,25,30,14,16,76.418,69000
"1555",3690,29,33,14,25,97.84,138000
"1556",3693,14,23,10,8,33.068,30000
"1557",3694,20,27,11,13,40.937,56000
"1558",3697,15,14,6,7,23.181,5000
"1559",3699,8,18,8,8,11.84,20477
"1560",3705,22,30,15,11,71.213,45000
"1561",3706,20,31,11,14,37.08,42000
"1562",3708,28,32,13,22,87.553,144000
"1563",3709,14,29,14,12,57.749,30000
"1564",3714,24,33,12,13,64.857,25000
"1565",3718,18,22,11,12,47.308,28013
"1566",3719,14,25,8,13,29.347,29000
"1567",3721,26,35,14,14,83.258,52000
"1568",3722,15,31,12,11,53.708,55000
"1569",3723,17,28,10,12,45.716,16000
"1570",3725,22,21,11,19,40.026,23000
"1571",3730,30,33,13,23,87.574,25275
"1572",3732,29,35,14,23,99.473,36000
"1573",3734,19,31,14,20,83.973,30000
"1574",3735,18,24,13,14,59.053,60000
"1575",3736,19,32,14,15,69.238,49000
"1576",3737,21,26,11,10,44.255,58000
"1577",3738,14,18,10,14,34.888,18000
"1578",3739,19,29,14,16,68.557,16000
"1579",3740,11,17,4,11,16.42,20000
"1580",3741,13,14,10,10,31.36,9300
"1581",3742,14,21,10,8,38.276,98000
"1582",3745,27,35,14,24,95.983,32089
"1583",3746,10,30,10,6,28.755,16390
"1584",3751,11,27,14,13,60.681,45000
"1585",3754,26,32,13,21,81.924,33000
"1586",3757,29,34,14,24,97.506,95000
"1587",3758,28,33,13,23,86.305,11000
"1588",3760,20,24,12,10,54.302,33000
"1589",3766,25,35,12,20,73.454,78000
"1590",3770,19,28,13,14,54.943,52000
"1591",3771,23,27,14,22,87.764,32253
"1592",3775,23,33,12,20,71.105,53000
"1593",3780,20,26,11,14,66.841,55000
"1594",3784,10,23,11,11,35.256,29000
"1595",3787,24,32,12,14,50.928,12000
"1596",3789,23,28,14,13,59.009,52000
"1597",3790,14,22,12,14,39.133,22049
"1598",3791,25,31,13,20,73.529,47000
"1599",3792,30,34,14,24,94.762,88000
"1600",3793,20,31,12,11,49.422,55000
"1601",3794,11,34,12,15,66.337,30000
"1602",3796,25,35,15,20,94.245,34000
"1603",3800,21,31,9,18,65.354,8000
"1604",3803,22,34,12,24,81.774,69000
"1605",3804,27,35,12,20,80.927,40000
"1606",3805,29,33,11,15,78.523,95000
"1607",3807,21,29,9,13,49.038,51000
"1608",3809,28,33,14,22,93.854,100000
"1609",3812,30,35,15,25,100,100000
"1610",3813,25,29,15,20,88.799,44000
"1611",3814,19,31,12,17,62.096,42000
"1612",3815,29,32,13,20,90.913,263445
"1613",3819,8,14,8,9,11.317,15000
"1614",3821,8,8,6,1,2.531,1500
"1615",3822,8,8,4,8,6.558,5000
"1616",3825,7,20,4,6,9.201,22000
"1617",3829,16,34,12,3,49.06,167803
"1618",3830,17,27,7,9,44.827,45000
"1619",3833,19,25,10,13,50.489,40000
"1620",3836,28,33,14,22,90.79,110000
"1621",3837,16,29,10,20,57.761,35000
"1622",3838,12,25,12,12,57.333,85000
"1623",3844,28,34,13,19,84.585,65000
"1624",3845,15,32,13,10,54.553,24000
"1625",3846,20,26,12,18,74.995,52000
"1626",3847,24,29,11,14,46.544,67000
"1627",3850,16,32,14,9,64.154,32000
"1628",3851,14,26,12,7,33.379,16000
"1629",3852,10,32,12,5,50.215,14000
"1630",3854,26,31,10,22,67.468,169884
"1631",3855,27,33,13,24,93.686,16500
"1632",3860,30,34,14,25,97.808,55000
"1633",3861,30,30,13,25,91.35,25000
"1634",3863,28,34,12,23,92.504,157957
"1635",3865,29,33,14,22,92.807,176431
"1636",3866,29,31,13,18,74.6,35000
"1637",3867,26,34,11,17,70.7,1200
"1638",3868,24,31,14,24,85.012,43450
"1639",3872,26,35,15,24,96.59,30000
"1640",3873,30,35,14,25,99.342,50000
"1641",3874,29,33,15,24,97.67,519340
"1642",3875,27,30,15,20,90.868,92000
"1643",3883,26,34,12,24,82.984,45000
"1644",3884,18,30,13,18,75.101,74000
"1645",3886,29,34,14,24,99.6,101000
"1646",3888,15,35,15,14,79.761,58000
"1647",3889,20,35,14,17,86.544,15000
"1648",3890,28,30,12,24,83.431,150000
"1649",3892,27,31,15,25,93.865,102000
"1650",3894,27,35,15,19,92.888,62000
"1651",3895,27,34,14,24,93.615,20000
"1652",3897,16,27,12,12,51.486,90000
"1653",3898,22,26,12,23,75.594,110000
"1654",3900,7,19,9,10,26.617,32000
"1655",3901,29,33,14,21,84.705,45000
"1656",3903,21,32,14,17,63.919,5200
"1657",3904,20,30,13,17,74.43,51000
"1658",3907,22,31,15,15,82.183,54000
"1659",3908,14,29,12,12,50.191,30000
"1660",3910,15,34,13,12,69.363,40000
"1661",3911,21,33,14,17,77.538,29000
"1662",3912,24,31,14,11,60.383,80000
"1663",3916,28,32,14,20,77.034,97000
"1664",3922,24,35,14,19,87.206,22000
"1665",3929,10,24,13,7,26.367,10000
"1666",3933,7,10,5,4,3.486,50000
"1667",3938,5,14,6,3,1.849,22000
"1668",3949,10,18,12,8,25.725,39000
"1669",3952,15,22,9,15,33.771,50000
"1670",3957,16,31,6,15,46.335,68000
"1671",3958,5,13,10,6,13.954,40000
"1672",3960,8,13,6,8,16.305,38000
"1673",3964,24,33,14,20,79.54,39500
"1674",3965,22,33,12,12,69.89,108000
"1675",3966,23,34,14,22,78.668,155485
"1676",3967,28,27,13,23,64.451,125000
"1677",3972,22,32,15,16,80.035,28500
"1678",3977,10,16,11,6,16.627,600
"1679",3978,10,14,6,9,17.848,3000
"1680",3980,30,35,15,25,100,444624
"1681",3985,16,20,11,5,23.502,50000
"1682",3989,11,21,12,8,37.626,52000
"1683",3992,17,29,13,6,36.821,39900
"1684",3994,25,20,13,8,51.047,26000
"1685",3995,12,18,10,8,22.435,36000
"1686",3996,6,11,4,7,5.375,40000
"1687",4001,19,27,14,17,72.427,7800
"1688",4004,20,30,13,18,60.943,46000
"1689",4008,11,18,5,11,13.462,79000
"1690",4009,23,28,9,18,68.077,25000
"1691",4010,22,29,12,23,81.673,50000
"1692",4013,7,14,6,10,13.418,36000
"1693",4014,11,18,10,6,27.247,62000
"1694",4015,11,23,10,14,38.207,22000
"1695",4019,27,33,14,24,96.219,99000
"1696",4021,9,22,11,12,52.841,27300
"1697",4022,6,25,8,7,22.701,90000
"1698",4023,27,32,14,23,99.7,65000
"1699",4025,14,21,10,7,31.798,24000
"1700",4028,13,17,4,11,24.289,24500
"1701",4030,20,23,14,12,53.094,15000
"1702",4032,23,34,14,15,84.93,35000
"1703",4035,15,32,12,13,57.901,25000
"1704",4036,13,20,11,11,44.242,52000
"1705",4041,22,31,14,17,74.218,32000
"1706",4042,23,29,13,15,65.827,68000
"1707",4045,18,18,10,10,29.591,50000
"1708",4046,9,15,6,8,13.281,18000
"1709",4047,5,10,2,10,8.404,2400
"1710",4048,22,34,15,13,79.94,25000
"1711",4049,14,27,13,7,41.698,90000
"1712",4051,26,34,12,21,85.097,1748
"1713",4053,14,31,12,15,52.676,50000
"1714",4054,11,22,10,13,33.359,45000
"1715",4055,29,32,14,22,93.952,206869
"1716",4056,26,29,12,21,68.436,50000
"1717",4057,22,23,12,18,70.04,35000
"1718",4060,26,32,15,18,84.638,6000
"1719",4062,19,26,14,21,78.162,52000
"1720",4064,28,35,13,18,91.216,20000
"1721",4065,17,26,15,14,69.495,9000
"1722",4067,20,23,11,14,40.633,30000
"1723",4068,9,14,6,6,11.904,22000
"1724",4071,7,13,10,8,20.078,15000
"1725",4077,17,31,11,22,60.404,15000
"1726",4085,10,22,10,8,27.619,11000
"1727",4088,23,32,15,16,78.525,222924
"1728",4089,18,22,13,11,43.387,20000
"1729",4090,19,24,10,8,41.162,58000
"1730",4092,24,26,12,20,60.81,42000
"1731",4093,27,25,14,22,76.602,65000
"1732",4097,24,27,15,22,87.379,66000
"1733",4098,9,16,4,8,12.622,38800
"1734",4103,16,30,12,13,40.437,36500
"1735",4105,18,23,10,12,29.923,3408
"1736",4106,27,35,14,23,94.695,62000
"1737",4107,30,34,14,25,97.965,52000
"1738",4108,21,29,12,16,57.772,23900
"1739",4112,7,12,4,5,2.455,5700
"1740",4113,9,12,9,5,8.489,9600
"1741",4114,20,22,12,17,59.908,34000
"1742",4124,19,30,13,17,64.006,61000
"1743",4128,23,31,12,6,38.548,40000
"1744",4129,23,27,11,16,64.073,45000
"1745",4130,4,6,1,2,0.094,32500
"1746",4131,20,30,13,22,80.354,50000
"1747",4141,12,30,11,12,48.239,6000
"1748",4142,10,24,11,9,30.605,20000
"1749",4145,11,23,9,11,28.605,25000
"1750",4147,14,29,14,11,59.747,32624
"1751",4148,9,26,9,14,27.311,49000
"1752",4153,19,23,11,11,50.374,75000
"1753",4156,8,10,7,7,11.085,68000
"1754",4159,8,29,8,5,20.127,30000
"1755",4161,15,27,13,11,58.278,45000
"1756",4163,18,31,15,16,82.644,29000
"1757",4164,14,29,14,19,67.035,20000
"1758",4171,27,34,13,25,92.381,90000
"1759",4172,28,32,13,23,88.546,34900
"1760",4173,10,20,9,4,9.084,12500
"1761",4175,3,17,3,5,1.181,26000
"1762",4181,14,23,9,12,35.322,15000
"1763",4184,17,22,12,13,42.385,25000
"1764",4191,24,31,15,25,91.533,85300
"1765",4196,7,4,3,6,2.393,23000
"1766",4200,11,13,6,8,17.959,32000
"1767",4201,8,7,4,10,7.973,62000
"1768",4205,5,5,3,8,4.197,32000
"1769",4216,16,28,11,14,71.015,48000
"1770",4219,9,24,10,13,31.476,42000
"1771",4220,17,29,11,9,46.677,15000
"1772",4222,19,35,13,11,73.808,23031
"1773",4225,21,28,10,16,45.245,20000
"1774",4226,29,33,14,22,92.621,85605
"1775",4227,23,32,15,19,88.047,47000
"1776",4228,11,29,10,6,20.119,75000
"1777",4230,28,33,14,17,90.242,89000
"1778",4231,16,26,14,6,53.729,10000
"1779",4235,9,25,7,8,13.072,2000
"1780",4236,26,33,14,21,85.846,58000
"1781",4239,19,21,11,11,37.655,48000
"1782",4240,22,24,11,21,63.549,50000
"1783",4242,12,27,13,8,43.806,48000
"1784",4245,15,29,14,13,64.895,75210
"1785",4247,13,23,6,11,29.616,90000
"1786",4249,17,26,13,16,65.798,26000
"1787",4251,7,19,11,8,25.167,62500
"1788",4252,13,31,13,15,67.444,41000
"1789",4254,11,32,14,8,54.546,8900
"1790",4257,16,32,12,12,46.367,34000
"1791",4263,18,18,4,5,18.668,16000
"1792",4265,23,32,11,12,57.462,27000
"1793",4268,29,35,14,17,82.756,84600
"1794",4274,12,15,7,7,14.209,11550
"1795",4278,23,32,11,16,62.811,80000
"1796",4279,28,33,11,20,65.452,150000
"1797",4280,30,35,14,22,96.079,49000
"1798",4285,13,25,12,11,50.641,40000
"1799",4289,28,34,14,24,95.554,162660
"1800",4290,24,34,14,25,92.849,75419
"1801",4292,21,26,15,19,69.935,38000
"1802",4295,14,30,12,13,41.293,76000
"1803",4296,19,30,13,22,54.79,40000
"1804",4297,16,31,12,18,62.172,88000
"1805",4298,28,29,15,25,92.568,91000
"1806",4299,27,25,13,19,73.296,42000
"1807",4300,25,33,13,21,86.907,56000
"1808",4302,22,33,13,24,80.481,53000
"1809",4303,23,25,8,15,53.555,32000
"1810",4306,23,34,15,17,86.339,32000
"1811",4310,16,30,11,12,53.549,40000
"1812",4312,7,16,1,4,1.645,18000
"1813",4314,9,13,7,7,32.908,30000
"1814",4316,7,30,12,5,31.008,8500
"1815",4318,20,29,14,18,70.744,32000
"1816",4323,15,28,12,8,37.618,15500
"1817",4324,8,20,5,5,12.131,58000
"1818",4326,20,24,12,15,60.762,13200
"1819",4327,27,28,10,22,78.064,38000
"1820",4330,10,17,5,2,6.546,50000
"1821",4333,17,30,9,9,39.194,20000
"1822",4335,10,25,5,4,15.933,67000
"1823",4337,19,32,13,16,68.129,23000
"1824",4338,15,32,12,11,58.604,22000
"1825",4339,20,28,11,17,65.355,12000
"1826",4345,12,28,13,6,34.151,14000
"1827",4348,23,26,10,11,61.514,93000
"1828",4350,30,34,13,24,90.927,26000
"1829",4352,24,34,13,22,82.053,30000
"1830",4353,27,33,11,24,67.705,120000
"1831",4354,17,32,14,13,51.38,20000
"1832",4355,27,33,10,19,68.338,22000
"1833",4358,28,35,15,18,95.835,50000
"1834",4366,21,32,13,14,78.596,70000
"1835",4372,30,33,14,25,96.974,102500
"1836",4374,16,14,8,7,22.964,30000
"1837",4379,27,33,14,19,84.654,38000
"1838",4382,30,34,15,24,98.695,18000
"1839",4386,14,23,6,2,22.421,19900
"1840",4390,12,21,7,6,25.824,34000
"1841",4391,25,33,13,13,62.689,3500
"1842",4392,17,35,14,22,76.762,37000
"1843",4407,23,34,15,24,93.654,185662
"1844",4408,20,29,14,17,77.518,92000
"1845",4409,16,29,8,12,29.568,50000
"1846",4410,25,32,12,9,58.528,63000
"1847",4413,8,18,7,4,11.248,30000
"1848",4417,10,10,2,5,4.607,19000
"1849",4424,28,34,14,13,86.364,93000
"1850",4425,27,35,15,20,93.673,22000
"1851",4426,30,34,15,22,95.855,211052
"1852",4427,17,20,13,12,52.997,45000
"1853",4428,29,35,15,24,99.032,42000
"1854",4429,27,32,15,23,93.797,49938
"1855",4430,26,32,13,12,76.715,48000
"1856",4438,12,29,9,7,31.428,95000
"1857",4447,20,30,15,15,81.671,45291
"1858",4448,22,33,14,24,94.559,95000
"1859",4459,11,24,13,7,38.478,9000
"1860",4461,6,20,7,5,9.581,18000
"1861",4465,15,30,11,18,63.042,15000
"1862",4466,18,21,12,11,46.534,80000
"1863",4468,22,33,12,18,63.044,79000
"1864",4469,6,26,7,7,14.771,31200
"1865",4470,17,31,12,12,60.473,75000
"1866",4471,26,32,15,23,93.33,140000
"1867",4474,8,20,8,3,8.147,30700
"1868",4476,13,22,9,4,21.407,25000
"1869",4478,21,35,15,18,85.068,53000
"1870",4480,28,32,13,25,87.942,202617
"1871",4487,18,31,13,15,73.85,33000
"1872",4488,25,33,15,21,94.247,108000
"1873",4496,18,33,14,15,60.869,47000
"1874",4498,18,24,13,13,61.509,39000
"1875",4499,18,22,10,12,51.094,54300
"1876",4503,7,6,3,9,4.853,18000
"1877",4505,4,18,10,8,22.243,25000
"1878",4506,8,22,10,4,17.592,30000
"1879",4508,27,32,9,18,57.865,72000
"1880",4509,28,32,15,24,98.905,72899
"1881",4511,26,32,11,22,68.723,125000
"1882",4513,25,32,13,20,72.061,48000
"1883",4514,28,32,15,17,83.129,125000
"1884",4517,13,29,8,12,26.623,146000
"1885",4518,10,22,10,8,30.349,70000
"1886",4519,19,25,9,13,38.736,50000
"1887",4520,26,29,11,11,49.905,40000
"1888",4524,18,27,14,11,65.975,50000
"1889",4528,26,33,13,18,65.668,62987
"1890",4531,25,25,12,25,66.623,113000
"1891",4532,28,33,12,19,70.375,73000
"1892",4534,27,33,13,12,72.163,35000
"1893",4536,21,32,13,13,57.342,11000
"1894",4538,17,30,12,18,41.962,40000
"1895",4540,13,20,9,12,32.671,57000
"1896",4541,12,17,4,4,7.177,35000
"1897",4542,7,7,4,10,7.817,34000
"1898",4543,13,14,5,10,18.514,1800
"1899",4544,5,11,5,5,2.96,12000
"1900",4548,27,30,13,24,89.282,100000
"1901",4557,8,13,4,5,4.899,6580
"1902",4560,25,35,12,12,64.81,21000
"1903",4561,14,24,14,15,63.671,16000
"1904",4563,21,28,4,13,43.186,60000
"1905",4565,14,20,11,12,42.885,98000
"1906",4566,24,30,13,20,74.431,90000
"1907",4569,22,31,14,14,76.485,85000
"1908",4570,27,25,14,23,84.593,72000
"1909",4571,24,30,12,12,48.11,27359
"1910",4576,17,21,10,9,35.674,16000
"1911",4579,26,33,14,13,84.059,35000
"1912",4582,18,28,10,13,55.052,50000
"1913",4583,27,28,9,20,70.638,21000
"1914",4586,29,29,11,24,85.959,38154
"1915",4589,13,29,12,8,35.236,38200
"1916",4590,22,33,14,21,74.952,58000
"1917",4592,12,25,11,14,35.574,48000
"1918",4594,18,23,10,10,35.76,25000
"1919",4595,21,25,9,11,41.056,95000
"1920",4596,19,34,13,17,66.351,65000
"1921",4601,12,27,7,6,17.388,30000
"1922",4602,18,34,13,9,60.716,10000
"1923",4604,15,29,11,7,42.318,27412
"1924",4606,30,32,13,22,83.831,15000
"1925",4607,21,31,12,19,58.25,55000
"1926",4609,28,31,14,25,91.857,194757
"1927",4619,11,12,5,9,12.411,9500
"1928",4621,24,29,13,16,66.439,24000
"1929",4623,16,12,4,8,22.535,62000
"1930",4624,11,27,10,10,38.467,27581
"1931",4625,27,28,15,23,81.014,77000
"1932",4626,23,30,14,18,65.198,130000
"1933",4630,26,21,7,15,44.75,130000
"1934",4632,18,27,13,12,60.639,45000
"1935",4633,16,29,9,9,35.588,90000
"1936",4634,22,29,13,14,68.487,355767
"1937",4635,28,32,14,24,92.94,70000
"1938",4636,14,30,12,8,31.028,99000
"1939",4637,4,9,3,6,1.32,25000
"1940",4638,7,8,6,7,4.875,17000
"1941",4641,22,23,8,23,63.72,18000
"1942",4642,20,25,10,16,55.007,90000
"1943",4643,14,20,7,7,24.298,56000
"1944",4646,17,22,11,11,36.39,24000
"1945",4651,15,22,13,7,49.157,25000
"1946",4652,30,35,12,25,92.296,60000
"1947",4662,30,35,15,24,98.483,52000
"1948",4665,24,34,15,19,83.307,15000
"1949",4668,25,30,14,18,81.304,209400
"1950",4669,11,15,10,10,30.372,40000
"1951",4675,14,30,12,12,48.409,38000
"1952",4676,28,30,14,21,86.921,45000
"1953",4678,7,23,5,6,14.358,5000
"1954",4680,18,31,14,14,71.684,14000
"1955",4681,10,11,7,7,10.844,3000
"1956",4683,18,33,14,19,74.499,10000
"1957",4686,28,30,14,24,85.163,84000
"1958",4687,22,29,15,20,84.843,68651
"1959",4692,26,33,14,23,97.585,29000
"1960",4694,21,27,14,20,69.189,4000
"1961",4695,29,35,13,24,92.725,91500
"1962",4698,26,31,9,18,69.532,108000
"1963",4699,23,28,12,17,60.14,137000
"1964",4701,24,24,12,20,59.027,197062
"1965",4702,27,28,13,23,85.659,100000
"1966",4704,16,32,13,16,66.998,5000
"1967",4707,20,28,9,20,65.045,72000
"1968",4710,11,15,8,8,13.195,15000
