"","Subject","Imagazine","Inewspaper","Ilibrary","MotherEd","FatherEd","FamilyIncome78","Race","Gender","Educ","Science","Arith","Word","Parag","Numer","Coding","Auto","Math","Mechanic","Elec","AFQT","Income2005","Esteem1","Esteem2","Esteem3","Esteem4","Esteem5","Esteem6","Esteem7","Esteem8","Esteem9","Esteem10"
"1332",3208,0,1,1,11,12,20000,3,"male",16,21,28,32,15,48,55,21,23,17,18,92.189,135000,2,2,4,2,4,2,2,4,4,4
"1333",3215,1,1,1,12,16,27477,3,"male",12,22,20,34,14,34,34,20,9,24,19,68.957,40000,1,1,4,1,4,1,1,4,4,4
"1334",3218,1,1,1,12,16,25000,3,"female",13,16,14,33,12,21,23,12,9,12,13,50.82,6000,2,2,3,2,3,2,2,2,3,2
"1335",3219,1,1,1,12,16,25000,3,"male",14,19,24,27,11,26,41,21,21,22,18,60.974,72000,1,1,4,1,4,1,1,4,4,4
"1336",3221,1,1,1,12,16,25000,3,"female",12,19,19,29,15,32,44,10,22,16,9,87.803,67000,1,1,4,2,3,2,3,3,3,4
"1337",3224,1,1,0,15,16,35000,3,"male",18,24,27,35,11,33,52,16,23,18,15,77.251,130000,2,2,4,1,4,1,2,4,4,4
"1338",3225,0,1,1,12,14,20000,3,"female",14,16,19,31,15,50,68,15,22,15,11,81.344,6700,2,2,3,2,3,2,2,3,2,3
"1339",3230,0,1,1,9,12,20000,3,"male",10,17,7,17,5,25,5,23,4,21,17,8.961,80000,2,2,3,2,3,3,2,2,2,4
"1340",3231,1,1,1,12,12,28000,3,"female",14,19,22,31,9,31,42,14,12,16,6,61.426,41600,1,1,4,1,4,2,1,4,3,3
"1341",3232,0,1,0,12,8,27500,3,"male",14,18,27,30,10,39,57,17,10,16,14,45.018,27000,2,2,3,2,4,2,2,3,4,3
"1342",3234,0,1,0,12,8,27500,3,"female",15,13,22,33,13,29,50,11,13,14,14,64.311,30000,1,1,3,2,3,2,2,3,3,3
"1343",3235,0,1,0,12,10,27500,3,"male",12,16,26,29,14,38,54,17,15,19,13,74.936,26000,2,2,3,2,3,2,2,2,2,3
"1344",3236,1,1,1,9,12,3000,3,"female",12,20,18,28,14,38,44,13,11,15,10,69.055,3000,1,1,4,1,4,4,1,4,3,4
"1345",3237,1,1,1,10,10,15000,3,"female",13,17,18,27,11,45,78,14,15,16,15,45.032,42000,1,1,4,1,4,1,2,4,4,4
"1346",3238,1,1,1,12,16,33000,2,"female",19,21,18,35,15,34,39,16,23,16,15,85.024,28000,1,1,4,2,4,2,2,4,3,1
"1347",3239,1,1,1,12,12,33000,2,"male",17,24,13,32,13,26,34,15,18,19,18,63.447,30000,1,1,4,1,4,1,1,4,4,4
"1348",3240,0,1,0,12,12,27000,3,"male",19,24,29,33,15,36,45,25,22,23,17,96.819,46000,2,2,4,2,4,2,2,3,3,3
"1349",3242,1,1,1,12,14,14000,3,"female",12,12,18,30,12,44,55,8,12,6,5,55.896,9000,1,1,3,2,4,1,2,3,3,3
"1350",3243,1,1,1,14,15,25000,3,"female",16,18,22,32,12,48,37,14,21,13,15,58.532,50000,1,1,4,1,4,1,1,4,4,4
"1351",3244,1,1,1,14,12,25000,3,"female",18,18,19,29,14,29,49,9,21,16,10,82.18,24000,1,1,3,1,3,2,2,3,3,3
"1352",3246,1,1,0,12,8,16000,3,"male",12,20,20,26,10,40,44,19,10,23,10,38.573,49400,1,1,4,2,3,1,1,3,3,3
"1353",3249,1,1,0,12,17,23000,3,"female",14,16,15,33,11,24,47,8,18,15,9,56.14,25000,2,2,3,2,3,2,2,3,3,3
"1354",3250,1,1,1,12,11,24500,3,"female",14,22,29,35,15,43,59,15,24,18,15,99.453,12000,2,2,3,2,3,2,3,2,3,4
"1355",3252,0,0,1,12,12,8500,3,"female",12,11,13,17,11,49,51,13,9,5,10,28.527,29000,1,1,3,1,4,1,1,4,4,4
"1356",3254,0,0,1,12,12,8500,3,"female",12,10,19,22,14,50,61,13,15,12,6,67.565,26800,2,2,3,2,3,2,2,2,3,3
"1357",3256,1,1,1,17,17,75001,3,"male",20,24,27,35,15,37,50,18,25,23,17,97.873,80000,1,1,4,1,4,1,2,4,4,4
"1358",3257,1,1,1,17,17,20000,3,"male",18,23,29,32,15,35,43,18,25,25,17,98.634,75000,1,1,4,1,4,2,2,4,4,4
"1359",3263,0,0,1,12,11,16000,3,"male",16,25,29,35,14,26,49,17,23,17,19,96.452,89000,1,1,4,1,4,1,1,4,4,4
"1360",3266,1,1,1,12,12,25000,1,"female",16,12,13,30,11,35,37,8,12,9,5,44.505,250,1,1,3,1,3,1,1,3,3,3
"1361",3267,1,1,1,12,12,25000,1,"male",12,19,24,32,13,39,49,8,20,16,10,78.896,23000,2,2,2,3,2,3,3,3,2,2
"1362",3269,1,1,1,9,12,6468,1,"female",14,11,16,23,13,25,42,7,17,6,5,47.051,17000,1,1,4,1,4,1,1,4,2,2
"1363",3273,0,0,1,8,12,5508,1,"female",12,4,8,11,5,16,16,5,10,6,6,10.456,24000,2,2,3,2,1,2,2,3,3,3
"1364",3277,0,1,0,12,12,25000,3,"male",12,24,23,34,15,32,45,25,17,16,16,84.126,60000,1,2,4,2,3,2,3,3,3,4
"1365",3278,1,1,1,12,12,6000,3,"female",19,19,23,34,11,50,50,16,20,12,15,60.446,147,2,2,3,2,3,1,2,3,3,3
"1366",3281,1,0,0,5,14,32000,1,"male",13,19,17,30,11,39,41,11,16,8,9,55.405,37000,2,2,3,2,3,2,2,3,3,3
"1367",3282,0,0,1,2,16,14500,1,"male",13,16,15,22,9,46,57,7,11,17,8,33.772,52000,1,1,4,2,4,1,1,2,3,4
"1368",3284,1,0,1,8,8,19000,3,"male",15,20,13,32,13,29,45,11,6,15,13,50.333,113000,2,2,4,2,4,1,1,4,4,4
"1369",3285,1,0,1,16,10,20000,1,"female",12,15,13,18,5,20,38,3,5,4,4,14.453,30000,2,2,3,2,3,2,2,3,2,3
"1370",3287,0,1,0,10,10,12500,3,"female",13,12,17,16,10,22,25,10,13,13,6,39.989,1800,2,2,3,2,3,2,2,3,3,3
"1371",3289,0,0,1,12,12,27000,3,"male",16,23,28,35,14,41,59,19,22,23,18,94.381,140000,1,1,4,1,4,1,1,4,4,4
"1372",3290,1,1,1,12,12,27000,3,"male",20,21,28,34,14,38,60,15,22,17,13,93.795,150000,1,1,4,1,4,2,1,1,4,4
"1373",3303,1,1,1,14,16,11464,3,"female",16,18,30,32,15,47,47,11,25,16,12,94.269,18000,1,1,3,1,3,1,1,3,2,3
"1374",3307,1,1,1,14,15,36000,2,"male",15,9,10,16,6,30,31,9,13,7,8,21.33,20000,2,2,3,2,3,2,2,3,3,3
"1375",3308,1,1,1,14,15,34500,2,"female",14,11,9,14,7,22,36,6,11,9,5,20.264,20000,1,2,3,1,3,2,2,3,3,3
"1376",3309,1,1,1,12,15,30000,2,"female",17,21,25,35,14,50,62,8,25,10,10,92.951,54000,1,1,3,2,3,2,2,3,3,3
"1377",3310,1,1,0,12,12,5770,2,"male",12,10,11,15,11,20,34,9,9,9,7,27.814,32000,2,2,4,2,4,2,2,4,4,4
"1378",3311,0,1,1,12,11,14000,2,"male",11,6,15,14,7,20,29,12,9,4,8,18.024,25000,1,1,4,1,4,1,2,4,1,1
"1379",3312,1,1,1,13,12,13500,2,"female",15,6,7,19,6,25,45,5,6,9,6,6.887,24000,2,2,3,2,1,2,3,4,4,4
"1380",3319,0,1,1,9,6,10060,3,"male",10,12,10,8,5,18,33,8,10,9,10,15.354,6000,1,1,3,1,3,1,1,3,3,3
"1381",3321,0,0,1,9,6,10060,3,"female",10,4,11,7,3,13,23,5,5,14,5,12.579,21000,1,1,4,1,3,2,2,4,4,4
"1382",3324,1,1,1,12,13,13000,2,"male",12,9,22,10,2,35,22,10,15,9,7,30.357,96000,1,1,4,1,4,2,2,3,3,4
"1383",3325,0,0,0,11,6,2700,2,"female",12,9,8,15,6,22,52,6,4,12,6,4.022,300,2,2,3,2,3,2,2,3,3,3
"1384",3329,1,1,1,5,12,24000,3,"male",12,23,27,29,11,42,56,23,17,21,18,70.007,45000,2,2,3,2,3,2,2,3,3,3
"1385",3330,1,1,1,5,12,22000,3,"male",13,8,12,18,7,20,28,16,7,8,10,21.713,145000,2,2,4,1,3,1,2,3,3,3
"1386",3331,0,1,0,8,7,12000,3,"male",13,14,12,24,8,24,40,22,8,15,12,18.388,32000,1,1,4,1,3,1,2,4,4,4
"1387",3337,1,1,1,12,8,40000,3,"female",18,17,28,32,14,47,56,14,17,19,13,89.081,89000,2,2,3,2,3,2,2,3,3,3
"1388",3338,1,1,1,12,12,20000,3,"female",16,22,26,34,14,39,48,13,21,15,15,89.463,2000,2,2,4,2,3,2,2,3,2,3
"1389",3341,0,1,1,11,12,18000,3,"female",18,10,12,31,12,24,31,9,6,13,6,38.607,39000,1,2,3,1,4,2,2,2,4,4
"1390",3343,1,1,1,10,10,15000,3,"female",10,8,11,21,9,30,51,12,4,13,7,24.527,19968,1,1,4,1,4,1,1,4,4,4
"1391",3346,1,1,1,12,12,21000,3,"male",12,12,11,17,4,31,45,9,8,8,7,19.847,58000,2,2,3,2,3,2,2,2,3,3
"1392",3347,0,1,0,12,12,32000,3,"female",12,15,17,33,11,40,53,10,11,10,12,35.431,40000,1,1,4,1,4,1,1,3,3,4
"1393",3350,0,1,1,12,12,32000,3,"female",14,13,19,26,9,30,44,11,20,11,13,59.694,10000,1,2,3,1,3,2,2,3,3,3
"1394",3352,1,1,1,12,12,25000,3,"female",16,20,22,29,13,47,63,18,22,20,12,76.359,1200,1,2,4,1,4,1,2,3,3,3
"1395",3353,1,1,1,13,14,26000,3,"male",12,10,13,17,7,23,27,22,6,13,7,16.881,44000,2,2,3,2,3,2,3,2,3,3
"1396",3354,0,1,1,13,14,26000,3,"male",14,15,17,25,9,33,27,16,11,8,15,32.157,10000,2,2,3,2,3,2,2,3,3,3
"1397",3355,1,1,1,11,14,7500,3,"female",14,19,24,31,12,50,84,19,18,24,11,62.443,50000,1,1,4,1,4,1,1,4,4,4
"1398",3356,1,1,0,12,12,1300,3,"male",14,17,17,27,12,29,20,18,7,19,15,43.776,2000,2,2,3,3,3,2,3,3,2,2
"1399",3357,1,1,1,12,18,30000,3,"male",18,17,23,24,10,39,25,8,10,7,6,63.141,150490,1,1,4,1,4,1,1,3,3,3
"1400",3359,1,1,1,12,18,30000,3,"male",15,16,28,32,12,21,50,19,18,21,17,72.763,45000,1,1,4,2,4,1,1,4,3,4
"1401",3360,1,1,1,12,15,25000,3,"female",16,11,16,27,11,36,38,10,18,15,8,67.272,32000,1,1,4,1,4,1,1,4,4,4
"1402",3361,0,1,1,12,16,25000,3,"male",20,20,21,29,14,32,47,19,16,19,16,75.092,703637,1,1,4,1,4,1,1,4,4,4
"1403",3374,0,1,0,12,11,25000,3,"male",12,20,19,23,12,22,29,21,14,22,13,51.063,68000,2,2,3,2,3,2,2,3,2,3
"1404",3375,1,1,1,12,12,50000,3,"male",14,20,10,33,15,26,30,24,6,19,16,48.318,50000,1,1,4,2,4,2,1,3,4,4
"1405",3376,1,1,0,12,12,50000,3,"male",18,22,20,34,13,36,34,21,12,21,16,74.979,73000,2,2,3,2,3,2,2,3,3,3
"1406",3378,1,1,0,12,12,25000,3,"female",16,12,21,24,15,50,58,11,15,15,8,58.958,8220,1,1,3,2,3,2,2,3,3,3
"1407",3379,1,1,0,12,12,25000,3,"male",18,19,29,26,12,45,58,20,25,21,18,81.031,99000,1,1,4,1,4,1,2,3,4,4
"1408",3380,1,1,0,12,12,50000,3,"male",14,22,26,35,14,49,76,24,22,25,18,90.763,900,1,1,4,1,4,2,2,3,3,3
"1409",3381,1,1,0,12,12,50000,3,"male",12,16,28,29,13,38,55,20,23,20,15,79.141,125000,1,1,4,2,3,2,2,3,3,3
"1410",3387,1,1,1,18,20,28000,2,"female",16,17,21,33,11,38,59,16,19,13,12,65.907,45000,2,2,3,2,3,2,2,3,2,3
"1411",3389,0,1,0,12,19,15000,3,"male",12,18,30,32,12,32,31,24,19,21,17,72.59,60000,1,1,4,1,4,1,1,4,4,4
"1412",3390,1,1,1,17,17,50000,2,"male",20,23,30,32,12,48,70,24,23,21,19,80.348,80000,1,1,4,1,4,2,2,4,4,4
"1413",3391,1,1,1,16,18,30000,2,"male",17,25,30,35,15,38,63,22,25,23,19,100,30824,1,1,4,1,4,1,2,2,3,4
"1414",3392,1,1,1,14,12,26000,2,"male",13,14,11,30,11,25,37,20,10,16,12,33.465,45000,2,2,4,2,4,2,2,4,4,4
"1415",3393,1,1,1,17,16,40000,2,"female",17,14,7,26,7,30,35,4,9,2,6,27.639,25000,1,1,4,1,4,1,2,4,4,4
"1416",3394,1,1,1,14,14,35000,2,"male",19,17,18,30,14,50,60,13,15,16,13,65.826,85000,1,1,1,1,1,1,1,1,1,1
"1417",3397,1,1,1,12,12,25000,3,"female",12,13,14,22,11,44,71,6,17,7,5,48.483,13000,1,2,4,2,4,2,2,3,3,4
"1418",3401,0,1,0,12,12,33000,3,"male",13,14,12,27,13,37,51,17,6,21,12,35.316,32000,1,1,4,1,4,1,1,4,4,4
"1419",3403,1,1,1,8,12,5000,3,"male",12,18,16,31,13,33,17,16,9,12,13,52.847,120000,1,1,4,1,4,1,1,4,4,4
"1420",3405,1,1,0,12,12,19000,3,"male",13,16,28,31,13,50,53,8,22,17,15,95.206,43500,1,1,4,2,3,1,1,4,3,4
"1421",3406,1,1,1,12,16,35000,3,"female",17,20,19,33,14,33,42,11,18,12,10,87.896,38500,1,1,3,2,4,2,2,4,2,3
"1422",3410,1,1,1,12,12,40000,3,"male",16,17,25,30,13,41,40,20,20,21,16,73.196,65000,2,2,4,2,4,2,2,2,4,4
"1423",3413,0,1,1,12,10,27500,3,"female",12,19,29,32,13,44,68,15,22,16,18,73.678,36000,1,1,4,1,4,1,1,4,4,4
"1424",3417,1,0,1,12,12,15000,3,"male",12,17,13,26,9,48,56,14,11,12,10,41.461,8000,2,2,3,2,3,2,2,3,3,3
"1425",3418,1,1,1,13,12,15000,3,"female",12,14,13,20,12,46,62,15,11,11,8,46.63,46000,1,1,4,1,4,1,1,4,4,4
"1426",3420,1,1,1,16,14,40000,3,"male",14,19,25,33,12,27,29,16,24,15,15,76.206,72000,1,1,4,1,4,1,1,4,4,4
"1427",3421,1,1,1,16,16,35000,3,"female",13,22,17,33,15,27,48,12,13,15,15,77.549,105000,2,2,3,2,3,2,2,3,3,3
"1428",3422,1,0,1,16,12,35000,3,"female",18,22,22,26,13,36,46,15,21,16,15,75.246,2000,2,2,4,2,4,2,2,4,4,4
"1429",3423,1,1,1,13,12,25000,3,"female",16,21,27,34,13,49,68,11,23,15,15,89.754,27000,2,2,3,2,3,2,2,3,2,3
"1430",3424,1,1,1,13,12,4000,3,"female",14,20,26,34,14,49,65,8,22,18,11,86.745,33000,1,1,4,2,4,2,2,3,3,4
"1431",3425,1,1,1,13,12,4000,3,"male",13,22,26,31,11,40,49,18,19,20,16,79.069,77000,1,1,4,2,4,2,2,3,3,4
"1432",3429,1,1,1,16,16,6100,3,"female",16,22,30,35,13,45,69,18,21,20,13,84.702,200,2,2,4,2,4,2,2,4,4,4
"1433",3431,1,1,1,16,16,50000,3,"male",17,25,30,35,14,32,52,24,25,24,20,100,171428,2,2,2,2,2,2,2,3,3,2
"1434",3432,1,1,1,14,16,30000,3,"female",13,21,29,34,14,45,51,14,23,21,12,92.486,24626,2,2,3,2,3,2,2,3,2,3
"1435",3433,1,1,1,14,17,60000,3,"female",16,16,30,32,12,48,79,14,20,14,15,68.906,4000,1,1,4,1,4,2,2,4,4,4
"1436",3436,0,0,0,5,2,10000,1,"female",8,0,0,0,0,30,0,0,0,0,0,0,8000,1,1,3,2,3,1,1,3,2,4
"1437",3438,0,0,0,8,2,1000,1,"female",7,0,0,0,0,29,0,0,0,0,0,0,14000,2,2,3,2,3,2,2,3,3,3
"1438",3440,0,0,0,6,6,4000,3,"male",11,8,14,16,6,32,51,10,6,11,11,12.346,61000,2,2,3,1,4,2,3,3,3,4
"1439",3444,1,1,1,10,8,9300,3,"female",12,14,8,22,10,43,62,11,12,11,9,25.156,19200,1,1,4,1,4,1,2,4,4,4
"1440",3452,0,1,1,12,12,24000,3,"female",12,10,21,21,10,37,23,14,11,12,9,44.827,20000,1,1,4,1,4,1,2,3,4,4
"1441",3455,1,1,1,14,12,25000,3,"male",12,18,24,30,12,33,41,22,17,20,15,63.061,61200,2,1,4,2,4,2,2,4,4,4
"1442",3456,1,1,1,14,12,25000,3,"female",12,14,13,26,13,23,27,16,9,6,8,39.194,10000,2,2,4,2,4,2,2,4,4,4
"1443",3457,1,1,1,14,12,25000,3,"female",14,11,12,18,6,33,23,8,6,7,4,14.135,26000,1,1,2,2,3,2,2,2,2,3
"1444",3458,1,1,1,14,12,25000,3,"female",14,10,11,20,11,29,51,10,6,8,4,25.83,28000,1,1,3,2,3,2,1,3,3,3
"1445",3463,1,1,1,16,13,24000,3,"male",16,10,17,25,14,30,48,11,12,15,13,63.241,57000,1,1,4,1,4,1,1,4,4,4
"1446",3464,1,1,1,12,16,20000,3,"male",16,22,27,34,14,32,37,22,24,23,17,96.279,96000,2,1,4,2,4,1,2,4,4,4
"1447",3465,1,1,1,12,16,20000,3,"female",12,15,26,30,13,42,53,13,19,12,11,82.154,35000,2,1,4,1,4,1,1,4,4,4
"1448",3466,1,1,1,12,16,20000,3,"male",16,22,20,32,14,34,44,19,19,20,14,88.224,60000,1,1,4,1,3,2,2,3,3,3
"1449",3467,1,1,1,12,12,40000,3,"female",12,14,11,34,13,18,37,12,6,9,9,43.428,17000,1,1,3,1,4,1,1,3,3,3
"1450",3468,1,1,1,12,12,60000,3,"male",15,20,28,34,15,36,55,22,23,16,18,94.705,72000,1,1,4,2,4,2,2,4,4,4
"1451",3471,0,1,1,12,12,17000,3,"male",12,12,8,22,8,30,36,15,10,13,10,18.838,40000,2,1,4,1,4,2,2,4,4,4
"1452",3475,0,1,1,14,12,2000,3,"female",12,13,8,17,8,28,62,6,9,7,10,18.263,26000,1,1,3,3,3,2,2,1,2,3
"1453",3477,1,1,1,12,13,17000,3,"female",14,18,14,35,12,29,24,15,13,12,9,63.21,18520,1,1,3,2,2,3,3,3,2,2
"1454",3479,0,1,1,12,12,34000,3,"male",12,14,17,23,6,30,36,17,11,10,14,39.476,80000,1,1,3,2,4,1,1,3,3,3
"1455",3481,1,1,1,12,20,15500,3,"female",14,17,22,34,11,50,66,12,17,12,12,65.371,47000,1,1,4,1,4,2,2,3,3,3
"1456",3482,0,1,0,3,1,17000,3,"male",13,8,13,20,6,23,28,6,7,13,12,14.447,65000,2,1,3,1,3,1,1,2,2,3
"1457",3487,1,1,1,12,12,28000,3,"female",12,12,16,23,9,45,62,10,12,11,3,34.632,39000,1,1,1,1,4,1,1,1,1,1
"1458",3491,1,1,0,11,10,30000,3,"female",12,9,14,19,9,36,50,14,8,14,9,21.083,13000,2,2,3,2,3,2,2,3,3,3
"1459",3492,0,1,0,12,8,9713,3,"male",12,17,18,28,13,28,42,19,14,16,18,66.416,47000,1,1,4,2,4,1,2,4,4,4
"1460",3493,1,1,1,10,10,15800,3,"male",12,22,24,31,12,30,48,24,12,23,19,56.788,40000,1,1,3,2,3,1,2,3,3,3
"1461",3494,0,0,1,12,12,33040,3,"male",13,17,23,30,12,32,33,19,12,14,12,51.167,87000,2,2,3,3,3,2,2,2,3,3
"1462",3495,1,1,1,9,10,16000,3,"male",12,18,20,26,11,31,43,21,13,16,17,36.121,80000,2,2,4,2,3,2,2,3,3,3
"1463",3496,0,1,1,11,5,22000,3,"female",14,11,20,31,14,49,71,15,13,11,11,63.829,24600,2,2,4,2,4,2,2,4,4,4
"1464",3497,1,1,0,11,8,26000,3,"male",15,22,26,32,13,31,37,17,22,15,15,91.675,77000,2,2,3,2,4,3,3,2,3,3
"1465",3502,0,1,1,6,10,23904,1,"female",12,14,19,28,12,38,67,13,10,12,10,43.096,41000,1,1,4,1,4,1,1,4,4,4
"1466",3503,1,1,0,12,12,17000,3,"male",12,23,26,31,13,48,50,24,12,16,16,56.814,88000,2,2,3,2,3,2,2,3,3,3
"1467",3505,0,1,0,12,12,34000,3,"female",14,19,17,32,13,48,75,17,11,11,15,56.313,67000,2,2,3,1,3,1,2,3,3,3
"1468",3506,1,1,0,14,12,34000,3,"female",16,17,22,34,14,37,45,21,18,18,14,79.063,18000,1,1,4,1,4,2,2,3,2,3
"1469",3508,1,1,1,12,12,20000,3,"female",12,9,7,24,6,37,41,9,10,5,5,21.706,18000,2,2,3,2,3,2,2,3,3,3
"1470",3511,1,0,1,8,12,20000,3,"female",12,14,20,34,13,50,53,11,19,16,10,81.893,16000,2,1,4,2,3,1,2,3,3,4
"1471",3513,0,1,1,9,12,23000,3,"male",12,14,10,26,8,38,18,24,7,20,18,18.312,27000,1,2,4,1,4,1,2,3,3,4
"1472",3514,1,1,0,12,11,62000,3,"female",12,20,19,33,13,40,63,11,15,9,9,74.184,24000,1,2,4,1,4,2,2,2,2,3
"1473",3515,1,1,1,16,18,3526,3,"male",18,24,29,34,15,47,53,23,24,23,20,99.396,97000,1,1,4,2,4,2,2,2,3,3
"1474",3521,0,1,0,12,12,29800,3,"male",14,13,15,25,10,28,45,11,12,11,6,40.802,44000,2,2,3,2,3,2,2,3,3,3
"1475",3522,0,1,0,11,12,17000,3,"female",12,11,10,16,3,23,11,4,7,3,6,13.607,500,2,2,2,1,3,2,2,2,2,2
"1476",3524,1,1,1,11,12,10000,3,"female",13,15,10,25,11,27,68,8,6,9,8,27.02,52000,1,1,3,1,4,1,1,4,4,4
"1477",3527,0,1,0,12,10,39000,3,"female",12,17,21,29,12,35,51,10,15,8,7,58.406,3800,2,2,3,2,3,2,2,3,3,3
"1478",3530,1,1,0,14,16,34000,3,"male",16,22,28,33,15,40,56,19,23,20,17,95.493,62000,1,1,4,1,4,2,2,2,3,4
"1479",3531,1,1,1,12,16,50000,3,"female",13,21,23,33,13,31,63,19,18,22,16,65.807,11000,2,2,4,2,3,2,2,3,3,3
"1480",3533,1,1,0,12,12,17178,3,"male",14,24,26,31,14,50,69,24,24,23,17,85.393,135000,2,2,3,2,3,2,2,3,3,3
"1481",3535,1,1,0,16,17,48000,1,"female",19,22,28,33,15,49,64,18,22,19,13,92.404,82376,1,1,3,1,4,1,2,2,4,4
"1482",3537,1,1,1,12,14,25000,3,"female",12,15,12,31,13,22,18,7,12,11,15,38.672,26000,1,1,4,1,4,1,1,4,3,4
"1483",3538,1,1,1,12,12,23000,2,"male",12,21,23,33,12,34,48,19,19,19,13,67.319,33900,2,2,3,2,3,2,2,3,3,3
"1484",3540,0,1,1,11,16,10000,2,"male",11,11,11,29,10,23,31,10,11,8,8,36.551,37000,2,2,3,2,3,2,2,3,3,3
"1485",3543,0,1,1,11,7,16000,2,"female",12,9,15,17,6,30,43,4,10,7,6,29.695,18000,1,1,4,1,4,1,2,4,4,4
"1486",3544,1,1,1,11,11,20000,2,"female",12,5,6,12,8,29,17,0,6,10,6,5.665,3200,2,2,3,2,3,2,2,3,3,3
"1487",3545,1,1,1,12,11,20000,2,"female",14,14,10,26,11,34,46,9,10,10,12,40.382,31000,1,1,4,1,4,1,2,4,4,4
"1488",3546,0,1,1,12,11,20000,2,"female",15,14,16,26,10,30,41,9,14,11,7,55.054,65000,2,1,4,1,4,2,3,4,4,4
"1489",3547,1,1,1,12,10,21000,2,"female",14,8,15,24,11,44,47,8,15,12,9,40.401,35000,1,1,4,1,4,1,1,3,4,4
"1490",3548,1,1,1,12,10,21000,2,"female",14,11,10,17,7,35,22,9,10,12,6,23.819,40000,1,1,4,1,4,1,1,3,4,4
"1491",3549,1,1,1,8,8,17000,3,"female",12,11,11,24,11,28,40,7,8,7,11,29.121,1500,2,2,3,1,3,2,2,3,2,2
"1492",3550,1,1,1,9,9,15300,3,"male",12,15,28,25,12,45,44,23,16,17,17,62.616,25000,2,2,3,2,3,2,2,3,3,3
"1493",3551,1,1,1,10,9,15000,3,"female",16,20,27,34,14,48,70,10,23,14,12,95.741,65000,2,2,4,2,4,2,2,4,4,4
"1494",3552,1,1,1,10,9,15000,3,"female",14,14,21,31,12,46,61,12,21,12,11,83.704,38000,1,1,4,1,4,1,1,4,4,4
"1495",3553,0,1,0,11,9,12000,3,"male",12,17,29,24,14,45,57,20,20,22,11,78.494,55000,2,2,3,2,3,2,2,3,3,3
"1496",3554,0,1,1,11,9,12000,3,"female",10,9,24,14,13,50,37,12,20,13,10,65.232,38000,1,2,4,2,4,1,2,3,3,3
"1497",3558,0,1,1,14,12,18600,3,"female",17,14,21,24,14,49,69,10,18,10,8,72.743,96000,1,1,4,1,4,2,1,3,3,3
"1498",3559,1,1,1,9,13,11200,3,"male",12,24,26,35,13,49,38,21,18,20,18,83.662,60000,2,2,3,2,3,2,2,3,3,4
"1499",3561,1,1,0,12,10,14000,3,"male",12,10,9,11,0,11,19,11,7,7,4,4.231,42000,2,2,3,2,3,2,2,3,2,3
"1500",3562,0,1,0,10,8,22000,3,"male",12,14,12,15,8,34,44,11,9,10,8,16.231,5000,2,2,3,2,3,2,2,3,3,3
"1501",3563,0,1,1,10,8,22000,3,"male",12,14,23,9,5,30,40,12,9,13,7,25.734,34000,2,2,3,2,3,2,2,3,2,3
"1502",3565,1,1,1,12,8,13500,3,"female",12,20,25,31,14,50,70,9,23,17,14,84.823,36000,2,2,3,2,3,2,2,3,2,3
"1503",3567,1,1,0,12,12,21684,3,"male",14,17,28,26,13,41,62,23,19,20,15,62.489,2760,2,2,3,2,3,2,2,3,4,4
"1504",3569,1,1,0,12,12,21684,3,"male",12,13,7,22,10,29,60,17,3,19,8,19.175,42000,1,1,3,2,3,2,2,2,3,3
"1505",3570,0,1,0,9,9,22556,3,"male",9,12,9,13,4,35,38,12,4,12,6,4.347,56000,2,2,3,2,3,2,2,3,3,3
"1506",3572,1,0,0,9,10,22556,3,"female",10,7,8,15,11,31,41,8,5,7,12,18.677,14000,2,2,3,2,3,2,2,3,3,3
"1507",3574,1,1,1,11,8,24000,3,"female",12,20,29,35,14,49,80,14,25,22,14,98.092,47000,1,1,4,2,4,2,2,4,4,4
"1508",3575,0,1,0,12,12,30000,3,"male",12,18,19,28,8,46,71,23,9,21,16,28.797,56000,2,1,3,2,4,1,2,3,3,3
"1509",3579,1,1,0,8,8,32500,3,"male",12,15,23,28,12,43,59,19,12,23,15,42.908,45000,1,2,3,2,3,2,2,3,2,3
"1510",3580,1,1,0,12,13,18000,3,"male",12,18,22,31,15,44,58,23,16,23,15,75.229,36000,1,1,4,1,1,2,2,4,4,4
"1511",3581,1,1,1,12,12,2000,3,"male",16,21,17,33,13,45,56,23,13,23,18,55.513,129000,1,1,4,2,4,1,2,3,4,4
"1512",3582,1,1,1,12,14,36000,3,"male",18,24,24,32,13,50,74,17,21,15,14,77.911,150000,2,2,3,2,3,2,2,3,3,3
"1513",3583,1,1,1,12,14,36000,3,"male",19,25,30,34,15,45,74,17,25,16,9,99.022,100000,2,2,3,2,3,2,2,3,3,3
"1514",3584,1,1,1,12,12,19000,3,"female",12,14,11,23,10,31,66,8,5,12,11,18.188,16000,1,1,3,1,4,2,2,3,2,3
"1515",3585,1,1,1,12,12,19000,3,"male",16,22,30,33,14,49,70,15,25,15,16,94.65,159168,2,2,3,2,3,2,2,3,3,3
"1516",3587,1,1,1,12,16,12361,3,"male",14,24,22,34,14,45,60,23,19,22,16,76.091,43000,1,1,4,1,4,1,1,4,4,4
"1517",3588,1,0,1,12,16,12361,3,"male",18,24,7,34,13,40,51,17,24,23,16,71.155,60000,2,2,3,2,3,2,2,3,3,3
"1518",3589,1,1,1,12,12,31700,3,"male",12,17,24,28,11,45,62,22,14,17,16,51.56,50987,1,1,4,1,4,1,1,4,4,4
