"","Gene","GeneName","pValue"
"10537",10537,"AT5G46260",0.003672918
"10538",10538,"AT5G52980",0.075619811
"10539",10539,"AT5G55210",0.010668389
"10540",10540,"AT5G58770",0.540446804
"10541",10541,"AT5G59730",0.6259345
"10542",10542,"AT1G01350",0.554077343
"10543",10543,"AT1G02990",0.373021161
"10544",10544,"AT1G23840",0.65770627
"10545",10545,"AT1G26640",0.081390997
"10546",10546,"AT1G27200",0.592695764
"10547",10547,"AT1G47056",0.84738801
"10548",10548,"AT1G55620",0.32890721
"10549",10549,"AT1G64150",0.000514215
"10550",10550,"AT1G74440",0.757715219
"10551",10551,"AT2G16380",0.335786006
"10552",10552,"AT2G23890",0.043774814
"10553",10553,"AT2G24390",0.042548094
"10554",10554,"AT2G31865",0.004879921
"10555",10555,"AT2G32880",0.333435713
"10556",10556,"AT2G38560",0.462635929
"10557",10557,"AT2G42300",0.384317885
"10558",10558,"AT3G15610",0.124706079
"10559",10559,"AT3G22420",0.74095283
"10560",10560,"AT3G24460",0.746399543
"10561",10561,"AT3G28910",0.613276997
"10562",10562,"AT3G54150",0.000399852
"10563",10563,"AT3G61850",0.871446601
"10564",10564,"AT4G14605",0.247733279
"10565",10565,"AT4G33140",0.084918843
"10566",10566,"AT5G02710",0.039227824
"10567",10567,"AT5G05670",0.441220622
"10568",10568,"AT5G23580",0.563603151
"10569",10569,"AT5G25150",0.847387724
"10570",10570,"AT5G27740",0.812915156
"10571",10571,"AT5G40010",0.914849829
"10572",10572,"AT5G43580",0.040846931
"10573",10573,"AT5G66750",0.849019223
"10574",10574,"AT1G10380",0.932659964
"10575",10575,"AT1G11200",0.141474745
"10576",10576,"AT1G28390",0.299747281
"10577",10577,"AT1G32928",0.346082795
"10578",10578,"AT1G34760",0.090563546
"10579",10579,"AT1G43910",0.122989228
"10580",10580,"AT1G45165",0.24893189
"10581",10581,"AT1G52160",0.559086499
"10582",10582,"AT1G57660",0.96071049
"10583",10583,"AT1G63180",0.29146934
"10584",10584,"AT1G65486",0
"10585",10585,"AT1G66890",0.041969395
"10586",10586,"AT1G67720",0.53750964
"10587",10587,"AT2G23290",0.104082345
"10588",10588,"AT2G24100",0.951574225
"10589",10589,"AT2G24240",0.588110224
"10590",10590,"AT2G25190",0.655845887
"10591",10591,"AT2G26190",0.949505428
"10592",10592,"AT2G38130",0.260717927
"10593",10593,"AT2G40970",0.044938229
"10594",10594,"AT2G42350",0.004506606
"10595",10595,"AT3G06420",0.020538856
"10596",10596,"AT3G11290",0.174759793
"10597",10597,"AT3G18240",0.269849977
"10598",10598,"AT3G22840",0.234464291
"10599",10599,"AT3G24200",0.116655
"10600",10600,"AT3G26370",0.791094475
"10601",10601,"AT3G57180",0.282324075
"10602",10602,"AT3G57785",0.236761631
"10603",10603,"AT4G17410",0.773828263
"10604",10604,"AT4G26310",0.465430642
"10605",10605,"AT4G37020",0.03466848
"10606",10606,"AT5G05470",0.007696302
"10607",10607,"AT5G14700",0.046520026
"10608",10608,"AT5G19310",0.543459771
"10609",10609,"AT5G19530",0.457122267
"10610",10610,"AT5G48560",0.20495436
"10611",10611,"AT5G49900",0.293416234
"10612",10612,"AT5G50740",0.020263041
"10613",10613,"AT5G56660",0.453530139
"10614",10614,"AT5G57220",0.001510516
"10615",10615,"AT5G58700",0.043342185
"10616",10616,"AT5G65000",0.945980656
"10617",10617,"AT5G65890",0.603203714
"10618",10618,"AT5G67530",0.291662002
"10619",10619,"AT1G14460",0.403142352
"10620",10620,"AT1G21410",0.105370349
"10621",10621,"AT1G21520",0.011552383
"10622",10622,"AT1G21540",0.521667637
"10623",10623,"AT1G21880",0.855120531
"10624",10624,"AT1G25520",0.047619242
"10625",10625,"AT1G26290",0.531968895
"10626",10626,"AT1G34360",0.538324655
"10627",10627,"AT1G55970",0.017693701
"10628",10628,"AT1G61260",0.480829707
"10629",10629,"AT1G72175",0.278824828
"10630",10630,"AT1G74720",0.08662421
"10631",10631,"AT1G78230",0.283861465
"10632",10632,"AT2G21640",0.422797363
"10633",10633,"AT2G34710",0.02093786
"10634",10634,"AT2G40090",0.216347032
"10635",10635,"AT2G40095",0.012840073
"10636",10636,"AT3G09470",0.353929553
"10637",10637,"AT3G14840",0.124433065
"10638",10638,"AT3G17340",0.999862258
"10639",10639,"AT3G18040",0.340019457
"10640",10640,"AT3G22950",0.277065392
"10641",10641,"AT3G25597",0.962279883
"10642",10642,"AT3G42950",0.152707113
"10643",10643,"AT3G63130",0.067563671
"10644",10644,"AT4G01660",0.035350095
"10645",10645,"AT4G13200",0.551706757
"10646",10646,"AT4G27750",0.598324292
"10647",10647,"AT4G28850",0.878522802
"10648",10648,"AT4G32320",0.005855174
"10649",10649,"AT4G32930",0.011073125
"10650",10650,"AT4G37080",0.024920843
"10651",10651,"AT5G06430",0.392934681
"10652",10652,"AT5G20680",0.445392168
"10653",10653,"AT5G24110",0.001729318
"10654",10654,"AT5G24420",0.56204956
"10655",10655,"AT5G39850",0.663349363
"10656",10656,"AT5G42825",0.15288648
"10657",10657,"AT5G48440",0.848767116
"10658",10658,"AT5G50780",0.567457896
"10659",10659,"AT5G52020",0.619102131
"10660",10660,"AT5G53280",0.63017241
"10661",10661,"AT5G59770",0.801518677
"10662",10662,"AT5G63550",0.744818651
"10663",10663,"AT5G66860",0.046556034
"10664",10664,"AT1G04870",0.004089585
"10665",10665,"AT1G08620",0.350314032
"10666",10666,"AT1G09910",0.297077398
"10667",10667,"AT1G11400",0.137864877
"10668",10668,"AT1G15885",0.461353637
"10669",10669,"AT1G15940",0.856790625
"10670",10670,"AT1G18650",0.365534738
"10671",10671,"AT1G23870",0.023611192
"10672",10672,"AT1G28395",0.466666022
"10673",10673,"AT1G50740",0.431623376
"10674",10674,"AT1G65320",0.181046283
"10675",10675,"AT1G72090",0.4218667
"10676",10676,"AT1G72470",0.600912715
"10677",10677,"AT1G73325",0.611304011
"10678",10678,"AT1G73660",0.32573635
"10679",10679,"AT2G01180",0.007072772
"10680",10680,"AT2G11000",0.95045309
"10681",10681,"AT2G16405",0.441681732
"10682",10682,"AT2G19460",0.259600522
"10683",10683,"AT2G19800",0.001229217
"10684",10684,"AT2G23420",0.623592313
"10685",10685,"AT2G23950",0.497141544
"10686",10686,"AT2G40960",0.458024727
"10687",10687,"AT2G45030",0.847731299
"10688",10688,"AT2G46450",0.660364644
"10689",10689,"AT3G05710",0.963115452
"10690",10690,"AT3G10405",0.12172623
"10691",10691,"AT3G10980",0.956685466
"10692",10692,"AT3G13350",0.812303813
"10693",10693,"AT3G15940",0.42772596
"10694",10694,"AT3G17310",0.265977029
"10695",10695,"AT3G17470",0.489297517
"10696",10696,"AT3G43740",0.564221398
"10697",10697,"AT3G53611",0.917649461
"10698",10698,"AT3G54130",0.357010174
"10699",10699,"AT4G00930",0.143277323
"10700",10700,"AT4G12460",0.135782877
"10701",10701,"AT4G21670",0.074576701
"10702",10702,"AT4G31115",0.279450788
"10703",10703,"AT4G33110",0.010886707
"10704",10704,"AT4G33560",0.281042033
"10705",10705,"AT4G35460",0.627511123
"10706",10706,"AT4G38090",0.11549166
"10707",10707,"AT5G18525",0.470103572
"10708",10708,"AT5G23080",0.441094377
"10709",10709,"AT5G43700",0.305703567
"10710",10710,"AT5G43810",0.031071424
"10711",10711,"AT5G47660",0.426544905
"10712",10712,"AT5G54920",0.826699781
"10713",10713,"AT1G03730",0.025905121
"10714",10714,"AT1G12220",0.344390771
"10715",10715,"AT1G13730",0.011942429
"10716",10716,"AT1G48635",0.844755509
"10717",10717,"AT1G58420",0.324392589
"10718",10718,"AT1G68190",0.022988553
"10719",10719,"AT1G69330",0.088219252
"10720",10720,"AT1G76130",0.211616385
"10721",10721,"AT2G14530",0.933289594
"10722",10722,"AT2G25480",0.656006086
"10723",10723,"AT2G26710",0.971580422
"10724",10724,"AT2G29720",0.003664159
"10725",10725,"AT2G43780",0.449495975
"10726",10726,"AT2G46090",0.999940356
"10727",10727,"AT3G03010",0.801012839
"10728",10728,"AT3G03305",0.705434178
"10729",10729,"AT3G04880",0.311173383
"10730",10730,"AT3G09180",0.292838913
"10731",10731,"AT3G20670",0.32478494
"10732",10732,"AT3G21250",0.024124444
"10733",10733,"AT3G27906",0.017033248
"10734",10734,"AT3G50340",0.282594143
"10735",10735,"AT3G53280",0.191244628
"10736",10736,"AT3G55040",0.094723472
"10737",10737,"AT4G00420",0.909775273
"10738",10738,"AT4G02195",0.809956502
"10739",10739,"AT4G09180",0.999998136
"10740",10740,"AT4G13640",0.145798513
"10741",10741,"AT4G14920",0.017065473
"10742",10742,"AT4G23910",0.225774643
"10743",10743,"AT4G26210",0.003434928
"10744",10744,"AT4G33495",0.319122672
"10745",10745,"AT5G01790",0.022031972
"10746",10746,"AT5G07870",0.567984802
"10747",10747,"AT5G07960",0.817532386
"10748",10748,"AT5G07980",0.129911632
"10749",10749,"AT5G08620",0.344386169
"10750",10750,"AT5G10690",8.18589e-05
"10751",10751,"AT5G19930",0.030939854
"10752",10752,"AT5G20360",0.185298414
"10753",10753,"AT5G26230",0.044605191
"10754",10754,"AT5G44410",0.202554219
"10755",10755,"AT5G46620",0.495920052
"10756",10756,"AT5G49555",0.074745984
"10757",10757,"AT5G49630",0.441609616
"10758",10758,"AT5G52870",0.000940717
"10759",10759,"AT5G60940",0.047331439
"10760",10760,"AT5G64180",0.126130733
"10761",10761,"AT5G65520",0.720237709
"10762",10762,"AT1G03150",0.429230912
"10763",10763,"AT1G09390",0.235615606
"10764",10764,"AT1G15880",0.02024454
"10765",10765,"AT1G21100",0.000273553
"10766",10766,"AT1G22270",0.030287456
"10767",10767,"AT1G29990",0.555498158
"10768",10768,"AT1G59700",0.008663939
"10769",10769,"AT1G62310",0.589219371
"10770",10770,"AT1G68620",1.73585e-05
"10771",10771,"AT1G78820",1.8979e-11
"10772",10772,"AT1G79520",0.008003096
"10773",10773,"AT2G17787",0.638051393
"10774",10774,"AT2G20740",0.269980139
"10775",10775,"AT2G27110",0.042252403
"10776",10776,"AT2G30000",0.916282621
"10777",10777,"AT2G31680",0.816852169
"10778",10778,"AT2G33860",0.039252634
"10779",10779,"AT2G43590",0.001764157
"10780",10780,"AT3G02650",0.352159793
"10781",10781,"AT3G14280",0.034742814
"10782",10782,"AT3G17430",0.955283388
"10783",10783,"AT3G22800",0.931320116
"10784",10784,"AT3G28430",0.283259559
"10785",10785,"AT3G28580",0.099335814
"10786",10786,"AT3G50880",0.541033735
"10787",10787,"AT4G04620",0.046724229
"10788",10788,"AT4G04740",0.02991281
"10789",10789,"AT4G11090",0.944980644
"10790",10790,"AT4G11860",0.034681947
"10791",10791,"AT4G19180",0.396937596
"10792",10792,"AT4G21470",0.298445648
"10793",10793,"AT4G27690",0.220843598
"10794",10794,"AT4G30930",0.452980625
"10795",10795,"AT4G37630",0.936081289
"10796",10796,"AT4G37800",0.001430547
"10797",10797,"AT5G07120",0.937272273
"10798",10798,"AT5G12180",0.809335762
"10799",10799,"AT5G17670",0.215863088
"10800",10800,"AT5G48360",0.1664836
"10801",10801,"AT5G54490",0.226030838
"10802",10802,"AT5G58090",0.022967356
"10803",10803,"AT5G64816",0.510081493
"10804",10804,"AT5G66820",0.214904658
"10805",10805,"AT1G04280",0.848969762
"10806",10806,"AT1G13380",0.07276189
"10807",10807,"AT1G15110",0.096388799
"10808",10808,"AT1G15180",0.003036854
"10809",10809,"AT1G21790",0.693622659
"10810",10810,"AT1G23360",0.999999865
"10811",10811,"AT1G32960",0.036936955
"10812",10812,"AT1G33270",0.707905633
"10813",10813,"AT1G47870",0.062939887
"10814",10814,"AT1G48050",0.504899183
"10815",10815,"AT1G61667",0.684553957
"10816",10816,"AT2G04378",0.021502508
"10817",10817,"AT2G04540",0.909263996
"10818",10818,"AT2G17110",0.507944623
"10819",10819,"AT2G19860",0.108239846
"10820",10820,"AT2G39805",0.07031867
"10821",10821,"AT2G43420",0.012300403
"10822",10822,"AT2G46230",0.903347002
"10823",10823,"AT2G48110",0.137913895
"10824",10824,"AT3G01820",0.014047803
"10825",10825,"AT3G15160",0.137750483
"10826",10826,"AT3G22104",0.019736784
"10827",10827,"AT3G29180",0.288895795
"10828",10828,"AT3G60380",0.001065808
"10829",10829,"AT3G62190",0.41367828
"10830",10830,"AT4G09900",0.287872818
"10831",10831,"AT4G23940",0.155625681
"10832",10832,"AT4G24780",0.105266899
"10833",10833,"AT4G28550",0.589385599
"10834",10834,"AT4G36020",0.337622932
"10835",10835,"AT4G39390",0.080517677
"10836",10836,"AT5G04080",0.090720774
"10837",10837,"AT5G07690",0.830809569
"10838",10838,"AT5G07860",0.022921119
"10839",10839,"AT5G08430",0.0628532
"10840",10840,"AT5G13750",0.133746896
"10841",10841,"AT5G21100",7.99579e-05
"10842",10842,"AT5G26910",0.536784003
"10843",10843,"AT5G44200",0.095618529
"10844",10844,"AT5G45000",0.005049769
"10845",10845,"AT5G49700",0.018717786
"10846",10846,"AT5G51290",0.138461015
"10847",10847,"AT5G61220",0.067049488
"10848",10848,"AT5G64760",0.193645504
"10849",10849,"AT1G01220",0.032860892
"10850",10850,"AT1G03000",0.011248716
"10851",10851,"AT1G06130",0.786583706
"10852",10852,"AT1G07130",0.003913116
"10853",10853,"AT1G25425",0.968452343
"10854",10854,"AT1G26250",0.977503014
"10855",10855,"AT1G26620",0.213166842
"10856",10856,"AT1G30610",0.007369313
"10857",10857,"AT1G30820",0.806180144
"10858",10858,"AT1G51630",0.306295952
"10859",10859,"AT1G54370",0.9169013
"10860",10860,"AT1G61900",0.67613097
"10861",10861,"AT1G63780",0.049557856
"10862",10862,"AT1G64640",0.169181223
"10863",10863,"AT1G71240",0.30534086
"10864",10864,"AT1G74450",0.819171037
"10865",10865,"AT2G13290",0.224917381
"10866",10866,"AT2G16930",0.119145733
"10867",10867,"AT2G18770",0.075971975
"10868",10868,"AT2G19940",0.082419858
"10869",10869,"AT2G30580",0.240444788
"10870",10870,"AT2G32170",0.283524293
"10871",10871,"AT2G33550",0.401796049
"10872",10872,"AT2G36690",0
"10873",10873,"AT2G37840",0.303944742
"10874",10874,"AT2G41880",0.139932136
"10875",10875,"AT3G03210",0.937023391
"10876",10876,"AT3G03490",0.459055935
"10877",10877,"AT3G19770",0.640050081
"10878",10878,"AT3G21140",0.925705743
"10879",10879,"AT3G22740",0.700715336
"10880",10880,"AT3G26618",0.187499151
"10881",10881,"AT3G26744",0.346804418
"10882",10882,"AT3G49000",0.731320489
"10883",10883,"AT3G53810",0.009184729
"10884",10884,"AT3G62400",0.408061229
"10885",10885,"AT3G62690",0.557394884
"10886",10886,"AT4G00800",0.784416029
"10887",10887,"AT4G14342",0.98150513
"10888",10888,"AT4G23150",0.015653828
"10889",10889,"AT4G27760",0.296935576
"10890",10890,"AT4G30980",0.97851365
"10891",10891,"AT4G38790",0.218529538
"10892",10892,"AT5G16930",0.226563324
"10893",10893,"AT5G35080",0.002242886
"10894",10894,"AT5G48470",0.401088522
"10895",10895,"AT5G48870",7.51056e-05
"10896",10896,"AT5G56000",0.692505116
"10897",10897,"AT5G62030",0.87952295
"10898",10898,"AT5G62260",0.161449845
"10899",10899,"AT1G16920",0.284153876
"10900",10900,"AT1G24764",0.392325207
"10901",10901,"AT1G25682",0.353554309
"10902",10902,"AT1G26440",0.372014432
"10903",10903,"AT1G27595",0.691813652
"10904",10904,"AT1G55760",0.524208767
"10905",10905,"AT1G70830",0.442642875
"10906",10906,"AT1G78060",0.073501865
"10907",10907,"AT2G18630",0.028589478
"10908",10908,"AT2G23140",0.083655355
"10909",10909,"AT2G24590",0.193098315
"10910",10910,"AT2G25460",0.199450779
"10911",10911,"AT2G29310",0.0339314
"10912",10912,"AT2G29320",0.106593711
"10913",10913,"AT2G32980",0.517126386
"10914",10914,"AT2G35010",1
"10915",10915,"AT2G44670",0.346368063
"10916",10916,"AT2G45330",0.028981019
"10917",10917,"AT3G04670",0.368128347
"10918",10918,"AT3G10210",0.861760324
"10919",10919,"AT3G13910",0.410861949
"10920",10920,"AT3G14220",0.074410504
"10921",10921,"AT3G16100",0.381832117
"10922",10922,"AT3G19380",0.457440412
"10923",10923,"AT3G26380",0.772963954
"10924",10924,"AT3G49730",0.398274261
"10925",10925,"AT3G49940",0.138421427
"10926",10926,"AT3G61010",0.143841341
"10927",10927,"AT4G10450",0.163842399
"10928",10928,"AT4G32360",0.347491497
"10929",10929,"AT4G32920",0.042939229
"10930",10930,"AT4G38890",0.761357447
"10931",10931,"AT4G38940",0.014760101
"10932",10932,"AT4G39900",0.368625192
"10933",10933,"AT5G07900",0.03230618
"10934",10934,"AT5G08230",0.136762536
"10935",10935,"AT5G15230",0.056700018
"10936",10936,"AT5G19660",0.032187622
"10937",10937,"AT5G40240",0.116944705
"10938",10938,"AT5G41370",0.012094598
"10939",10939,"AT5G47970",0.613634659
"10940",10940,"AT5G63100",0.520400478
"10941",10941,"AT1G03870",0.014906602
"10942",10942,"AT1G10510",0.382541742
"10943",10943,"AT1G11670",0.646847738
"10944",10944,"AT1G27210",0.444560944
"10945",10945,"AT1G33811",0.127689465
"10946",10946,"AT1G44750",0.812149653
"10947",10947,"AT1G56180",0.726594023
"10948",10948,"AT1G65410",0.633390454
"10949",10949,"AT1G65590",0.023326909
"10950",10950,"AT1G67620",0.134328353
"10951",10951,"AT1G67890",0.078765502
"10952",10952,"AT1G70890",0.003071403
"10953",10953,"AT1G73250",0.047632444
"10954",10954,"AT1G73490",0.641572913
"10955",10955,"AT2G02590",0.69937091
"10956",10956,"AT2G28600",0.785561447
"10957",10957,"AT2G41170",0.23186319
"10958",10958,"AT2G46150",0.396655016
"10959",10959,"AT2G46225",0.326265468
"10960",10960,"AT2G47060",0.003211812
"10961",10961,"AT3G10160",0.150487845
"10962",10962,"AT3G12670",0.876567533
"10963",10963,"AT3G20570",0.581019
"10964",10964,"AT3G20800",0.021836983
"10965",10965,"AT3G44820",0.52222322
"10966",10966,"AT3G45900",0.409715533
"10967",10967,"AT3G61700",0.027190429
"10968",10968,"AT4G04950",0.359724474
"10969",10969,"AT4G08110",0.78150077
"10970",10970,"AT4G24210",0.464107074
"10971",10971,"AT4G29440",0.01042316
"10972",10972,"AT4G31510",0.195374208
"10973",10973,"AT4G31670",0.131148947
"10974",10974,"AT4G34310",0.2622318
"10975",10975,"AT4G35920",0.035360487
"10976",10976,"AT5G01240",0.042576036
"10977",10977,"AT5G05460",0.51741482
"10978",10978,"AT5G10070",0.517409032
"10979",10979,"AT5G13100",0.832405931
"10980",10980,"AT5G15980",0.743097721
"10981",10981,"AT5G35320",0.478221896
"10982",10982,"AT5G44570",0.781495702
"10983",10983,"AT5G55450",0.367495533
"10984",10984,"AT5G56900",0.781501023
"10985",10985,"AT5G59780",0.21663628
"10986",10986,"AT5G59960",0.046441985
"10987",10987,"AT5G60820",0.656236239
"10988",10988,"AT5G63410",0.602799556
"10989",10989,"AT5G64390",0.020847491
"10990",10990,"AT1G08900",0.675777217
"10991",10991,"AT1G13980",0.883599555
"10992",10992,"AT1G19850",0.050781666
"10993",10993,"AT1G22790",0.024615414
"10994",10994,"AT1G22950",0.474340689
"10995",10995,"AT1G55900",0.524744797
"10996",10996,"AT1G73150",0.784016975
"10997",10997,"AT1G79390",0.280154505
"10998",10998,"AT2G02410",0.433082046
"10999",10999,"AT2G17510",0.502712831
"11000",11000,"AT2G27775",0.267243727
"11001",11001,"AT2G35720",0.653141637
"11002",11002,"AT2G38260",0.104085898
"11003",11003,"AT2G45710",0.268890816
"11004",11004,"AT3G02190",0.550345154
"11005",11005,"AT3G10500",0.132303228
"11006",11006,"AT3G16340",0.603891642
"11007",11007,"AT3G18520",0.381241775
"11008",11008,"AT3G21160",0.507094174
"11009",11009,"AT3G44450",0.364677321
"11010",11010,"AT3G45030",0.456538314
"11011",11011,"AT3G53150",0.064179833
"11012",11012,"AT3G55850",0.30372309
"11013",11013,"AT3G56410",0.032565767
"11014",11014,"AT4G04320",0.326586615
"11015",11015,"AT4G09620",0.643507964
"11016",11016,"AT4G32420",0.999999767
"11017",11017,"AT4G33180",0.904533016
"11018",11018,"AT4G35040",0.88766773
"11019",11019,"AT4G39910",0.402549492
"11020",11020,"AT5G07910",0.027444679
"11021",11021,"AT5G08240",0.123687949
"11022",11022,"AT5G08720",0.531776333
"11023",11023,"AT5G15270",0.224339517
"11024",11024,"AT5G18270",0.586762158
"11025",11025,"AT5G22480",0.542620244
"11026",11026,"AT5G37490",0.450384727
"11027",11027,"AT5G41050",0.002031524
"11028",11028,"AT5G43310",0.156044701
"11029",11029,"AT5G48150",0.319709401
"11030",11030,"AT5G50170",0.527981885
"11031",11031,"AT5G56650",0.137429136
"11032",11032,"AT5G62880",0.903871343
"11033",11033,"AT5G64600",0.149925085
"11034",11034,"AT1G04830",0.364027806
"11035",11035,"AT1G11800",0.440025784
"11036",11036,"AT1G17360",0.307097906
"11037",11037,"AT1G19520",0.007482599
"11038",11038,"AT1G26160",0.105321075
"11039",11039,"AT1G51600",0.729775509
"11040",11040,"AT1G61010",0.342139364
"11041",11041,"AT1G76040",0.251191999
"11042",11042,"AT1G77140",0.412030869
"11043",11043,"AT2G01735",0.520960054
"11044",11044,"AT2G39890",0.452250124
"11045",11045,"AT2G44680",0.561675991
"11046",11046,"AT2G48030",0.207081495
"11047",11047,"AT3G08720",0.097605354
"11048",11048,"AT3G08943",0.508266828
"11049",11049,"AT3G19150",0.280571789
"11050",11050,"AT3G19520",0.727124689
"11051",11051,"AT3G42150",0.540696459
"11052",11052,"AT3G59210",0.339524329
"11053",11053,"AT3G60350",0.475873005
"11054",11054,"AT4G18580",0.203686814
"11055",11055,"AT4G24000",0.258717851
"11056",11056,"AT4G27180",0.000774681
"11057",11057,"AT4G32980",0.013299057
"11058",11058,"AT4G39820",0.762422029
"11059",11059,"AT5G01550",0.01257429
"11060",11060,"AT5G11240",0.00590449
"11061",11061,"AT5G34665",0.313447103
"11062",11062,"AT5G38630",0.926955286
"11063",11063,"AT5G41900",0.285177077
"11064",11064,"AT5G49470",0.31190232
"11065",11065,"AT5G61640",0.232909489
"11066",11066,"AT5G63770",0.313119236
"11067",11067,"AT5G64080",0.005535892
"11068",11068,"AT5G64660",0.002273476
"11069",11069,"AT5G65540",0.016029388
"11070",11070,"AT1G02660",0.895091344
"11071",11071,"AT1G45150",0.99999981
"11072",11072,"AT1G56423",0.064642669
"11073",11073,"AT1G58270",0.736860358
"11074",11074,"AT1G59650",0.016922027
"11075",11075,"AT1G64385",0.12812521
"11076",11076,"AT1G80210",0.02525155
"11077",11077,"AT2G03710",0.016475822
"11078",11078,"AT2G17670",0.184682407
"11079",11079,"AT2G18876",0.192417791
"11080",11080,"AT2G25620",0.740246405
"11081",11081,"AT2G34720",0.575718037
"11082",11082,"AT2G35470",0.028057081
"11083",11083,"AT2G45450",0.703264838
"11084",11084,"AT2G46030",0.078571772
"11085",11085,"AT3G14790",0.105375125
"11086",11086,"AT3G16260",0.430735226
"11087",11087,"AT3G18380",0.151555763
"11088",11088,"AT3G19630",0.063879355
"11089",11089,"AT3G25580",0.63180531
"11090",11090,"AT3G52420",0.139345274
"11091",11091,"AT3G54650",0.095518223
"11092",11092,"AT3G55950",0.021058585
"11093",11093,"AT4G22990",0.667980077
"11094",11094,"AT5G02740",0.687962602
"11095",11095,"AT5G06660",0.000384557
"11096",11096,"AT5G10920",0.794410616
"11097",11097,"AT5G13680",0.105783474
"11098",11098,"AT5G22020",0.389649038
"11099",11099,"AT5G44450",0.714980505
"11100",11100,"AT5G57015",0.045138044
"11101",11101,"AT5G59210",0.143856837
"11102",11102,"AT5G64380",0.001123343
"11103",11103,"AT1G01930",0.535921314
"11104",11104,"AT1G12330",0.111470165
"11105",11105,"AT1G12770",0.770321958
"11106",11106,"AT1G23180",0.055323932
"11107",11107,"AT1G27910",0.193177357
"11108",11108,"AT1G29720",0.033802152
"11109",11109,"AT1G51070",0.387154483
"11110",11110,"AT1G54340",0.764200393
"11111",11111,"AT1G72820",0.379525227
"11112",11112,"AT1G73930",0.413034887
"11113",11113,"AT2G04080",0.124510009
"11114",11114,"AT2G04305",0.588921414
"11115",11115,"AT2G10950",0.413043546
"11116",11116,"AT2G13975",0.224240542
"11117",11117,"AT2G22190",0.841635554
"11118",11118,"AT2G24762",0.697492608
"11119",11119,"AT2G39920",0.028985798
"11120",11120,"AT2G41640",0.215433784
"11121",11121,"AT2G46630",0.703424567
"11122",11122,"AT3G01400",0.940328776
"11123",11123,"AT3G02860",0.183900433
"11124",11124,"AT3G10620",0.236822627
"11125",11125,"AT3G55740",0.002320797
"11126",11126,"AT3G57790",0.843685739
"11127",11127,"AT3G61310",0.744190559
"11128",11128,"AT4G13345",0.669072901
"11129",11129,"AT4G19610",0.554425669
"11130",11130,"AT4G23140",0.307638542
"11131",11131,"AT4G23215",6.09401e-05
"11132",11132,"AT4G32140",0.524419041
"11133",11133,"AT4G35240",0.15795666
"11134",11134,"AT4G37560",0.443230499
"11135",11135,"AT5G08170",0.927565508
"11136",11136,"AT5G09250",0.201568282
"11137",11137,"AT5G22570",0.019842979
"11138",11138,"AT5G42146",0.095495939
"11139",11139,"AT5G46190",0.593926222
"11140",11140,"AT5G52280",0.131978093
"11141",11141,"AT5G55060",0.734044265
"11142",11142,"AT1G01340",0.042129947
"11143",11143,"AT1G05055",0.648997469
"11144",11144,"AT1G05060",0.717216091
"11145",11145,"AT1G08410",0.026062387
"11146",11146,"AT1G17680",0.930675917
"11147",11147,"AT1G17730",0.00633776
"11148",11148,"AT1G22140",0.473549901
"11149",11149,"AT1G22870",0.12809012
"11150",11150,"AT1G30090",0.183432155
"11151",11151,"AT1G47380",0.271370557
"11152",11152,"AT1G49230",0.704708836
"11153",11153,"AT1G54390",0.394682614
"11154",11154,"AT1G56700",0.060756045
"11155",11155,"AT1G60220",0.863636802
"11156",11156,"AT1G69490",0.794949886
"11157",11157,"AT1G69980",0.904483593
"11158",11158,"AT1G80350",0.048628506
"11159",11159,"AT2G15900",0.432345801
"11160",11160,"AT2G34680",0.869910245
"11161",11161,"AT2G35155",0.276903362
"11162",11162,"AT2G43360",0.013418638
"11163",11163,"AT2G44640",0.063616189
"11164",11164,"AT2G46735",0.064531935
"11165",11165,"AT3G01490",0.023670674
"11166",11166,"AT3G02870",0.058402572
"11167",11167,"AT3G05937",0.146875312
"11168",11168,"AT3G06430",0.55343061
"11169",11169,"AT3G12590",0.215500654
"11170",11170,"AT3G18800",0.171853335
"11171",11171,"AT3G25855",0.80409973
"11172",11172,"AT3G47450",0.000241316
"11173",11173,"AT3G48380",0.058538725
"11174",11174,"AT3G50840",0.084712557
"11175",11175,"AT3G52580",0.787407353
"11176",11176,"AT3G55840",0.207402481
"11177",11177,"AT3G56080",0.096776642
"11178",11178,"AT4G09420",0.007126376
"11179",11179,"AT4G15420",0.431053315
"11180",11180,"AT4G17895",0.038436219
"11181",11181,"AT4G25440",0.904576399
"11182",11182,"AT4G36030",0.23275506
"11183",11183,"AT4G37920",0.003139684
"11184",11184,"AT5G01890",0.890701398
"11185",11185,"AT5G04890",0.396158765
"11186",11186,"AT5G10020",0.053693389
"11187",11187,"AT5G38460",0.197066211
"11188",11188,"AT5G44565",0.047588469
"11189",11189,"AT5G53020",0.020148794
"11190",11190,"AT5G61130",0.04786323
"11191",11191,"AT1G01680",0.466191465
"11192",11192,"AT1G04770",0.585348621
"11193",11193,"AT1G07840",0.891032593
"11194",11194,"AT1G09415",0.722375254
"11195",11195,"AT1G13120",0.379502351
"11196",11196,"AT1G17780",0.057674393
"11197",11197,"AT1G20560",0.916752165
"11198",11198,"AT1G21760",0.580837968
"11199",11199,"AT1G30460",0.928150237
"11200",11200,"AT1G35140",0.472909308
"11201",11201,"AT1G36070",0.798566146
"11202",11202,"AT1G52770",0.605439658
