"","Subject","Gender","AFQT","Educ","Income2005"
"1547",3664,"male",78.053,18,68000
"1548",3666,"male",89.195,13,36000
"1549",3667,"female",76.656,14,6360
"1550",3669,"female",93.677,16,10000
"1551",3676,"male",90.283,16,74000
"1552",3677,"female",90.778,16,60000
"1553",3679,"female",67.885,15,85000
"1554",3686,"male",76.418,16,69000
"1555",3690,"male",97.84,18,138000
"1556",3693,"male",33.068,9,30000
"1557",3694,"male",40.937,12,56000
"1558",3697,"female",23.181,12,5000
"1559",3699,"female",11.84,12,20477
"1560",3705,"female",71.213,14,45000
"1561",3706,"male",37.08,13,42000
"1562",3708,"male",87.553,12,144000
"1563",3709,"female",57.749,16,30000
"1564",3714,"female",64.857,15,25000
"1565",3718,"female",47.308,15,28013
"1566",3719,"female",29.347,12,29000
"1567",3721,"male",83.258,12,52000
"1568",3722,"male",53.708,12,55000
"1569",3723,"male",45.716,12,16000
"1570",3725,"female",40.026,13,23000
"1571",3730,"female",87.574,14,25275
"1572",3732,"male",99.473,12,36000
"1573",3734,"female",83.973,15,30000
"1574",3735,"female",59.053,12,60000
"1575",3736,"female",69.238,12,49000
"1576",3737,"female",44.255,12,58000
"1577",3738,"female",34.888,12,18000
"1578",3739,"female",68.557,12,16000
"1579",3740,"female",16.42,12,20000
"1580",3741,"female",31.36,12,9300
"1581",3742,"male",38.276,9,98000
"1582",3745,"male",95.983,16,32089
"1583",3746,"female",28.755,12,16390
"1584",3751,"male",60.681,12,45000
"1585",3754,"female",81.924,12,33000
"1586",3757,"male",97.506,18,95000
"1587",3758,"female",86.305,13,11000
"1588",3760,"male",54.302,12,33000
"1589",3766,"male",73.454,15,78000
"1590",3770,"female",54.943,12,52000
"1591",3771,"female",87.764,18,32253
"1592",3775,"female",71.105,16,53000
"1593",3780,"male",66.841,12,55000
"1594",3784,"female",35.256,12,29000
"1595",3787,"female",50.928,15,12000
"1596",3789,"male",59.009,12,52000
"1597",3790,"female",39.133,12,22049
"1598",3791,"female",73.529,14,47000
"1599",3792,"male",94.762,17,88000
"1600",3793,"female",49.422,14,55000
"1601",3794,"female",66.337,15,30000
"1602",3796,"female",94.245,12,34000
"1603",3800,"female",65.354,17,8000
"1604",3803,"male",81.774,18,69000
"1605",3804,"female",80.927,18,40000
"1606",3805,"male",78.523,16,95000
"1607",3807,"male",49.038,15,51000
"1608",3809,"female",93.854,16,100000
"1609",3812,"female",100,16,100000
"1610",3813,"female",88.799,14,44000
"1611",3814,"female",62.096,12,42000
"1612",3815,"male",90.913,16,263445
"1613",3819,"female",11.317,12,15000
"1614",3821,"female",2.531,12,1500
"1615",3822,"male",6.558,12,5000
"1616",3825,"male",9.201,12,22000
"1617",3829,"male",49.06,12,167803
"1618",3830,"male",44.827,12,45000
"1619",3833,"male",50.489,12,40000
"1620",3836,"female",90.79,19,110000
"1621",3837,"female",57.761,12,35000
"1622",3838,"male",57.333,12,85000
"1623",3844,"male",84.585,14,65000
"1624",3845,"male",54.553,12,24000
"1625",3846,"female",74.995,12,52000
"1626",3847,"male",46.544,12,67000
"1627",3850,"female",64.154,12,32000
"1628",3851,"female",33.379,12,16000
"1629",3852,"male",50.215,12,14000
"1630",3854,"male",67.468,20,169884
"1631",3855,"female",93.686,20,16500
"1632",3860,"male",97.808,19,55000
"1633",3861,"male",91.35,16,25000
"1634",3863,"male",92.504,19,157957
"1635",3865,"male",92.807,20,176431
"1636",3866,"male",74.6,18,35000
"1637",3867,"female",70.7,14,1200
"1638",3868,"male",85.012,18,43450
"1639",3872,"female",96.59,16,30000
"1640",3873,"male",99.342,20,50000
"1641",3874,"male",97.67,16,519340
"1642",3875,"male",90.868,16,92000
"1643",3883,"male",82.984,15,45000
"1644",3884,"male",75.101,16,74000
"1645",3886,"male",99.6,17,101000
"1646",3888,"male",79.761,13,58000
"1647",3889,"female",86.544,16,15000
"1648",3890,"male",83.431,18,150000
"1649",3892,"male",93.865,16,102000
"1650",3894,"male",92.888,18,62000
"1651",3895,"male",93.615,20,20000
"1652",3897,"female",51.486,17,90000
"1653",3898,"male",75.594,16,110000
"1654",3900,"female",26.617,12,32000
"1655",3901,"male",84.705,15,45000
"1656",3903,"female",63.919,17,5200
"1657",3904,"male",74.43,18,51000
"1658",3907,"male",82.183,13,54000
"1659",3908,"female",50.191,13,30000
"1660",3910,"male",69.363,16,40000
"1661",3911,"female",77.538,18,29000
"1662",3912,"female",60.383,15,80000
"1663",3916,"male",77.034,18,97000
"1664",3922,"female",87.206,16,22000
"1665",3929,"female",26.367,12,10000
"1666",3933,"male",3.486,12,50000
"1667",3938,"female",1.849,12,22000
"1668",3949,"male",25.725,15,39000
"1669",3952,"female",33.771,16,50000
"1670",3957,"male",46.335,12,68000
"1671",3958,"male",13.954,12,40000
"1672",3960,"female",16.305,14,38000
"1673",3964,"female",79.54,17,39500
"1674",3965,"male",69.89,15,108000
"1675",3966,"male",78.668,20,155485
"1676",3967,"male",64.451,16,125000
"1677",3972,"female",80.035,17,28500
"1678",3977,"female",16.627,12,600
"1679",3978,"female",17.848,14,3000
"1680",3980,"male",100,16,444624
"1681",3985,"male",23.502,13,50000
"1682",3989,"male",37.626,13,52000
"1683",3992,"female",36.821,13,39900
"1684",3994,"male",51.047,12,26000
"1685",3995,"female",22.435,13,36000
"1686",3996,"female",5.375,14,40000
"1687",4001,"female",72.427,13,7800
"1688",4004,"male",60.943,12,46000
"1689",4008,"male",13.462,13,79000
"1690",4009,"male",68.077,14,25000
"1691",4010,"male",81.673,19,50000
"1692",4013,"male",13.418,12,36000
"1693",4014,"male",27.247,12,62000
"1694",4015,"female",38.207,14,22000
"1695",4019,"female",96.219,17,99000
"1696",4021,"female",52.841,13,27300
"1697",4022,"male",22.701,12,90000
"1698",4023,"female",99.7,16,65000
"1699",4025,"male",31.798,12,24000
"1700",4028,"female",24.289,12,24500
"1701",4030,"female",53.094,16,15000
"1702",4032,"male",84.93,12,35000
"1703",4035,"female",57.901,13,25000
"1704",4036,"male",44.242,12,52000
"1705",4041,"female",74.218,13,32000
"1706",4042,"male",65.827,15,68000
"1707",4045,"female",29.591,16,50000
"1708",4046,"male",13.281,12,18000
"1709",4047,"male",8.404,9,2400
"1710",4048,"male",79.94,12,25000
"1711",4049,"female",41.698,12,90000
"1712",4051,"female",85.097,13,1748
"1713",4053,"female",52.676,18,50000
"1714",4054,"female",33.359,14,45000
"1715",4055,"male",93.952,18,206869
"1716",4056,"male",68.436,16,50000
"1717",4057,"female",70.04,16,35000
"1718",4060,"female",84.638,14,6000
"1719",4062,"male",78.162,12,52000
"1720",4064,"male",91.216,12,20000
"1721",4065,"female",69.495,12,9000
"1722",4067,"male",40.633,12,30000
"1723",4068,"male",11.904,8,22000
"1724",4071,"female",20.078,12,15000
"1725",4077,"female",60.404,12,15000
"1726",4085,"female",27.619,12,11000
"1727",4088,"male",78.525,13,222924
"1728",4089,"female",43.387,12,20000
"1729",4090,"male",41.162,12,58000
"1730",4092,"female",60.81,18,42000
"1731",4093,"female",76.602,18,65000
"1732",4097,"female",87.379,12,66000
"1733",4098,"male",12.622,9,38800
"1734",4103,"female",40.437,12,36500
"1735",4105,"female",29.923,12,3408
"1736",4106,"male",94.695,16,62000
"1737",4107,"female",97.965,19,52000
"1738",4108,"female",57.772,16,23900
"1739",4112,"female",2.455,12,5700
"1740",4113,"male",8.489,12,9600
"1741",4114,"male",59.908,12,34000
"1742",4124,"female",64.006,18,61000
"1743",4128,"male",38.548,12,40000
"1744",4129,"male",64.073,14,45000
"1745",4130,"male",0.094,12,32500
"1746",4131,"female",80.354,13,50000
"1747",4141,"male",48.239,12,6000
"1748",4142,"female",30.605,12,20000
"1749",4145,"female",28.605,12,25000
"1750",4147,"female",59.747,16,32624
"1751",4148,"female",27.311,15,49000
"1752",4153,"female",50.374,15,75000
"1753",4156,"male",11.085,9,68000
"1754",4159,"male",20.127,12,30000
"1755",4161,"male",58.278,12,45000
"1756",4163,"female",82.644,12,29000
"1757",4164,"male",67.035,16,20000
"1758",4171,"male",92.381,16,90000
"1759",4172,"male",88.546,16,34900
"1760",4173,"female",9.084,12,12500
"1761",4175,"female",1.181,12,26000
"1762",4181,"male",35.322,11,15000
"1763",4184,"female",42.385,12,25000
"1764",4191,"male",91.533,18,85300
"1765",4196,"male",2.393,12,23000
"1766",4200,"female",17.959,15,32000
"1767",4201,"male",7.973,13,62000
"1768",4205,"male",4.197,12,32000
"1769",4216,"male",71.015,12,48000
"1770",4219,"female",31.476,14,42000
"1771",4220,"female",46.677,12,15000
"1772",4222,"female",73.808,12,23031
"1773",4225,"male",45.245,16,20000
"1774",4226,"male",92.621,20,85605
"1775",4227,"female",88.047,18,47000
"1776",4228,"female",20.119,13,75000
"1777",4230,"male",90.242,14,89000
"1778",4231,"female",53.729,14,10000
"1779",4235,"male",13.072,10,2000
"1780",4236,"female",85.846,13,58000
"1781",4239,"male",37.655,12,48000
"1782",4240,"male",63.549,12,50000
"1783",4242,"male",43.806,12,48000
"1784",4245,"male",64.895,15,75210
"1785",4247,"male",29.616,13,90000
"1786",4249,"female",65.798,12,26000
"1787",4251,"female",25.167,12,62500
"1788",4252,"female",67.444,14,41000
"1789",4254,"female",54.546,15,8900
"1790",4257,"female",46.367,16,34000
"1791",4263,"male",18.668,12,16000
"1792",4265,"female",57.462,13,27000
"1793",4268,"female",82.756,12,84600
"1794",4274,"female",14.209,12,11550
"1795",4278,"male",62.811,12,80000
"1796",4279,"male",65.452,12,150000
"1797",4280,"female",96.079,16,49000
"1798",4285,"male",50.641,16,40000
"1799",4289,"male",95.554,20,162660
"1800",4290,"female",92.849,20,75419
"1801",4292,"female",69.935,14,38000
"1802",4295,"female",41.293,14,76000
"1803",4296,"female",54.79,16,40000
"1804",4297,"male",62.172,13,88000
"1805",4298,"male",92.568,18,91000
"1806",4299,"male",73.296,16,42000
"1807",4300,"female",86.907,12,56000
"1808",4302,"male",80.481,20,53000
"1809",4303,"male",53.555,12,32000
"1810",4306,"female",86.339,18,32000
"1811",4310,"female",53.549,13,40000
"1812",4312,"male",1.645,12,18000
"1813",4314,"male",32.908,12,30000
"1814",4316,"male",31.008,14,8500
"1815",4318,"male",70.744,14,32000
"1816",4323,"female",37.618,13,15500
"1817",4324,"male",12.131,12,58000
"1818",4326,"female",60.762,12,13200
"1819",4327,"male",78.064,12,38000
"1820",4330,"male",6.546,14,50000
"1821",4333,"male",39.194,12,20000
"1822",4335,"male",15.933,11,67000
"1823",4337,"female",68.129,14,23000
"1824",4338,"male",58.604,12,22000
"1825",4339,"female",65.355,12,12000
"1826",4345,"female",34.151,12,14000
"1827",4348,"male",61.514,14,93000
"1828",4350,"male",90.927,16,26000
"1829",4352,"female",82.053,16,30000
"1830",4353,"female",67.705,16,120000
"1831",4354,"female",51.38,15,20000
"1832",4355,"male",68.338,16,22000
"1833",4358,"male",95.835,15,50000
"1834",4366,"female",78.596,15,70000
"1835",4372,"female",96.974,18,102500
"1836",4374,"male",22.964,12,30000
"1837",4379,"female",84.654,13,38000
"1838",4382,"male",98.695,16,18000
"1839",4386,"female",22.421,12,19900
"1840",4390,"male",25.824,12,34000
"1841",4391,"female",62.689,13,3500
"1842",4392,"female",76.762,16,37000
"1843",4407,"male",93.654,16,185662
"1844",4408,"female",77.518,18,92000
"1845",4409,"male",29.568,13,50000
"1846",4410,"male",58.528,16,63000
"1847",4413,"female",11.248,16,30000
"1848",4417,"female",4.607,10,19000
"1849",4424,"female",86.364,19,93000
"1850",4425,"female",93.673,18,22000
"1851",4426,"male",95.855,16,211052
"1852",4427,"male",52.997,12,45000
"1853",4428,"female",99.032,19,42000
"1854",4429,"male",93.797,19,49938
"1855",4430,"male",76.715,15,48000
"1856",4438,"female",31.428,13,95000
"1857",4447,"female",81.671,14,45291
"1858",4448,"male",94.559,16,95000
"1859",4459,"female",38.478,12,9000
"1860",4461,"male",9.581,12,18000
"1861",4465,"female",63.042,14,15000
"1862",4466,"male",46.534,16,80000
"1863",4468,"male",63.044,13,79000
"1864",4469,"female",14.771,12,31200
"1865",4470,"male",60.473,18,75000
"1866",4471,"male",93.33,20,140000
"1867",4474,"female",8.147,10,30700
"1868",4476,"female",21.407,8,25000
"1869",4478,"female",85.068,14,53000
"1870",4480,"male",87.942,16,202617
"1871",4487,"female",73.85,12,33000
"1872",4488,"female",94.247,13,108000
"1873",4496,"female",60.869,12,47000
"1874",4498,"male",61.509,12,39000
"1875",4499,"female",51.094,14,54300
"1876",4503,"male",4.853,11,18000
"1877",4505,"female",22.243,12,25000
"1878",4506,"female",17.592,14,30000
"1879",4508,"male",57.865,16,72000
"1880",4509,"male",98.905,14,72899
"1881",4511,"male",68.723,14,125000
"1882",4513,"male",72.061,15,48000
"1883",4514,"male",83.129,15,125000
"1884",4517,"male",26.623,16,146000
"1885",4518,"male",30.349,15,70000
"1886",4519,"male",38.736,12,50000
"1887",4520,"male",49.905,12,40000
"1888",4524,"male",65.975,12,50000
"1889",4528,"female",65.668,14,62987
"1890",4531,"male",66.623,16,113000
"1891",4532,"male",70.375,16,73000
"1892",4534,"female",72.163,13,35000
"1893",4536,"female",57.342,13,11000
"1894",4538,"female",41.962,12,40000
"1895",4540,"male",32.671,16,57000
"1896",4541,"female",7.177,12,35000
"1897",4542,"male",7.817,13,34000
"1898",4543,"female",18.514,12,1800
"1899",4544,"female",2.96,12,12000
"1900",4548,"male",89.282,16,100000
"1901",4557,"female",4.899,12,6580
"1902",4560,"female",64.81,14,21000
"1903",4561,"female",63.671,12,16000
"1904",4563,"male",43.186,12,60000
"1905",4565,"female",42.885,16,98000
"1906",4566,"male",74.431,12,90000
"1907",4569,"male",76.485,12,85000
"1908",4570,"female",84.593,17,72000
"1909",4571,"female",48.11,14,27359
"1910",4576,"female",35.674,18,16000
"1911",4579,"male",84.059,14,35000
"1912",4582,"female",55.052,13,50000
"1913",4583,"male",70.638,12,21000
"1914",4586,"male",85.959,12,38154
"1915",4589,"female",35.236,12,38200
"1916",4590,"female",74.952,17,58000
"1917",4592,"female",35.574,17,48000
"1918",4594,"female",35.76,12,25000
"1919",4595,"male",41.056,14,95000
"1920",4596,"male",66.351,12,65000
"1921",4601,"male",17.388,12,30000
"1922",4602,"female",60.716,14,10000
"1923",4604,"female",42.318,12,27412
"1924",4606,"male",83.831,16,15000
"1925",4607,"male",58.25,17,55000
"1926",4609,"male",91.857,20,194757
"1927",4619,"male",12.411,12,9500
"1928",4621,"male",66.439,12,24000
"1929",4623,"male",22.535,12,62000
"1930",4624,"female",38.467,15,27581
"1931",4625,"female",81.014,15,77000
"1932",4626,"female",65.198,20,130000
"1933",4630,"male",44.75,12,130000
"1934",4632,"female",60.639,16,45000
"1935",4633,"male",35.588,13,90000
"1936",4634,"male",68.487,18,355767
"1937",4635,"male",92.94,17,70000
"1938",4636,"male",31.028,14,99000
"1939",4637,"female",1.32,12,25000
"1940",4638,"female",4.875,12,17000
"1941",4641,"female",63.72,12,18000
"1942",4642,"male",55.007,13,90000
"1943",4643,"male",24.298,14,56000
"1944",4646,"male",36.39,12,24000
"1945",4651,"female",49.157,13,25000
"1946",4652,"male",92.296,16,60000
"1947",4662,"female",98.483,16,52000
"1948",4665,"female",83.307,14,15000
"1949",4668,"male",81.304,16,209400
"1950",4669,"male",30.372,14,40000
"1951",4675,"female",48.409,13,38000
"1952",4676,"male",86.921,12,45000
"1953",4678,"female",14.358,12,5000
"1954",4680,"male",71.684,12,14000
"1955",4681,"male",10.844,10,3000
"1956",4683,"female",74.499,18,10000
"1957",4686,"female",85.163,17,84000
"1958",4687,"male",84.843,13,68651
"1959",4692,"female",97.585,19,29000
"1960",4694,"female",69.189,15,4000
"1961",4695,"male",92.725,16,91500
"1962",4698,"male",69.532,16,108000
"1963",4699,"male",60.14,14,137000
"1964",4701,"male",59.027,12,197062
"1965",4702,"male",85.659,14,100000
"1966",4704,"male",66.998,15,5000
"1967",4707,"male",65.045,12,72000
"1968",4710,"male",13.195,12,15000
"1969",4711,"female",23.091,12,40000
"1970",4714,"female",64.763,12,45000
"1971",4716,"male",8.573,12,58000
"1972",4717,"female",44.228,14,3000
"1973",4720,"male",50.743,12,67000
"1974",4722,"male",44.638,12,35000
"1975",4724,"female",8.594,12,8400
"1976",4729,"male",45.692,14,15000
"1977",4731,"male",16.497,11,20017
"1978",4732,"male",19.224,12,21424
"1979",4733,"female",16.996,11,12000
"1980",4734,"female",23.5,12,12000
"1981",4738,"male",59.362,14,75000
"1982",4742,"female",100,16,30000
"1983",4746,"female",44.275,12,36000
"1984",4747,"male",11.038,12,12000
"1985",4752,"male",60.219,12,42000
"1986",4753,"female",89.164,16,33000
"1987",4754,"female",87.349,18,67000
"1988",4755,"male",56.643,12,54000
"1989",4756,"male",100,18,163271
"1990",4758,"female",84.623,18,60000
"1991",4759,"male",41.732,12,62000
"1992",4760,"male",95.519,17,34000
"1993",4762,"female",39.656,12,8600
"1994",4764,"male",31.668,12,55000
"1995",4765,"male",66.229,12,70000
"1996",4767,"male",100,19,40000
"1997",4768,"female",88.406,13,30000
"1998",4770,"male",56.987,12,31000
"1999",4772,"female",45.131,12,24000
"2000",4774,"female",44.272,12,4800
"2001",4776,"male",11.451,12,41000
"2002",4777,"female",34.099,12,22000
"2003",4778,"female",29.236,12,26000
"2004",4779,"male",16.44,12,27000
"2005",4780,"female",34.125,12,25000
"2006",4788,"male",43.564,12,66000
"2007",4790,"female",44.281,12,13000
"2008",4793,"male",86.859,16,115000
"2009",4795,"female",89.109,16,70000
"2010",4798,"female",90.344,19,90000
"2011",4799,"male",93.854,19,40500
"2012",4803,"female",82.637,13,19000
"2013",4804,"female",53.937,12,12000
"2014",4805,"male",61.977,15,90000
"2015",4810,"female",74.194,13,50000
"2016",4812,"female",98.187,16,80000
"2017",4813,"male",62.75,14,74000
"2018",4815,"female",90.394,14,58000
"2019",4817,"female",60.664,12,35000
"2020",4818,"male",81.962,12,21000
"2021",4820,"female",79.014,16,25000
"2022",4822,"female",44.296,12,30775
"2023",4825,"male",81.855,14,42000
"2024",4826,"female",71.626,18,57000
"2025",4828,"male",83.353,16,66768
"2026",4829,"male",90.563,16,126000
"2027",4830,"male",93.01,16,344856
"2028",4831,"male",95.503,18,54500
"2029",4832,"male",77.854,14,57000
"2030",4834,"male",56.188,16,80000
"2031",4839,"female",62.465,13,14000
"2032",4840,"male",84.43,15,24226
"2033",4842,"female",55.403,18,37000
"2034",4843,"male",54.678,16,45000
"2035",4844,"female",30.696,14,6000
"2036",4849,"female",44.859,12,20000
"2037",4856,"male",72.897,14,60000
"2038",4858,"male",75.431,12,64000
"2039",4859,"male",91.95,14,36000
"2040",4862,"male",92.938,13,39000
"2041",4864,"female",41.211,12,8575
"2042",4865,"female",69.395,15,25000
"2043",4870,"female",81.774,18,6000
"2044",4871,"female",95.394,16,34000
"2045",4872,"female",28.043,17,56000
"2046",4873,"female",89.918,16,55000
"2047",4876,"female",67.661,12,35000
"2048",4879,"male",65.964,12,26500
"2049",4880,"female",53.053,14,27000
"2050",4881,"male",66.586,14,80000
"2051",4883,"male",50.386,13,47000
"2052",4884,"male",67.232,12,33000
"2053",4888,"male",57.352,12,38083
"2054",4889,"male",78.181,14,65000
"2055",4890,"female",38.555,13,22000
"2056",4892,"male",56.759,16,72000
"2057",4894,"male",77.629,16,81000
"2058",4896,"male",80.642,16,90000
"2059",4899,"female",15.864,14,20000
"2060",4900,"male",55.398,12,50000
"2061",4901,"male",23.682,11,32000
"2062",4906,"female",8.811,12,7300
"2063",4907,"male",86.847,20,188255
"2064",4911,"male",70.097,12,6000
"2065",4914,"male",25.611,12,29000
"2066",4919,"female",38.709,18,52000
"2067",4921,"male",92.503,20,92500
"2068",4922,"female",63.204,13,17000
"2069",4923,"male",22.076,10,22000
"2070",4924,"female",43.271,13,33500
"2071",4926,"male",51.554,12,48000
"2072",4927,"female",83.641,16,159193
"2073",4929,"female",49.657,14,17900
"2074",4930,"female",41.842,13,18839
"2075",4931,"female",81.658,14,33000
"2076",4933,"female",62.784,15,39000
"2077",4934,"female",23.927,12,25000
"2078",4937,"male",7.135,8,22000
"2079",4939,"male",60.522,16,41000
"2080",4942,"male",13.494,12,54000
"2081",4943,"female",31.353,14,42000
"2082",4944,"male",82.469,16,75000
"2083",4945,"male",25.492,12,35000
"2084",4946,"male",2.893,8,43000
"2085",4948,"female",26.901,12,18000
"2086",4952,"female",23.721,12,26000
"2087",4953,"female",74.689,13,22000
"2088",4954,"female",73.712,18,78000
"2089",4955,"female",64.713,12,40000
"2090",4960,"male",21.164,10,60000
"2091",4962,"female",74.484,13,36000
"2092",4966,"female",47.582,12,32000
"2093",4967,"female",64.114,13,32500
"2094",4968,"female",90.36,14,66948
"2095",4972,"female",33.643,13,3000
"2096",4975,"female",92.247,18,60000
"2097",4976,"female",85.066,15,94000
"2098",4979,"male",70.51,12,58000
"2099",4981,"female",27.358,14,35100
"2100",4983,"male",21.009,12,8000
"2101",4986,"male",16.841,12,410008
"2102",4987,"female",86.508,15,15000
"2103",4992,"female",32.249,12,30000
"2104",4997,"female",75.073,15,62000
"2105",4998,"male",80.394,20,69600
"2106",5001,"female",67.504,17,30000
"2107",5003,"female",70.669,19,228453
"2108",5007,"male",18.04,12,63000
"2109",5012,"male",87.153,20,215765
"2110",5017,"male",84.38,14,115000
"2111",5020,"male",91.144,17,39000
"2112",5021,"male",94.331,17,44000
"2113",5022,"male",79.135,15,80000
"2114",5023,"female",78.873,19,39000
"2115",5025,"female",64.441,13,40000
"2116",5026,"female",58.229,15,42000
"2117",5028,"female",96.183,17,153447
"2118",5029,"male",100,16,120000
"2119",5037,"female",25.844,14,18230
"2120",5041,"female",13.195,12,14000
"2121",5042,"female",11.369,13,29000
"2122",5043,"female",36.172,13,29993
"2123",5053,"female",18.631,13,60000
"2124",5054,"male",44.084,20,34000
"2125",5055,"female",52.035,14,43000
"2126",5060,"female",17.529,12,24314
"2127",5062,"female",77.171,13,25000
"2128",5085,"female",9.128,12,9600
"2129",5091,"female",72.251,20,56400
"2130",5094,"male",22.029,13,10000
"2131",5095,"male",73.751,20,20000
"2132",5096,"female",73.407,18,30000
"2133",5097,"male",47.006,12,119000
"2134",5099,"female",97.61,16,40000
"2135",5101,"female",57.477,15,11000
"2136",5102,"male",48.968,14,33000
"2137",5106,"male",23.45,12,120000
"2138",5107,"female",89.381,19,152683
"2139",5108,"female",98.645,16,33000
"2140",5115,"female",46.56,12,27400
"2141",5125,"female",77.314,14,3000
"2142",5128,"female",56.945,11,29000
"2143",5131,"female",78.06,12,21213
"2144",5132,"male",41.062,10,26000
"2145",5134,"female",47.968,15,42000
"2146",5139,"male",17.763,12,15000
"2147",5140,"female",60.402,16,10800
"2148",5143,"female",80.74,17,62000
"2149",5145,"male",81.861,12,36000
"2150",5149,"male",72.306,13,6000
"2151",5151,"female",53.96,13,89000
"2152",5156,"male",58.127,13,100000
"2153",5158,"male",41.879,12,50000
"2154",5159,"female",36.433,12,1200
"2155",5161,"male",55.622,12,37000
"2156",5162,"female",80.536,12,100000
"2157",5166,"male",98.687,16,75000
"2158",5168,"male",73.682,18,23000
"2159",5170,"male",83.498,20,55000
"2160",5174,"male",84.442,13,65000
"2161",5176,"female",31.449,12,38000
"2162",5178,"male",70.507,13,25000
"2163",5179,"female",53.747,12,23000
"2164",5180,"female",61.711,12,3563
"2165",5184,"male",37.165,12,38000
"2166",5185,"male",91.441,20,57000
"2167",5186,"male",42.843,12,29000
"2168",5187,"male",60.646,13,34500
"2169",5188,"female",53.09,16,46000
"2170",5189,"female",48.596,12,27000
"2171",5191,"female",75.345,14,20000
"2172",5192,"male",24.074,12,30000
"2173",5193,"female",52.58,16,56000
"2174",5194,"male",70.467,12,32000
"2175",5195,"female",56.535,12,28398
"2176",5197,"male",72.335,17,123000
"2177",5199,"female",62.924,15,15000
"2178",5208,"female",75.701,12,25000
"2179",5211,"male",10.875,12,35718
"2180",5212,"female",72.412,17,20000
"2181",5219,"female",33.664,12,83000
"2182",5221,"male",8.837,14,35000
"2183",5222,"male",46.218,17,80000
"2184",5226,"male",83.809,16,85000
"2185",5227,"male",45.579,13,40000
"2186",5229,"male",31.929,14,32530
"2187",5231,"female",13.348,12,12000
"2188",5235,"male",13.793,14,70000
"2189",5236,"female",85.912,12,8400
"2190",5238,"male",21.71,12,22000
"2191",5244,"male",46.534,16,60000
"2192",5245,"male",70.64,20,200977
"2193",5246,"female",46.743,15,31000
"2194",5247,"female",55.115,12,26000
"2195",5248,"male",38.094,14,96000
"2196",5249,"male",56.267,13,36000
"2197",5250,"male",88.662,16,55000
"2198",5251,"male",15.176,12,50000
"2199",5252,"male",38.32,12,9000
"2200",5254,"male",48.244,13,120000
"2201",5255,"female",12.777,13,37100
"2202",5256,"female",30.913,13,68000
"2203",5257,"male",21.706,12,40000
"2204",5258,"female",34.971,12,33800
"2205",5259,"female",27.434,15,3500
"2206",5262,"female",45.691,12,11500
"2207",5263,"male",67.67,14,35000
"2208",5264,"female",4.008,16,65000
"2209",5266,"male",55.998,14,98000
"2210",5267,"male",12.39,13,50000
"2211",5268,"female",75.256,12,11548
"2212",5269,"male",19.642,11,30000
"2213",5272,"female",28.603,12,20000
"2214",5274,"male",42.704,13,6000
"2215",5277,"female",17.534,13,10000
"2216",5278,"male",27.724,12,55000
"2217",5287,"female",79.838,16,3200
"2218",5288,"female",22.097,12,37500
"2219",5289,"female",88.294,16,40264
"2220",5291,"male",15.276,12,47500
"2221",5294,"female",27.953,12,16000
"2222",5299,"female",78.135,18,45000
"2223",5300,"male",50.321,15,63000
"2224",5301,"female",86.332,12,29479
"2225",5307,"male",22.362,12,28000
"2226",5308,"female",4.171,13,11000
"2227",5310,"female",84.207,19,59800
"2228",5311,"female",34.37,12,10000
"2229",5315,"female",52.155,14,16000
"2230",5316,"male",85.107,12,58000
"2231",5317,"female",76.53,12,7200
"2232",5318,"male",75.732,14,20000
"2233",5325,"female",88.694,20,600
"2234",5326,"female",88.59,16,35000
"2235",5327,"female",60.895,12,35000
"2236",5329,"male",20.657,13,51000
"2237",5330,"female",64.846,14,30000
"2238",5332,"female",83.449,15,25000
"2239",5333,"female",54.144,14,29000
"2240",5334,"male",59.959,16,75000
"2241",5338,"female",52.599,12,21939
"2242",5340,"female",20.057,14,10000
"2243",5341,"female",91.407,16,52000
"2244",5342,"male",71.119,16,95000
"2245",5349,"female",55.017,13,5250
"2246",5350,"male",12.563,14,36500
"2247",5351,"female",84.304,18,53000
"2248",5352,"male",63.248,16,110000
"2249",5353,"female",62.412,12,3200
"2250",5356,"male",69.093,12,36800
"2251",5357,"male",26.187,12,34000
"2252",5358,"male",81.396,14,55000
"2253",5360,"female",55.327,13,14000
"2254",5361,"male",44.732,15,3000
"2255",5362,"male",61.583,12,56000
"2256",5363,"male",30.514,10,52000
"2257",5365,"male",18.621,15,65000
"2258",5366,"male",89.755,12,35000
"2259",5372,"female",87.078,16,12000
"2260",5373,"female",90.958,16,35000
"2261",5374,"female",76.589,16,38400
"2262",5376,"female",83.858,12,12000
"2263",5377,"male",85.856,14,56000
"2264",5381,"female",97.117,16,46000
"2265",5385,"female",49.694,12,8000
"2266",5388,"female",93.238,16,18000
"2267",5389,"female",93.533,17,53000
"2268",5390,"male",71.096,14,52000
"2269",5391,"female",43.898,17,40000
"2270",5392,"male",72.595,14,52000
"2271",5393,"female",82.352,16,59850
"2272",5394,"male",71.79,18,42000
"2273",5395,"male",63.289,17,35000
"2274",5397,"female",71.14,15,23699
"2275",5398,"male",82.62,16,135000
"2276",5401,"male",87.434,12,35000
"2277",5402,"male",11.551,12,50000
"2278",5404,"female",56.704,13,29500
"2279",5406,"female",48.5,16,32000
"2280",5408,"female",44.815,14,40000
"2281",5410,"male",81.45,16,57000
"2282",5416,"male",97.935,16,15000
