"","Gender","Arith","Word","Parag","Math","AFQT"
"1625","female",18,33,13,11,71.9
"1626","female",19,32,14,15,69.2
"1627","female",9,26,9,14,27.3
"1628","female",30,35,14,22,96.1
"1629","male",29,35,13,23,88
"1630","male",22,34,14,22,88
"1631","male",20,26,10,10,38.6
"1632","male",27,32,15,23,93.8
"1633","male",29,32,12,21,86.9
"1634","female",16,25,13,12,46.5
"1635","male",16,25,12,20,59
"1636","male",17,30,11,7,41.8
"1637","male",19,32,11,18,49
"1638","female",21,34,14,10,61.2
"1639","male",6,11,5,5,2.9
"1640","male",12,26,7,7,14.7
"1641","female",20,30,10,16,68.6
"1642","male",9,26,10,10,21.8
"1643","female",28,32,15,20,90
"1644","female",16,24,9,8,31.8
"1645","male",11,19,7,7,17.7
"1646","female",21,30,14,21,66.1
"1647","male",9,16,4,8,7.1
"1648","male",15,21,8,16,36.7
"1649","male",16,20,6,6,15.6
"1650","male",12,28,7,7,24.7
"1651","male",18,24,9,16,51.2
"1652","male",15,27,5,11,37.9
"1653","female",29,30,14,19,88.2
"1654","male",17,30,15,13,61.2
"1655","female",28,33,15,25,95.9
"1656","male",17,29,13,6,38.5
"1657","male",25,30,11,21,61.3
"1658","female",13,28,13,13,55.6
"1659","male",17,16,9,7,23.7
"1660","male",20,28,14,11,59.8
"1661","male",7,12,3,7,4.6
"1662","female",22,33,12,14,62.4
"1663","female",29,35,14,23,96.9
"1664","male",11,30,11,7,27.1
"1665","male",14,26,13,12,37.7
"1666","female",22,32,12,21,58.5
"1667","female",24,31,12,18,62.4
"1668","male",10,33,15,6,48.3
"1669","male",30,35,14,25,99.3
"1670","male",7,10,5,4,3.5
"1671","female",15,22,9,15,33.8
"1672","male",16,20,11,5,23.5
"1673","male",22,29,12,23,81.7
"1674","female",18,18,10,10,29.6
"1675","female",14,31,12,15,52.7
"1676","male",26,29,12,21,68.4
"1677","female",20,30,13,22,80.4
"1678","male",22,24,11,21,63.5
"1679","male",10,17,5,2,6.5
"1680","male",28,35,15,18,95.8
"1681","male",16,29,8,12,29.6
"1682","male",19,25,9,13,38.7
"1683","male",18,27,14,11,66
"1684","female",18,28,10,13,55.1
"1685","female",28,34,12,19,74.2
"1686","male",20,30,13,14,55.4
"1687","male",17,28,11,12,41.9
"1688","male",13,21,10,6,15.2
"1689","male",12,12,3,7,12.4
"1690","male",8,25,10,4,11.6
"1691","male",12,25,10,9,24.8
"1692","male",13,20,8,12,29.7
"1693","male",14,22,8,15,40.5
"1694","male",18,28,13,18,62.7
"1695","male",10,16,4,6,14.6
"1696","male",24,25,12,21,70.4
"1697","male",6,4,3,6,1.8
"1698","male",24,28,11,14,51.6
"1699","female",27,33,11,21,62.5
"1700","female",28,30,15,17,84.6
"1701","female",11,26,12,20,45.2
"1702","female",25,31,13,23,78.8
"1703","female",20,27,11,13,44.4
"1704","male",21,29,9,13,49
"1705","male",20,30,13,17,74.4
"1706","male",12,21,10,6,20.7
"1707","male",18,33,12,10,49.4
"1708","female",29,25,13,23,67.2
"1709","female",14,26,13,13,58
"1710","female",20,33,11,15,59.8
"1711","female",21,30,13,15,73
"1712","female",6,26,14,14,45.8
"1713","female",29,35,15,22,98.1
"1714","female",10,17,9,11,25.3
"1715","female",26,32,11,16,70.6
"1716","male",10,21,9,9,25
"1717","female",11,20,12,8,27.2
"1718","male",19,27,13,20,67.9
"1719","female",24,35,12,15,66.6
"1720","female",15,22,11,15,47.8
"1721","male",26,33,14,21,90
"1722","male",21,29,13,10,56.9
"1723","male",30,35,13,24,89.9
"1724","male",24,25,10,15,37.2
"1725","male",19,33,11,14,61.7
"1726","female",22,24,9,19,53.2
"1727","male",13,25,10,8,42.8
"1728","female",8,18,11,14,32
"1729","female",30,34,14,13,84.5
"1730","male",15,22,9,11,33.8
"1731","female",10,25,11,6,27
"1732","male",26,35,14,14,83.3
"1733","female",19,28,13,14,54.9
"1734","male",23,28,14,13,59
"1735","female",20,26,12,18,75
"1736","male",11,21,12,8,37.6
"1737","male",13,20,11,11,44.2
"1738","male",19,26,14,21,78.2
"1739","female",30,34,14,25,98
"1740","female",30,35,15,24,98.5
"1741","female",12,27,12,10,38.7
"1742","female",28,30,13,24,91.4
"1743","male",13,22,10,12,30.5
"1744","male",29,28,14,20,71.1
"1745","male",26,31,12,14,72.6
"1746","male",23,20,10,14,47.4
"1747","female",17,14,13,12,60.8
"1748","male",8,9,8,7,8.5
"1749","male",18,34,11,13,66.9
"1750","female",12,16,8,7,23.1
"1751","female",18,28,14,18,79.8
"1752","female",27,34,15,24,94.2
"1753","male",11,24,8,6,15.1
"1754","male",24,31,14,21,78.6
"1755","female",18,29,12,16,64.3
"1756","male",12,26,11,6,34.1
"1757","male",19,33,10,16,66
"1758","female",16,32,12,13,59.3
"1759","male",24,26,14,12,68.2
"1760","female",20,23,11,20,50.2
"1761","female",23,33,12,20,71.1
"1762","male",22,33,13,24,80.5
"1763","female",21,35,15,18,85.1
"1764","female",23,31,13,22,84.3
"1765","female",30,35,13,21,93.5
"1766","female",28,34,13,20,87.9
"1767","male",26,32,12,22,83.5
"1768","female",21,34,13,24,82.8
"1769","female",18,32,13,19,69.7
"1770","male",11,28,11,7,32.1
"1771","male",30,35,14,24,97.3
"1772","female",17,26,14,20,69.9
"1773","female",25,35,14,25,93
"1774","male",22,31,15,15,82.2
"1775","male",22,22,12,14,56.6
"1776","male",6,21,5,6,13.5
"1777","male",12,18,8,8,27
"1778","male",7,14,7,7,9
"1779","female",10,25,11,9,36.7
"1780","female",18,22,10,12,51.1
"1781","male",26,33,15,23,95.5
"1782","male",25,31,12,20,73.2
"1783","male",9,25,11,10,34.1
"1784","male",30,35,14,25,99.4
"1785","male",21,29,12,16,64.4
"1786","male",11,27,14,8,35
"1787","male",7,21,10,11,28.7
"1788","female",19,32,11,21,66.7
"1789","male",23,31,9,16,55.8
"1790","male",19,34,14,14,73.6
"1791","female",17,21,8,11,40.9
"1792","male",16,26,12,9,39.9
"1793","female",25,33,14,17,72
"1794","male",28,32,13,22,87.5
"1795","male",14,11,7,9,24.6
"1796","male",9,14,8,9,15.8
"1797","male",29,24,14,20,78.5
"1798","male",15,31,12,11,53.7
"1799","male",20,26,11,14,66.8
"1800","female",20,31,12,11,49.4
"1801","male",30,34,14,25,97.8
"1802","male",21,31,12,19,58.3
"1803","male",16,25,11,8,31.7
"1804","female",29,31,14,25,89.9
"1805","male",26,34,14,21,83.5
"1806","male",23,32,13,19,88.7
"1807","male",11,23,8,7,27.7
"1808","male",19,31,14,19,81.4
"1809","male",22,24,12,16,63.1
"1810","female",26,35,15,18,91.6
"1811","female",19,27,12,14,46.1
"1812","female",12,13,4,11,17.8
"1813","female",11,19,8,12,28
"1814","male",23,21,14,9,51.8
"1815","male",8,22,6,9,21.8
"1816","male",14,21,12,17,49.7
"1817","female",9,18,7,9,16.6
"1818","male",21,28,13,18,74.8
"1819","female",16,30,12,13,51.4
"1820","male",25,31,13,22,84.8
"1821","male",9,13,4,4,4.3
"1822","male",19,28,8,9,28.8
"1823","male",24,23,12,18,61.8
"1824","male",20,27,11,13,40.9
"1825","female",25,33,13,21,86.9
"1826","male",14,20,7,7,24.3
"1827","female",10,18,9,9,28
"1828","female",18,26,12,10,52.6
"1829","male",25,26,13,14,61.6
"1830","male",27,34,15,14,85.9
"1831","male",13,29,10,8,32.7
"1832","male",9,13,4,9,11.7
"1833","male",19,26,11,9,45.8
"1834","female",18,21,14,20,72.3
"1835","male",24,27,12,15,77.7
"1836","male",20,34,12,19,79.3
"1837","female",28,33,13,22,92.1
"1838","male",27,35,15,21,94.1
"1839","male",19,30,14,16,68
"1840","female",20,23,13,22,62.1
"1841","male",17,25,14,12,63.2
"1842","male",13,20,9,12,32.7
"1843","female",20,32,13,15,71.6
"1844","male",28,30,12,25,77.9
"1845","male",26,31,14,20,91.4
"1846","male",16,34,14,22,81.5
"1847","male",17,17,11,11,39
"1848","male",26,29,12,10,63.9
"1849","male",20,27,13,9,38
"1850","male",12,27,9,12,41.8
"1851","male",26,34,14,20,88
"1852","female",25,33,13,20,76.6
"1853","female",22,34,13,21,77.7
"1854","male",21,29,10,23,70.9
"1855","male",28,35,15,19,94.1
"1856","male",26,31,12,13,58.2
"1857","male",28,32,11,23,84.7
"1858","female",20,32,13,22,77.3
"1859","female",27,26,14,14,68.2
"1860","male",30,34,12,24,87.2
"1861","male",11,24,8,4,19
"1862","female",28,35,15,24,98.6
"1863","male",11,17,4,8,19.8
"1864","female",21,26,11,10,44.3
"1865","male",15,35,15,14,79.8
"1866","male",19,24,10,8,41.2
"1867","female",26,33,14,21,85.8
"1868","male",8,20,5,5,12.1
"1869","female",22,33,14,21,75
"1870","male",12,8,5,6,8.6
"1871","female",25,33,15,22,90.4
"1872","male",14,29,14,14,70.5
"1873","male",25,32,14,20,85.1
"1874","male",28,29,13,14,70
"1875","male",14,29,14,18,70
"1876","female",26,33,13,21,80.8
"1877","male",16,29,14,11,65.7
"1878","male",28,34,14,24,97.9
"1879","male",21,26,12,18,52.2
"1880","male",19,32,11,15,60.1
"1881","male",22,30,14,18,67.8
"1882","female",26,35,12,17,84.2
"1883","female",26,30,13,21,82.4
"1884","female",9,26,13,8,37.7
"1885","male",29,33,15,20,93.1
"1886","male",20,29,13,14,51.9
"1887","male",12,15,8,5,16.1
"1888","male",12,24,8,11,30.9
"1889","female",17,34,13,17,72.6
"1890","male",30,33,15,22,97.5
"1891","male",18,25,13,11,54.8
"1892","male",23,30,13,18,55.4
"1893","female",13,30,13,16,48.1
"1894","male",24,32,11,16,67.5
"1895","male",26,35,11,21,79.4
"1896","male",24,20,11,13,43.4
"1897","female",9,19,2,8,13.2
"1898","male",12,29,10,12,28.7
"1899","male",24,27,12,17,71
"1900","female",25,34,15,7,75.6
"1901","male",9,16,5,3,9.2
"1902","female",23,34,14,22,87.1
"1903","male",26,34,12,22,68.6
"1904","male",15,26,8,10,39.2
"1905","male",24,35,11,18,68.9
"1906","male",5,19,5,4,3.8
"1907","female",12,27,10,19,56.6
"1908","male",23,34,15,17,84.1
"1909","male",30,32,12,19,72.6
"1910","male",20,32,14,19,88.2
"1911","male",26,35,13,18,83.7
"1912","male",7,34,13,24,71.2
"1913","male",27,29,12,22,57.6
"1914","female",23,33,14,25,90.8
"1915","female",18,24,13,14,59.1
"1916","male",21,28,4,13,43.2
"1917","male",30,35,12,25,92.3
"1918","female",24,35,13,21,84.6
"1919","male",25,30,13,16,72.9
"1920","male",15,25,8,7,21.2
"1921","female",27,34,14,21,92.2
"1922","female",7,19,12,3,18.6
"1923","male",16,26,12,12,46.5
"1924","male",24,22,8,21,50.6
"1925","male",26,32,13,14,70.6
"1926","male",20,32,13,7,51.8
"1927","male",10,6,4,3,7.4
"1928","female",11,21,9,9,18.3
"1929","female",20,24,11,12,43.3
"1930","male",18,29,14,12,60.1
"1931","male",14,27,14,6,38.2
"1932","male",30,31,14,25,95.9
"1933","male",17,32,9,15,43.5
"1934","female",20,35,15,22,88
"1935","female",21,31,12,16,65.9
"1936","female",13,25,15,16,62.2
"1937","female",18,33,12,23,74.2
"1938","male",14,16,6,6,12.3
"1939","female",19,30,13,17,64
"1940","male",24,30,12,17,63.1
"1941","male",23,33,10,18,64.4
"1942","female",24,34,15,17,85
"1943","female",20,34,11,13,54.8
"1944","female",21,29,15,10,67.3
"1945","female",15,21,11,6,35.6
"1946","male",26,29,10,22,65.8
"1947","male",17,28,9,10,34.9
"1948","female",5,28,11,12,34.1
"1949","female",25,29,13,23,85.9
"1950","female",15,34,14,17,74.2
"1951","male",28,33,15,23,95.5
"1952","male",27,35,15,19,92.9
"1953","male",11,18,10,6,27.2
"1954","male",27,35,14,23,94.7
"1955","male",8,7,4,10,8
"1956","male",16,12,4,8,22.5
"1957","male",23,27,10,13,41.7
"1958","female",22,30,12,19,75.1
"1959","female",26,29,15,14,80.7
"1960","female",14,28,12,17,60.1
"1961","female",25,31,14,18,66.3
"1962","female",7,19,11,8,25.2
"1963","female",26,33,13,18,65.7
"1964","female",28,35,15,25,99.2
"1965","female",22,30,13,16,70.8
"1966","female",12,31,8,10,45.3
"1967","male",22,34,13,13,72.9
"1968","male",18,22,11,7,35.6
"1969","male",25,32,12,9,58.5
"1970","male",14,22,9,8,18
"1971","male",16,26,10,12,50.3
"1972","male",18,21,9,9,43.1
"1973","female",24,30,12,15,54.8
"1974","female",17,28,14,20,67
"1975","male",27,33,13,22,77.3
"1976","female",7,23,10,7,24.4
"1977","female",27,32,15,22,92.2
"1978","male",24,31,13,18,75.4
"1979","male",27,35,15,22,96.8
"1980","male",25,29,14,19,82.5
"1981","male",14,34,11,11,59.3
"1982","male",30,35,15,23,99.4
"1983","male",21,28,10,13,59.7
"1984","female",19,34,14,18,72.9
"1985","female",28,31,13,19,77.4
"1986","female",25,31,15,18,81.5
"1987","male",26,34,12,24,83.2
"1988","female",28,33,13,18,86.5
"1989","male",9,15,2,6,8
"1990","female",14,30,11,13,52
"1991","male",23,23,11,11,43.4
"1992","male",14,19,9,15,35.8
"1993","male",27,21,11,20,58.9
"1994","male",14,23,10,14,39.3
"1995","male",16,28,7,17,51.2
"1996","male",29,33,14,23,89.5
"1997","male",23,32,14,11,75.7
"1998","female",28,32,14,24,96.7
"1999","male",24,34,15,20,93.9
"2000","male",29,34,15,23,98.5
"2001","male",27,31,12,14,71.2
"2002","male",25,30,13,20,73.2
"2003","male",13,20,6,7,14.4
"2004","female",16,26,10,14,55.1
"2005","female",27,34,14,23,95.7
"2006","female",23,27,12,12,50.5
"2007","male",28,34,13,19,84.6
"2008","female",27,32,14,23,99.7
"2009","female",27,25,14,22,76.6
"2010","male",19,34,13,17,66.4
"2011","male",25,34,13,17,78.2
"2012","male",20,30,14,19,84.4
"2013","female",12,8,4,5,4
"2014","male",11,16,7,7,18.6
"2015","female",24,23,12,18,67.9
"2016","female",13,24,12,6,44.6
"2017","male",26,30,13,24,76.3
"2018","male",23,27,13,18,74.6
"2019","female",16,29,12,13,38.9
"2020","male",28,31,12,19,59.4
"2021","female",24,27,15,22,87.4
"2022","male",21,19,13,9,43.6
"2023","male",26,33,13,16,75.5
"2024","male",24,31,15,22,83.4
"2025","female",25,35,13,22,90.4
"2026","male",16,23,10,8,26.9
"2027","male",29,34,11,25,87.8
"2028","male",16,27,9,14,44.8
"2029","male",22,30,12,19,63.4
"2030","female",19,29,15,22,87.8
"2031","female",17,32,13,11,56.3
"2032","male",24,29,11,14,46.5
"2033","male",10,25,5,4,15.9
"2034","male",24,27,13,11,50.7
"2035","female",25,35,14,17,87.3
"2036","male",15,24,11,7,23
"2037","female",15,35,14,16,77.1
"2038","female",21,34,15,21,87.6
"2039","male",27,31,9,24,76.8
"2040","male",30,32,15,13,85.1
"2041","female",20,32,14,19,74.3
"2042","female",19,32,14,20,75.8
"2043","male",24,28,13,19,74.5
"2044","male",10,16,9,9,24.2
"2045","male",29,27,14,19,78.2
"2046","male",28,20,12,21,57.7
"2047","male",30,31,14,21,94.6
"2048","female",24,29,15,19,78
"2049","male",19,23,12,14,51.1
"2050","male",30,33,12,24,78.1
"2051","male",16,31,6,15,46.3
"2052","male",23,29,13,15,65.8
"2053","male",8,10,7,7,11.1
"2054","female",11,25,11,8,30.9
"2055","male",30,33,14,21,91.1
"2056","male",22,29,15,20,84.8
"2057","female",24,32,14,21,76.5
"2058","male",18,25,13,12,45.7
"2059","female",13,30,14,12,64.6
"2060","male",30,33,13,24,90.1
"2061","male",25,30,14,16,76.4
"2062","male",22,34,12,24,81.8
"2063","male",30,34,13,23,95.2
"2064","male",25,28,14,19,80.4
"2065","female",9,17,9,5,12.8
"2066","male",18,19,5,5,18.5
"2067","female",20,35,13,15,78.2
"2068","male",24,25,13,23,76.3
"2069","female",16,26,12,19,64.1
"2070","male",16,30,11,15,61.1
"2071","female",25,31,9,22,71.6
"2072","female",29,34,14,25,96
"2073","male",23,27,12,16,48.9
"2074","male",13,19,2,9,18.2
"2075","male",17,34,14,13,66.3
"2076","male",22,28,11,9,63.2
"2077","male",27,35,15,25,98.4
"2078","female",27,35,15,25,97.3
"2079","male",23,29,13,17,74.7
"2080","male",30,35,14,25,100
"2081","male",16,18,11,2,17
"2082","female",21,32,13,14,78.6
"2083","male",10,22,10,8,30.3
"2084","male",28,32,14,24,92.9
"2085","male",22,28,12,17,66.2
"2086","female",26,29,12,25,89.1
"2087","male",15,18,2,1,13.8
"2088","female",22,34,14,16,76.8
"2089","male",28,32,13,21,80.3
"2090","male",23,34,12,14,80.2
"2091","male",30,32,14,23,85.6
"2092","male",24,26,12,20,66.8
"2093","female",17,30,12,17,50.3
"2094","male",25,27,9,19,49.6
"2095","male",23,17,8,11,34.7
"2096","male",28,32,10,25,73.8
"2097","female",21,35,12,17,75.4
"2098","female",25,32,14,24,86.8
"2099","male",6,9,3,4,0.6
"2100","male",16,18,9,11,29
"2101","male",19,32,13,12,68.4
"2102","male",11,24,12,16,52.1
"2103","female",19,28,14,18,67.4
"2104","male",30,28,14,22,79.9
"2105","male",13,28,10,12,46.1
"2106","male",24,32,13,17,73
"2107","male",22,29,11,23,66.4
"2108","male",24,27,11,21,61
"2109","male",25,33,12,24,76.2
"2110","male",28,34,15,23,94.7
"2111","male",27,32,9,18,57.9
"2112","female",27,25,14,23,84.6
"2113","male",20,28,9,20,65
"2114","male",25,29,11,12,56.8
"2115","male",17,30,10,9,64.6
"2116","male",20,24,11,10,42.3
"2117","male",28,32,15,24,98.9
"2118","male",11,23,8,15,26.4
"2119","male",25,35,14,22,89.3
"2120","male",29,34,14,24,96
"2121","male",15,31,13,13,52.5
"2122","male",20,34,13,12,75
"2123","male",28,33,12,19,70.4
"2124","male",29,33,14,25,97.3
"2125","male",20,29,12,12,52.5
"2126","male",13,21,6,13,28.9
"2127","male",26,22,13,18,56.2
"2128","male",25,31,11,18,57
"2129","male",29,31,14,25,90.3
"2130","male",18,30,13,18,75.1
"2131","male",17,30,11,10,62.8
"2132","male",21,32,9,18,66.7
"2133","female",25,35,14,22,90.9
"2134","female",10,27,10,12,30.5
"2135","female",29,35,15,25,100
"2136","male",25,19,10,15,39.8
"2137","male",22,29,14,21,85
"2138","female",8,13,2,3,1.5
"2139","male",21,21,8,12,47.5
"2140","male",29,30,15,23,86.5
"2141","male",18,27,11,15,52.2
"2142","male",29,32,15,25,98.6
"2143","female",19,23,11,11,50.4
"2144","female",11,29,10,6,20.1
"2145","male",17,31,12,12,60.5
"2146","male",28,28,13,11,59.4
"2147","male",22,33,14,22,82.5
"2148","male",30,31,15,24,98.7
"2149","male",23,23,12,23,60
"2150","female",12,20,11,11,42.4
"2151","male",15,29,14,13,64.9
"2152","female",24,34,14,25,92.8
"2153","male",29,35,14,24,98.3
"2154","female",14,30,12,13,41.3
"2155","female",24,31,14,20,75.5
"2156","male",14,24,13,14,62.1
"2157","female",16,29,10,13,49.8
"2158","male",26,31,11,19,79.1
"2159","male",26,32,13,22,91.7
"2160","female",27,28,15,23,81
"2161","male",26,28,14,21,78.5
"2162","male",25,30,15,22,79.3
"2163","male",30,35,15,24,100
"2164","male",24,33,12,22,84.1
"2165","female",18,18,13,11,44.9
"2166","male",25,35,12,20,73.5
"2167","female",19,24,14,21,73.7
"2168","female",11,24,8,4,19.9
"2169","male",17,31,13,14,62.3
"2170","male",24,30,11,18,52.5
"2171","male",20,33,13,19,66.5
"2172","female",19,31,12,13,45.6
"2173","male",11,18,5,11,13.5
"2174","male",22,33,12,18,63
"2175","male",21,30,13,23,73.9
"2176","male",28,33,14,23,92.8
"2177","male",24,25,13,21,65.8
"2178","male",14,34,14,13,68.7
"2179","male",14,23,12,18,37.5
"2180","male",17,24,13,9,53.3
"2181","male",16,28,11,18,44.2
"2182","female",10,22,10,7,23
"2183","male",23,35,14,7,64.6
"2184","male",24,33,14,19,82.2
"2185","male",4,9,4,7,3
"2186","male",10,12,5,4,7.7
"2187","female",14,32,13,10,55.5
"2188","male",22,22,12,15,58.3
"2189","female",23,22,12,21,63.3
"2190","male",23,20,11,17,56.9
"2191","male",29,35,14,18,94.1
"2192","male",7,17,5,4,9
"2193","male",27,35,15,25,97.9
"2194","male",30,32,12,23,80.3
"2195","male",17,23,6,11,39.5
"2196","male",20,26,11,13,36.1
"2197","female",24,31,14,11,60.4
"2198","male",23,32,11,16,62.8
"2199","male",18,21,12,11,46.5
"2200","female",30,34,14,24,98.2
"2201","male",13,32,14,6,56.2
"2202","male",26,29,14,19,66.6
"2203","male",27,31,12,17,79.1
"2204","male",18,26,12,8,46.2
"2205","male",25,29,14,22,68.4
"2206","female",11,25,5,15,40.8
"2207","female",19,31,15,16,68
"2208","female",30,35,14,23,95.7
"2209","male",23,30,12,21,77.6
"2210","male",28,31,14,25,87.2
"2211","male",21,28,11,16,58.4
"2212","male",16,30,8,7,27.8
"2213","male",29,35,15,24,97.9
"2214","male",8,22,5,8,13.7
"2215","male",20,32,13,13,60.3
"2216","female",26,35,15,23,93.9
"2217","male",20,26,9,15,59.3
"2218","female",28,33,15,22,92.4
"2219","male",29,35,15,22,98.3
"2220","male",24,34,14,20,84.7
"2221","female",13,22,10,8,33.7
"2222","female",30,34,14,25,98.2
"2223","female",28,30,14,24,85.2
"2224","female",29,35,14,17,82.8
"2225","female",12,9,11,9,25.9
"2226","male",25,30,14,16,67.3
"2227","female",30,33,14,22,93.3
"2228","male",29,32,14,22,90.5
"2229","male",29,29,9,18,59.6
"2230","male",18,33,12,19,76.2
"2231","male",24,28,13,22,79.9
"2232","male",22,16,11,10,35.6
"2233","female",18,23,13,14,49
"2234","male",27,31,13,23,82.6
"2235","male",24,23,11,11,43.2
"2236","male",29,35,14,24,96.2
"2237","female",29,34,15,20,92.7
"2238","male",16,25,9,10,46
"2239","female",17,28,14,14,53.4
"2240","male",25,34,12,24,84.2
"2241","male",15,29,8,11,33.6
"2242","male",27,31,14,22,79.8
"2243","male",16,30,14,12,63.8
"2244","male",12,18,5,17,27.3
"2245","male",18,30,14,15,65.8
"2246","female",16,26,14,18,67.9
"2247","male",12,25,12,12,57.3
"2248","male",22,31,14,14,76.5
"2249","male",27,32,14,19,83.8
"2250","female",28,33,13,23,89.1
"2251","male",21,31,13,16,80.8
"2252","male",24,31,15,25,91.5
"2253","male",29,33,14,22,92.6
"2254","male",19,30,15,11,76.2
"2255","male",28,27,15,18,82.4
"2256","female",28,32,15,19,93.9
"2257","female",17,33,13,13,64.3
"2258","male",23,30,12,12,51.2
"2259","female",21,32,12,18,68.8
"2260","female",13,22,9,12,25.7
"2261","female",24,32,14,24,95.1
"2262","male",26,31,13,12,56.8
"2263","male",30,34,14,24,94.8
"2264","male",16,31,12,18,62.2
"2265","male",15,18,7,10,31.2
"2266","male",29,35,14,23,96.5
"2267","female",28,32,14,17,89.1
"2268","male",28,32,13,23,78
"2269","male",28,33,14,17,90.2
"2270","female",23,32,12,15,54
"2271","male",16,30,12,9,44.7
"2272","male",26,29,13,17,71.8
"2273","male",27,33,15,22,95
"2274","female",26,34,14,22,93.5
"2275","male",17,28,14,15,55.9
"2276","female",23,30,13,16,55.8
"2277","male",28,35,15,24,98.1
"2278","male",15,25,11,17,54.6
"2279","male",29,32,13,22,81.7
"2280","male",15,28,8,13,36.1
"2281","male",26,34,13,23,88.5
"2282","female",18,34,15,15,74.8
"2283","female",16,34,13,23,83.7
"2284","female",16,27,12,12,51.5
"2285","male",6,25,8,7,22.7
"2286","female",14,27,13,7,41.7
"2287","male",27,34,13,25,92.4
"2288","male",13,23,6,11,29.6
"2289","male",24,30,13,20,74.4
"2290","male",16,29,9,9,35.6
"2291","male",20,25,10,16,55
"2292","female",30,33,14,18,90.3
"2293","male",27,27,12,18,62
"2294","male",30,29,14,25,80.6
"2295","male",26,31,13,23,82.1
"2296","male",7,19,4,9,12.5
"2297","male",12,14,6,7,10.8
"2298","male",21,31,12,21,74.2
"2299","male",28,29,15,25,92.6
"2300","male",27,35,15,25,97.1
"2301","male",22,28,10,12,56.1
"2302","male",25,30,14,23,73.2
"2303","male",29,35,13,24,92.7
"2304","female",20,31,13,21,73.6
"2305","male",18,21,8,13,32.5
"2306","male",30,33,15,25,99.6
"2307","male",27,30,15,20,90.9
"2308","female",20,29,14,17,77.5
"2309","male",30,33,14,24,92.5
"2310","male",18,33,13,21,81
"2311","male",23,26,10,11,61.5
"2312","female",28,34,14,13,86.4
"2313","male",24,35,14,16,87
"2314","female",22,31,14,15,85.1
"2315","male",26,32,11,18,63
"2316","female",14,22,10,10,40
"2317","male",18,21,8,10,35.7
"2318","female",29,35,13,20,90.7
"2319","male",26,32,12,15,56.6
"2320","male",29,34,14,24,97.5
"2321","male",29,33,11,15,78.5
"2322","female",12,29,9,7,31.4
"2323","male",22,33,14,24,94.6
"2324","male",21,25,9,11,41.1
"2325","male",25,28,11,19,71.1
"2326","male",25,30,11,20,74.2
"2327","male",29,34,14,24,95.1
"2328","male",30,33,14,22,90.1
"2329","male",27,31,15,22,93.2
"2330","male",22,10,2,15,30.4
"2331","male",27,34,14,24,96.3
"2332","female",21,24,14,18,72.7
"2333","male",15,28,14,9,38.1
"2334","male",29,34,14,24,95.2
"2335","male",29,34,15,24,99.4
"2336","male",28,32,14,20,77
"2337","male",21,34,12,11,64.9
"2338","male",22,26,10,22,61.3
"2339","male",9,28,7,7,21.1
"2340","female",16,26,11,12,38.6
"2341","male",14,21,10,8,38.3
"2342","female",14,20,11,12,42.9
"2343","male",28,20,10,13,56
"2344","male",29,29,11,23,72.8
"2345","male",10,7,4,4,3.3
"2346","male",29,26,12,25,81
"2347","female",27,33,14,24,96.2
"2348","male",14,30,12,8,31
"2349","male",15,25,12,16,47.2
"2350","male",22,28,15,12,70.6
"2351","male",29,33,15,22,97.4
"2352","female",17,30,13,17,65.4
"2353","female",25,28,14,19,86.2
"2354","male",23,29,12,9,39.1
"2355","male",22,29,11,13,48.5
"2356","male",30,33,15,23,96.4
"2357","male",17,17,10,12,39.1
"2358","male",30,28,14,21,90.5
"2359","male",24,34,13,18,78
"2360","male",30,34,15,25,99
"2361","female",28,33,14,22,93.9
"2362","female",30,35,15,25,100
"2363","male",27,30,13,24,89.3
"2364","male",27,28,13,23,85.7
"2365","male",14,30,12,12,58.1
"2366","female",19,32,13,18,80.5
"2367","male",8,9,4,5,1.8
"2368","male",23,26,13,21,62.2
"2369","male",30,33,15,25,98.6
"2370","male",29,34,14,24,99.6
"2371","female",22,28,13,16,60
"2372","female",20,30,13,17,65.3
"2373","male",27,31,15,25,93.9
"2374","female",30,33,14,25,97
"2375","female",17,22,12,18,54.4
"2376","male",26,28,14,19,75.5
"2377","female",23,22,12,12,56
"2378","male",30,35,12,23,87.7
"2379","male",19,29,11,21,45.5
"2380","female",27,31,14,25,89.4
"2381","male",24,28,11,14,49.1
"2382","male",29,34,13,24,96.2
"2383","female",18,26,10,12,44.2
"2384","female",17,33,15,13,77.5
"2385","male",29,35,15,24,100
"2386","male",28,35,13,21,87.9
"2387","male",30,34,15,24,98.4
"2388","male",22,33,12,12,69.9
"2389","female",25,33,15,21,94.2
"2390","male",26,31,9,18,69.5
"2391","female",17,30,12,11,40.4
"2392","male",14,25,11,8,28.4
"2393","male",28,35,12,21,85.5
"2394","male",21,32,12,10,57.6
"2395","male",26,31,13,19,62
"2396","female",17,20,11,10,39.6
"2397","female",28,18,14,25,77.4
"2398","female",28,33,14,22,90.8
"2399","male",22,26,12,23,75.6
"2400","male",20,28,13,18,63.2
"2401","male",30,33,14,23,95.5
"2402","male",28,28,13,15,66.3
"2403","male",14,26,10,16,37.9
"2404","male",30,32,11,24,80.8
"2405","male",13,32,13,6,50.3
"2406","male",25,25,12,25,66.6
"2407","female",27,29,12,21,75.5
"2408","male",28,34,14,25,97.1
"2409","female",25,34,15,22,91.7
"2410","male",29,26,14,15,59
