"","Subject","AFQT","Educ","Income2005"
"1837",4379,84.654,13,38000
"1838",4382,98.695,16,18000
"1839",4386,22.421,12,19900
"1840",4390,25.824,12,34000
"1841",4391,62.689,13,3500
"1842",4392,76.762,16,37000
"1843",4407,93.654,16,185662
"1844",4408,77.518,18,92000
"1845",4409,29.568,13,50000
"1846",4410,58.528,16,63000
"1847",4413,11.248,16,30000
"1848",4417,4.607,10,19000
"1849",4424,86.364,19,93000
"1850",4425,93.673,18,22000
"1851",4426,95.855,16,211052
"1852",4427,52.997,12,45000
"1853",4428,99.032,19,42000
"1854",4429,93.797,19,49938
"1855",4430,76.715,15,48000
"1856",4438,31.428,13,95000
"1857",4447,81.671,14,45291
"1858",4448,94.559,16,95000
"1859",4459,38.478,12,9000
"1860",4461,9.581,12,18000
"1861",4465,63.042,14,15000
"1862",4466,46.534,16,80000
"1863",4468,63.044,13,79000
"1864",4469,14.771,12,31200
"1865",4470,60.473,18,75000
"1866",4471,93.33,20,140000
"1867",4474,8.147,10,30700
"1868",4476,21.407,8,25000
"1869",4478,85.068,14,53000
"1870",4480,87.942,16,202617
"1871",4487,73.85,12,33000
"1872",4488,94.247,13,108000
"1873",4496,60.869,12,47000
"1874",4498,61.509,12,39000
"1875",4499,51.094,14,54300
"1876",4503,4.853,11,18000
"1877",4505,22.243,12,25000
"1878",4506,17.592,14,30000
"1879",4508,57.865,16,72000
"1880",4509,98.905,14,72899
"1881",4511,68.723,14,125000
"1882",4513,72.061,15,48000
"1883",4514,83.129,15,125000
"1884",4517,26.623,16,146000
"1885",4518,30.349,15,70000
"1886",4519,38.736,12,50000
"1887",4520,49.905,12,40000
"1888",4524,65.975,12,50000
"1889",4528,65.668,14,62987
"1890",4531,66.623,16,113000
"1891",4532,70.375,16,73000
"1892",4534,72.163,13,35000
"1893",4536,57.342,13,11000
"1894",4538,41.962,12,40000
"1895",4540,32.671,16,57000
"1896",4541,7.177,12,35000
"1897",4542,7.817,13,34000
"1898",4543,18.514,12,1800
"1899",4544,2.96,12,12000
"1900",4548,89.282,16,100000
"1901",4557,4.899,12,6580
"1902",4560,64.81,14,21000
"1903",4561,63.671,12,16000
"1904",4563,43.186,12,60000
"1905",4565,42.885,16,98000
"1906",4566,74.431,12,90000
"1907",4569,76.485,12,85000
"1908",4570,84.593,17,72000
"1909",4571,48.11,14,27359
"1910",4576,35.674,18,16000
"1911",4579,84.059,14,35000
"1912",4582,55.052,13,50000
"1913",4583,70.638,12,21000
"1914",4586,85.959,12,38154
"1915",4589,35.236,12,38200
"1916",4590,74.952,17,58000
"1917",4592,35.574,17,48000
"1918",4594,35.76,12,25000
"1919",4595,41.056,14,95000
"1920",4596,66.351,12,65000
"1921",4601,17.388,12,30000
"1922",4602,60.716,14,10000
"1923",4604,42.318,12,27412
"1924",4606,83.831,16,15000
"1925",4607,58.25,17,55000
"1926",4609,91.857,20,194757
"1927",4619,12.411,12,9500
"1928",4621,66.439,12,24000
"1929",4623,22.535,12,62000
"1930",4624,38.467,15,27581
"1931",4625,81.014,15,77000
"1932",4626,65.198,20,130000
"1933",4630,44.75,12,130000
"1934",4632,60.639,16,45000
"1935",4633,35.588,13,90000
"1936",4634,68.487,18,355767
"1937",4635,92.94,17,70000
"1938",4636,31.028,14,99000
"1939",4637,1.32,12,25000
"1940",4638,4.875,12,17000
"1941",4641,63.72,12,18000
"1942",4642,55.007,13,90000
"1943",4643,24.298,14,56000
"1944",4646,36.39,12,24000
"1945",4651,49.157,13,25000
"1946",4652,92.296,16,60000
"1947",4662,98.483,16,52000
"1948",4665,83.307,14,15000
"1949",4668,81.304,16,209400
"1950",4669,30.372,14,40000
"1951",4675,48.409,13,38000
"1952",4676,86.921,12,45000
"1953",4678,14.358,12,5000
"1954",4680,71.684,12,14000
"1955",4681,10.844,10,3000
"1956",4683,74.499,18,10000
"1957",4686,85.163,17,84000
"1958",4687,84.843,13,68651
"1959",4692,97.585,19,29000
"1960",4694,69.189,15,4000
"1961",4695,92.725,16,91500
"1962",4698,69.532,16,108000
"1963",4699,60.14,14,137000
"1964",4701,59.027,12,197062
"1965",4702,85.659,14,100000
"1966",4704,66.998,15,5000
"1967",4707,65.045,12,72000
"1968",4710,13.195,12,15000
"1969",4711,23.091,12,40000
"1970",4714,64.763,12,45000
"1971",4716,8.573,12,58000
"1972",4717,44.228,14,3000
"1973",4720,50.743,12,67000
"1974",4722,44.638,12,35000
"1975",4724,8.594,12,8400
"1976",4729,45.692,14,15000
"1977",4731,16.497,11,20017
"1978",4732,19.224,12,21424
"1979",4733,16.996,11,12000
"1980",4734,23.5,12,12000
"1981",4738,59.362,14,75000
"1982",4742,100,16,30000
"1983",4746,44.275,12,36000
"1984",4747,11.038,12,12000
"1985",4752,60.219,12,42000
"1986",4753,89.164,16,33000
"1987",4754,87.349,18,67000
"1988",4755,56.643,12,54000
"1989",4756,100,18,163271
"1990",4758,84.623,18,60000
"1991",4759,41.732,12,62000
"1992",4760,95.519,17,34000
"1993",4762,39.656,12,8600
"1994",4764,31.668,12,55000
"1995",4765,66.229,12,70000
"1996",4767,100,19,40000
"1997",4768,88.406,13,30000
"1998",4770,56.987,12,31000
"1999",4772,45.131,12,24000
"2000",4774,44.272,12,4800
"2001",4776,11.451,12,41000
"2002",4777,34.099,12,22000
"2003",4778,29.236,12,26000
"2004",4779,16.44,12,27000
"2005",4780,34.125,12,25000
"2006",4788,43.564,12,66000
"2007",4790,44.281,12,13000
"2008",4793,86.859,16,115000
"2009",4795,89.109,16,70000
"2010",4798,90.344,19,90000
"2011",4799,93.854,19,40500
"2012",4803,82.637,13,19000
"2013",4804,53.937,12,12000
"2014",4805,61.977,15,90000
"2015",4810,74.194,13,50000
"2016",4812,98.187,16,80000
"2017",4813,62.75,14,74000
"2018",4815,90.394,14,58000
"2019",4817,60.664,12,35000
"2020",4818,81.962,12,21000
"2021",4820,79.014,16,25000
"2022",4822,44.296,12,30775
"2023",4825,81.855,14,42000
"2024",4826,71.626,18,57000
"2025",4828,83.353,16,66768
"2026",4829,90.563,16,126000
"2027",4830,93.01,16,344856
"2028",4831,95.503,18,54500
"2029",4832,77.854,14,57000
"2030",4834,56.188,16,80000
"2031",4839,62.465,13,14000
"2032",4840,84.43,15,24226
"2033",4842,55.403,18,37000
"2034",4843,54.678,16,45000
"2035",4844,30.696,14,6000
"2036",4849,44.859,12,20000
"2037",4856,72.897,14,60000
"2038",4858,75.431,12,64000
"2039",4859,91.95,14,36000
"2040",4862,92.938,13,39000
"2041",4864,41.211,12,8575
"2042",4865,69.395,15,25000
"2043",4870,81.774,18,6000
"2044",4871,95.394,16,34000
"2045",4872,28.043,17,56000
"2046",4873,89.918,16,55000
"2047",4876,67.661,12,35000
"2048",4879,65.964,12,26500
"2049",4880,53.053,14,27000
"2050",4881,66.586,14,80000
"2051",4883,50.386,13,47000
"2052",4884,67.232,12,33000
"2053",4888,57.352,12,38083
"2054",4889,78.181,14,65000
"2055",4890,38.555,13,22000
"2056",4892,56.759,16,72000
"2057",4894,77.629,16,81000
"2058",4896,80.642,16,90000
"2059",4899,15.864,14,20000
"2060",4900,55.398,12,50000
"2061",4901,23.682,11,32000
"2062",4906,8.811,12,7300
"2063",4907,86.847,20,188255
"2064",4911,70.097,12,6000
"2065",4914,25.611,12,29000
"2066",4919,38.709,18,52000
"2067",4921,92.503,20,92500
"2068",4922,63.204,13,17000
"2069",4923,22.076,10,22000
"2070",4924,43.271,13,33500
"2071",4926,51.554,12,48000
"2072",4927,83.641,16,159193
"2073",4929,49.657,14,17900
"2074",4930,41.842,13,18839
"2075",4931,81.658,14,33000
"2076",4933,62.784,15,39000
"2077",4934,23.927,12,25000
"2078",4937,7.135,8,22000
"2079",4939,60.522,16,41000
"2080",4942,13.494,12,54000
"2081",4943,31.353,14,42000
"2082",4944,82.469,16,75000
"2083",4945,25.492,12,35000
"2084",4946,2.893,8,43000
"2085",4948,26.901,12,18000
"2086",4952,23.721,12,26000
"2087",4953,74.689,13,22000
"2088",4954,73.712,18,78000
"2089",4955,64.713,12,40000
"2090",4960,21.164,10,60000
"2091",4962,74.484,13,36000
"2092",4966,47.582,12,32000
"2093",4967,64.114,13,32500
"2094",4968,90.36,14,66948
"2095",4972,33.643,13,3000
"2096",4975,92.247,18,60000
"2097",4976,85.066,15,94000
"2098",4979,70.51,12,58000
"2099",4981,27.358,14,35100
"2100",4983,21.009,12,8000
"2101",4986,16.841,12,410008
"2102",4987,86.508,15,15000
"2103",4992,32.249,12,30000
"2104",4997,75.073,15,62000
"2105",4998,80.394,20,69600
"2106",5001,67.504,17,30000
"2107",5003,70.669,19,228453
"2108",5007,18.04,12,63000
"2109",5012,87.153,20,215765
"2110",5017,84.38,14,115000
"2111",5020,91.144,17,39000
"2112",5021,94.331,17,44000
"2113",5022,79.135,15,80000
"2114",5023,78.873,19,39000
"2115",5025,64.441,13,40000
"2116",5026,58.229,15,42000
"2117",5028,96.183,17,153447
"2118",5029,100,16,120000
"2119",5037,25.844,14,18230
"2120",5041,13.195,12,14000
"2121",5042,11.369,13,29000
"2122",5043,36.172,13,29993
"2123",5053,18.631,13,60000
"2124",5054,44.084,20,34000
"2125",5055,52.035,14,43000
"2126",5060,17.529,12,24314
"2127",5062,77.171,13,25000
"2128",5085,9.128,12,9600
"2129",5091,72.251,20,56400
"2130",5094,22.029,13,10000
"2131",5095,73.751,20,20000
"2132",5096,73.407,18,30000
"2133",5097,47.006,12,119000
"2134",5099,97.61,16,40000
"2135",5101,57.477,15,11000
"2136",5102,48.968,14,33000
"2137",5106,23.45,12,120000
"2138",5107,89.381,19,152683
"2139",5108,98.645,16,33000
"2140",5115,46.56,12,27400
"2141",5125,77.314,14,3000
"2142",5128,56.945,11,29000
"2143",5131,78.06,12,21213
"2144",5132,41.062,10,26000
"2145",5134,47.968,15,42000
"2146",5139,17.763,12,15000
"2147",5140,60.402,16,10800
"2148",5143,80.74,17,62000
"2149",5145,81.861,12,36000
"2150",5149,72.306,13,6000
"2151",5151,53.96,13,89000
"2152",5156,58.127,13,100000
"2153",5158,41.879,12,50000
"2154",5159,36.433,12,1200
"2155",5161,55.622,12,37000
"2156",5162,80.536,12,100000
"2157",5166,98.687,16,75000
"2158",5168,73.682,18,23000
"2159",5170,83.498,20,55000
"2160",5174,84.442,13,65000
"2161",5176,31.449,12,38000
"2162",5178,70.507,13,25000
"2163",5179,53.747,12,23000
"2164",5180,61.711,12,3563
"2165",5184,37.165,12,38000
"2166",5185,91.441,20,57000
"2167",5186,42.843,12,29000
"2168",5187,60.646,13,34500
"2169",5188,53.09,16,46000
"2170",5189,48.596,12,27000
"2171",5191,75.345,14,20000
"2172",5192,24.074,12,30000
"2173",5193,52.58,16,56000
"2174",5194,70.467,12,32000
"2175",5195,56.535,12,28398
"2176",5197,72.335,17,123000
"2177",5199,62.924,15,15000
"2178",5208,75.701,12,25000
"2179",5211,10.875,12,35718
"2180",5212,72.412,17,20000
"2181",5219,33.664,12,83000
"2182",5221,8.837,14,35000
"2183",5222,46.218,17,80000
"2184",5226,83.809,16,85000
"2185",5227,45.579,13,40000
"2186",5229,31.929,14,32530
"2187",5231,13.348,12,12000
"2188",5235,13.793,14,70000
"2189",5236,85.912,12,8400
"2190",5238,21.71,12,22000
"2191",5244,46.534,16,60000
"2192",5245,70.64,20,200977
"2193",5246,46.743,15,31000
"2194",5247,55.115,12,26000
"2195",5248,38.094,14,96000
"2196",5249,56.267,13,36000
"2197",5250,88.662,16,55000
"2198",5251,15.176,12,50000
"2199",5252,38.32,12,9000
"2200",5254,48.244,13,120000
"2201",5255,12.777,13,37100
"2202",5256,30.913,13,68000
"2203",5257,21.706,12,40000
"2204",5258,34.971,12,33800
"2205",5259,27.434,15,3500
"2206",5262,45.691,12,11500
"2207",5263,67.67,14,35000
"2208",5264,4.008,16,65000
"2209",5266,55.998,14,98000
"2210",5267,12.39,13,50000
"2211",5268,75.256,12,11548
"2212",5269,19.642,11,30000
"2213",5272,28.603,12,20000
"2214",5274,42.704,13,6000
"2215",5277,17.534,13,10000
"2216",5278,27.724,12,55000
"2217",5287,79.838,16,3200
"2218",5288,22.097,12,37500
"2219",5289,88.294,16,40264
"2220",5291,15.276,12,47500
"2221",5294,27.953,12,16000
"2222",5299,78.135,18,45000
"2223",5300,50.321,15,63000
"2224",5301,86.332,12,29479
"2225",5307,22.362,12,28000
"2226",5308,4.171,13,11000
"2227",5310,84.207,19,59800
"2228",5311,34.37,12,10000
"2229",5315,52.155,14,16000
"2230",5316,85.107,12,58000
"2231",5317,76.53,12,7200
"2232",5318,75.732,14,20000
"2233",5325,88.694,20,600
"2234",5326,88.59,16,35000
"2235",5327,60.895,12,35000
"2236",5329,20.657,13,51000
"2237",5330,64.846,14,30000
"2238",5332,83.449,15,25000
"2239",5333,54.144,14,29000
"2240",5334,59.959,16,75000
"2241",5338,52.599,12,21939
"2242",5340,20.057,14,10000
"2243",5341,91.407,16,52000
"2244",5342,71.119,16,95000
"2245",5349,55.017,13,5250
"2246",5350,12.563,14,36500
"2247",5351,84.304,18,53000
"2248",5352,63.248,16,110000
"2249",5353,62.412,12,3200
"2250",5356,69.093,12,36800
"2251",5357,26.187,12,34000
"2252",5358,81.396,14,55000
"2253",5360,55.327,13,14000
"2254",5361,44.732,15,3000
"2255",5362,61.583,12,56000
"2256",5363,30.514,10,52000
"2257",5365,18.621,15,65000
"2258",5366,89.755,12,35000
"2259",5372,87.078,16,12000
"2260",5373,90.958,16,35000
"2261",5374,76.589,16,38400
"2262",5376,83.858,12,12000
"2263",5377,85.856,14,56000
"2264",5381,97.117,16,46000
"2265",5385,49.694,12,8000
"2266",5388,93.238,16,18000
"2267",5389,93.533,17,53000
"2268",5390,71.096,14,52000
"2269",5391,43.898,17,40000
"2270",5392,72.595,14,52000
"2271",5393,82.352,16,59850
"2272",5394,71.79,18,42000
"2273",5395,63.289,17,35000
"2274",5397,71.14,15,23699
"2275",5398,82.62,16,135000
"2276",5401,87.434,12,35000
"2277",5402,11.551,12,50000
"2278",5404,56.704,13,29500
"2279",5406,48.5,16,32000
"2280",5408,44.815,14,40000
"2281",5410,81.45,16,57000
"2282",5416,97.935,16,15000
"2283",5417,79.36,12,196680
"2284",5418,50.639,16,60000
"2285",5419,87.22,17,81000
"2286",5420,91.807,16,125000
"2287",5421,80.022,12,13000
"2288",5427,49.099,13,38000
"2289",5428,69.959,14,45000
"2290",5430,75.195,16,37000
"2291",5435,60.361,12,36000
"2292",5436,38.439,12,29000
"2293",5439,95.516,16,110000
"2294",5440,91.857,12,38000
"2295",5441,31.355,14,150000
"2296",5442,29.679,15,6800
"2297",5445,37.721,14,14000
"2298",5446,10.31,9,9600
"2299",5447,4.747,8,27300
"2300",5450,19.937,12,8500
"2301",5451,24.754,12,50000
"2302",5453,32.426,13,6000
"2303",5456,15.308,12,25000
"2304",5461,0.587,8,71776
"2305",5469,1.294,9,7200
"2306",5470,54.755,12,43000
"2307",5474,60.055,16,62000
"2308",5476,0.838,12,26000
"2309",5484,25.56,12,900
"2310",5485,23.139,16,47000
"2311",5486,22.735,12,20500
"2312",5488,11.841,11,350
"2313",5489,97.069,20,91000
"2314",5491,47.421,12,52000
"2315",5493,32.743,12,56000
"2316",5494,50.188,12,29800
"2317",5499,29.66,12,50000
"2318",5500,51.599,14,40000
"2319",5502,16.864,12,16000
"2320",5504,74.158,16,95000
"2321",5505,14.718,12,22050
"2322",5508,21.049,12,20000
"2323",5510,11.307,12,20000
"2324",5511,60.755,14,28000
"2325",5512,63.118,13,55000
"2326",5513,99.484,16,25000
"2327",5514,46.876,12,10000
"2328",5516,25.347,12,22500
"2329",5518,6.995,14,40000
"2330",5519,4.096,8,18000
"2331",5521,85.656,12,18560
"2332",5522,61.117,12,3000
"2333",5524,25.036,12,1300
"2334",5528,27.961,12,38000
"2335",5531,66.286,12,110000
"2336",5537,6.803,12,19000
"2337",5538,14.114,12,15000
"2338",5539,82.93,12,25000
"2339",5540,31.907,14,125000
"2340",5543,85.677,17,133000
"2341",5544,14.701,12,10056
"2342",5545,42.853,12,16000
"2343",5546,48.99,12,32000
"2344",5550,6.054,12,11000
"2345",5551,21.62,12,29000
"2346",5555,56.039,12,14000
"2347",5558,0.162,12,45000
"2348",5565,37.489,16,36000
"2349",5566,39.633,12,25000
"2350",5568,64.088,14,38000
"2351",5572,61.264,12,31000
"2352",5573,46.741,12,24000
"2353",5575,64.673,12,15785
"2354",5576,46.125,12,34000
"2355",5580,35.796,12,47000
"2356",5581,31.716,12,22000
"2357",5585,26.982,12,54000
"2358",5590,77.376,16,42000
"2359",5591,67.935,16,65000
"2360",5592,98.198,19,33000
"2361",5594,73.884,20,79000
"2362",5599,60.292,16,82000
"2363",5603,10.81,9,36000
"2364",5604,1.042,9,40000
"2365",5607,28.205,12,30000
"2366",5609,10.186,14,24000
"2367",5611,34.301,13,18000
"2368",5612,47.973,13,26500
"2369",5613,0,12,30000
"2370",5614,18.176,12,26000
"2371",5616,3.039,12,35000
"2372",5617,8.282,12,20000
"2373",5618,51.958,16,43000
"2374",5621,51.908,17,44000
"2375",5623,95.248,20,96000
"2376",5624,70.691,19,36000
"2377",5625,66.276,12,40000
"2378",5626,60.781,12,52000
"2379",5637,8.54,12,52000
"2380",5640,0.56,12,30000
"2381",5646,37.531,12,33000
"2382",5649,71.982,13,22000
"2383",5653,66.907,12,52000
"2384",5655,82.061,17,90000
"2385",5661,71.156,15,1600
"2386",5666,68.443,16,80000
"2387",5667,97.274,20,198032
"2388",5668,70.576,12,60000
"2389",5669,54.716,12,38000
"2390",5671,86.782,12,20000
"2391",5674,56.285,13,8000
"2392",5675,87.596,16,67500
"2393",5676,77.716,17,15000
"2394",5677,64.58,12,72000
"2395",5684,5.319,12,12000
"2396",5690,76.766,19,70000
"2397",5694,58.345,12,42000
"2398",5696,42.254,12,72000
"2399",5699,97.537,13,45000
"2400",5700,80.34,12,70000
"2401",5701,75.52,17,114000
"2402",5702,59.926,13,24000
"2403",5703,74.363,14,42500
"2404",5705,81.334,12,10900
"2405",5708,81.916,14,33000
"2406",5710,87.91,18,53000
"2407",5711,50.838,12,42000
"2408",5712,80.893,12,26280
"2409",5713,64.357,11,44328
"2410",5718,76.736,12,9000
"2411",6285,51.843,13,60000
"2412",11751,24.592,11,10000
"2413",11755,7.35,11,60000
"2414",11758,80.188,19,70000
"2415",11759,40.534,12,50000
"2416",11760,0,12,4000
"2417",11762,1.792,11,100000
"2418",11763,47.481,15,146000
"2419",11769,67.337,15,8000
"2420",11776,26.798,10,25000
"2421",11777,90.862,14,74500
"2422",11778,71.422,15,32900
"2423",11779,78.397,17,1500
"2424",11785,19.889,12,78000
"2425",11786,44.583,12,65000
"2426",11787,20.097,10,8000
"2427",11791,66.503,16,123000
"2428",11792,61.687,12,19000
"2429",11793,11.738,12,56000
"2430",11794,19.708,12,40000
"2431",11796,97.147,16,24000
"2432",11797,40.415,14,1200
"2433",11798,45.075,15,17000
"2434",11799,26.504,14,32000
"2435",11800,18.254,12,60000
"2436",11801,8.903,12,350
"2437",11806,43.089,13,63000
"2438",11807,40.755,12,80000
"2439",11809,68.468,16,39000
"2440",11811,0.823,12,8000
"2441",11813,3.222,12,30456
"2442",11814,2.314,8,9000
"2443",11815,21.716,13,1300
"2444",11816,78.611,15,19500
"2445",11818,12.57,10,13000
"2446",11819,43.124,14,27700
"2447",11820,62.701,16,50000
"2448",11822,41.801,12,57500
"2449",11830,1.457,12,2000
"2450",11832,9.266,13,15000
"2451",11833,13.696,13,25000
"2452",11835,60.5,16,14000
"2453",11838,23.064,15,52000
"2454",11839,48.275,12,45000
"2455",11841,39.048,13,57000
"2456",11844,23.172,15,20108
"2457",11845,47.552,14,40000
"2458",11846,9.003,12,54000
"2459",11848,48.795,16,24500
"2460",11849,14.611,12,50000
"2461",11850,24.52,8,32000
"2462",11851,67.97,14,80000
"2463",11854,68.817,16,87000
"2464",11858,37.279,12,24000
"2465",11860,61.243,12,40000
"2466",11863,78.549,14,77919
"2467",11864,16.885,12,24000
"2468",11865,75.534,12,42500
"2469",11867,18,16,28000
"2470",11868,54.37,16,102831
"2471",11869,83.763,14,38400
"2472",11870,72.983,16,11000
"2473",11872,81.931,14,24500
"2474",11875,63.866,12,57000
"2475",11878,39.427,12,22000
"2476",11879,63.777,12,13691
"2477",11880,44.032,12,15000
"2478",11881,92.255,16,15000
"2479",11883,75.428,12,44000
"2480",11884,18.231,12,2200
"2481",11886,79.197,15,10000
"2482",11887,61.341,12,24200
"2483",11889,68.263,17,40000
"2484",11890,1.779,6,50400
"2485",11891,4.028,12,10000
"2486",11894,55.742,16,30330
"2487",11897,96.751,14,64000
"2488",11898,80.758,16,58500
"2489",11901,36.943,14,29000
"2490",11902,39.267,18,48000
"2491",11905,43.256,16,60000
"2492",11909,51.061,12,16000
"2493",11911,56.834,13,46000
"2494",11916,45.787,18,38000
"2495",11917,62.412,12,35000
"2496",11918,89.086,17,85000
"2497",11920,83.021,16,338101
"2498",11923,45.43,14,12000
"2499",11924,91.057,13,68458
"2500",11925,70,12,58000
"2501",11926,86.514,12,45000
"2502",11929,93.914,20,82000
"2503",11932,9.829,14,10000
"2504",11934,12.465,12,90000
"2505",11935,10.59,12,24000
"2506",11936,38.717,16,125000
"2507",11937,12.877,20,43000
"2508",11939,27.064,12,15000
"2509",11940,48.739,12,14000
"2510",11942,52.131,12,39000
"2511",11945,15.874,13,40000
"2512",11947,10.751,12,90000
"2513",11949,20.859,12,26000
"2514",11950,6.732,12,2000
"2515",11955,72.75,16,42000
"2516",11958,42.412,12,75000
"2517",11971,24.339,15,39000
"2518",11972,37.918,20,110500
"2519",11973,60.113,12,60000
"2520",11981,0.332,12,31000
"2521",11990,85.632,20,70000
"2522",11993,36.867,12,40000
"2523",12000,56.178,12,33000
"2524",12005,39.556,15,35000
"2525",12006,59.085,16,17000
"2526",12008,38.202,12,60000
"2527",12010,83.535,20,53000
"2528",12012,76.322,14,65000
"2529",12014,80.79,16,85000
"2530",12016,70.816,16,150000
"2531",12018,94.157,12,52900
"2532",12019,69.997,12,58000
"2533",12022,54.756,12,63000
"2534",12023,74.585,17,65000
"2535",12031,66.317,12,40000
"2536",12032,14.177,12,24000
"2537",12034,72.753,16,161182
"2538",12036,81.701,15,28900
"2539",12039,65.528,12,22000
"2540",12041,16.707,12,46000
"2541",12042,8.479,12,3000
"2542",12043,5.867,12,628
"2543",12044,41.848,18,45000
"2544",12045,87.993,20,49000
"2545",12052,68.169,15,32000
"2546",12055,49.365,12,51000
"2547",12057,58.25,12,3000
"2548",12061,88.136,13,42000
"2549",12062,1.35,13,20000
"2550",12064,91.448,20,158730
"2551",12065,45.81,10,56000
"2552",12066,26.619,14,3000
"2553",12068,88.023,16,49000
"2554",12070,50.856,15,34000
"2555",12076,58.498,12,6000
"2556",12082,33.649,12,4000
"2557",12083,42.237,12,22000
"2558",12084,56.342,12,33793
"2559",12087,18.164,13,3000
"2560",12088,97.573,16,37000
"2561",12089,63.613,20,40000
"2562",12090,53.959,12,30000
"2563",12092,53.775,16,30000
"2564",12093,59.265,12,82000
"2565",12097,36.668,12,54000
"2566",12098,82.763,14,53000
"2567",12102,62.246,16,100000
"2568",12104,83.988,15,36323
"2569",12106,76.524,18,120000
"2570",12110,56.116,16,91000
"2571",12116,74.244,16,90000
"2572",12119,54.283,18,45000
"2573",12122,20.531,8,30000
"2574",12125,15.881,12,42000
"2575",12126,10.695,12,21000
"2576",12128,64.324,12,30000
"2577",12129,72.169,16,39500
"2578",12130,27.983,12,24000
"2579",12131,32.593,12,23000
"2580",12133,22.983,12,11560
"2581",12135,10.769,10,22000
"2582",12138,40.28,13,21000
"2583",12139,29.169,12,12600
"2584",12140,31.207,13,45000
